complaint_id,prediction_timestamp,withdrawal_timestamp,withdrawal_delay_hours,time_window_label
CASE_000082,2024-09-30 11:30:52.392622646,2024-09-30 11:31:14.448113740,0.006,0
CASE_000083,2024-08-20 19:56:28.282900740,2024-08-20 20:09:52.358720547,0.223,0
CASE_000084,2025-09-24 12:58:28.733770720,2025-09-24 17:32:10.855134374,4.562,2
CASE_000086,2024-02-07 03:40:59.894396130,2024-02-07 10:59:52.051918636,7.314,3
CASE_000089,2024-01-28 14:30:04.640542397,2024-01-28 22:47:37.088926973,8.292,3
CASE_000091,2025-03-16 18:51:33.709606862,2025-03-17 11:48:15.161856305,16.945,4
CASE_000094,2025-07-29 11:47:07.910472825,2025-07-29 15:52:48.970664407,4.095,2
CASE_000095,2025-04-20 16:17:06.842996775,2025-04-20 20:09:31.867775873,3.874,2
CASE_000096,2024-10-05 02:28:09.329632789,2024-10-05 04:12:16.693435208,1.735,1
CASE_000098,2024-02-18 18:22:20.912190867,2024-02-18 20:03:00.918222278,1.678,1
CASE_000102,2024-09-03 15:41:50.208420592,2024-09-04 20:00:33.238340366,28.312,4
CASE_000103,2025-05-20 10:23:47.634814262,2025-05-21 12:38:07.592658943,26.239,4
CASE_000107,2025-07-22 17:11:44.410321498,2025-07-23 16:35:25.122078761,23.395,4
CASE_000108,2024-07-04 16:32:36.226230477,2024-07-04 18:19:57.486070851,1.789,1
CASE_000109,2024-02-24 13:30:29.708409340,2024-02-24 23:05:13.855227805,9.579,3
CASE_000111,2024-10-14 05:05:47.228114633,2024-10-14 08:05:09.379445606,2.989,1
CASE_000112,2024-11-08 04:14:59.290734720,2024-11-08 06:04:51.536909079,1.831,1
CASE_000115,2024-04-10 01:47:24.977771287,2024-04-10 03:03:08.151432609,1.262,1
CASE_000116,2025-05-25 20:58:21.713533658,2025-05-26 03:10:12.969925995,6.198,3
CASE_000117,2024-01-10 00:31:54.068808216,2024-01-10 01:25:51.400495122,0.899,0
CASE_000118,2024-09-28 14:33:12.830099476,2024-09-28 19:20:06.452244474,4.782,2
CASE_000119,2025-09-01 18:52:01.150911723,2025-09-01 19:48:47.030328900,0.946,0
CASE_000120,2024-03-04 06:33:20.012027422,2024-03-04 10:17:36.166768229,3.738,2
CASE_000121,2025-06-17 15:19:07.355827277,2025-06-17 16:21:21.036176172,1.037,1
CASE_000123,2024-07-20 16:38:23.583320189,2024-07-20 21:04:17.933648795,4.432,2
CASE_000125,2024-03-25 19:26:49.237147817,2024-03-26 02:38:04.960064324,7.188,3
CASE_000126,2025-02-12 15:36:14.297056875,2025-02-12 18:23:05.498152110,2.781,1
CASE_000127,2024-01-13 07:59:55.737708249,2024-01-14 05:10:32.732192959,21.177,4
CASE_000129,2024-07-16 23:28:30.413965836,2024-07-17 01:43:09.791537563,2.244,1
CASE_000130,2024-01-29 14:38:07.323648712,2024-01-29 17:18:59.121740349,2.681,1
CASE_000132,2025-09-12 17:55:43.349686082,2025-09-12 19:28:40.493022023,1.549,1
CASE_000133,2025-03-01 10:40:25.133249101,2025-03-01 13:37:09.429489111,2.946,1
CASE_000136,2024-05-03 00:22:04.976850679,2024-05-03 02:23:43.025482777,2.027,1
CASE_000137,2024-03-31 04:22:36.989938679,2024-04-01 03:20:40.955623104,22.968,4
CASE_000138,2024-10-09 16:21:54.567484176,2024-10-09 19:42:24.190298260,3.342,2
CASE_000139,2024-04-26 17:19:49.860999162,2024-04-26 20:24:55.078986154,3.085,2
CASE_000140,2024-09-16 01:31:06.900917616,2024-09-16 03:58:08.963701619,2.451,1
CASE_000141,2025-07-03 08:17:05.896498978,2025-07-03 13:21:23.016634015,5.071,2
CASE_000142,2024-04-04 23:17:57.109667823,2024-04-05 05:55:58.283127738,6.634,3
CASE_000149,2024-02-26 01:57:53.744472560,2024-02-26 04:45:26.145605751,2.792,1
CASE_000150,2024-10-23 06:17:35.377977997,2024-10-23 07:44:26.350759554,1.447,1
CASE_000151,2025-04-12 09:11:47.934549508,2025-04-13 16:40:10.682459921,31.473,4
CASE_000153,2024-01-11 20:52:39.076725809,2024-01-12 09:28:35.321336120,12.599,4
CASE_000154,2025-01-04 15:23:10.199513241,2025-01-04 16:28:21.024957341,1.086,1
CASE_000157,2024-08-05 21:57:13.207661034,2024-08-05 22:15:29.017118572,0.304,0
CASE_000158,2024-06-20 19:35:46.939271531,2024-06-20 21:38:28.944551844,2.045,1
CASE_000160,2024-04-18 12:20:10.881836044,2024-04-18 16:45:54.888201714,4.429,2
CASE_000162,2024-06-15 02:17:09.168488945,2024-06-15 08:58:42.340306890,6.693,3
CASE_000163,2024-08-15 01:46:57.583653758,2024-08-15 02:53:19.399890344,1.106,1
CASE_000164,2024-11-25 17:48:23.692894946,2024-11-25 19:20:45.738652480,1.539,1
CASE_000168,2024-10-14 12:20:21.293976433,2024-10-14 16:55:20.867646697,4.583,2
CASE_000170,2024-11-08 06:15:45.568000840,2024-11-08 10:22:05.767592481,4.106,2
CASE_000171,2025-01-14 08:50:48.802239333,2025-01-14 09:04:27.198747015,0.227,0
CASE_000173,2024-12-07 19:12:58.626926342,2024-12-08 00:18:14.442312580,5.088,2
CASE_000175,2024-01-13 05:24:39.142031077,2024-01-13 10:52:40.640306497,5.467,2
CASE_000177,2024-01-04 03:42:11.835591515,2024-01-04 08:47:05.708793033,5.082,2
CASE_000178,2024-09-30 08:56:45.412103783,2024-09-30 13:46:47.690949669,4.834,2
CASE_000182,2024-10-09 19:25:47.838967749,2024-10-09 23:52:18.210295836,4.442,2
CASE_000184,2024-03-10 01:23:16.546565816,2024-03-10 03:56:07.685141948,2.548,1
CASE_000187,2024-10-14 01:49:51.309195310,2024-10-14 12:32:24.860229479,10.709,3
CASE_000188,2024-09-09 10:39:55.406136817,2024-09-09 10:46:25.064541865,0.108,0
CASE_000189,2024-02-12 21:00:02.238804625,2024-02-13 00:58:11.089042597,3.969,2
CASE_000190,2025-07-17 12:05:51.805451422,2025-07-17 14:41:59.727918268,2.602,1
CASE_000191,2024-12-24 02:42:13.946507328,2024-12-24 06:21:19.136558740,3.651,2
CASE_000193,2025-02-14 12:20:01.818711667,2025-02-14 23:57:32.512651454,11.625,3
CASE_000194,2024-09-09 05:33:47.060170948,2024-09-09 07:41:07.675404856,2.122,1
CASE_000196,2024-12-27 05:12:18.055656561,2024-12-27 06:39:11.020768345,1.448,1
CASE_000198,2024-05-30 08:52:15.690637023,2024-05-30 11:54:30.857381455,3.038,2
CASE_000201,2024-01-15 02:57:17.277710367,2024-01-15 10:32:41.484570078,7.59,3
CASE_000205,2025-09-26 18:17:37.454909321,2025-09-26 21:55:19.748982285,3.628,2
CASE_000206,2025-07-19 16:33:04.122834202,2025-07-19 20:50:26.126482285,4.289,2
CASE_000207,2024-02-08 09:05:11.430611186,2024-02-08 13:58:18.398201435,4.885,2
CASE_000208,2024-10-19 17:22:20.747530477,2024-10-20 01:31:06.609178743,8.146,3
CASE_000209,2025-05-17 22:04:43.623253473,2025-05-19 03:14:03.916059734,29.156,4
CASE_000213,2024-07-02 00:25:23.041371945,2024-07-02 11:08:30.086670558,10.719,3
CASE_000214,2024-09-11 01:24:06.471581522,2024-09-11 05:35:12.826918460,4.185,2
CASE_000215,2024-12-01 20:15:26.250373463,2024-12-01 21:21:24.355531663,1.099,1
CASE_000217,2024-01-24 01:12:56.074874993,2024-01-24 13:49:42.035937926,12.613,4
CASE_000218,2024-10-07 21:48:21.801864479,2024-10-08 05:19:39.210348535,7.522,3
CASE_000222,2024-07-30 00:44:07.943593693,2024-07-30 01:23:11.065913807,0.651,0
CASE_000224,2025-06-23 04:43:04.327338863,2025-06-23 08:57:04.210507617,4.233,2
CASE_000225,2025-09-06 08:03:49.161126604,2025-09-06 09:20:56.227414988,1.285,1
CASE_000227,2025-08-28 23:26:59.091010614,2025-08-29 04:15:58.300423900,4.816,2
CASE_000229,2024-02-28 13:36:40.670202345,2024-02-28 18:47:15.197280322,5.176,2
CASE_000230,2025-06-30 16:19:29.287968065,2025-07-01 12:04:39.838102784,19.753,4
CASE_000233,2024-02-29 20:05:36.231359665,2024-02-29 20:34:18.530282696,0.478,0
CASE_000236,2024-04-07 06:29:12.281962506,2024-04-07 09:01:57.673446728,2.546,1
CASE_000237,2025-04-09 10:21:28.467655162,2025-04-09 10:43:50.397701933,0.373,0
CASE_000238,2025-03-06 16:25:10.900494905,2025-03-07 00:22:20.837368031,7.953,3
CASE_000240,2024-03-01 23:59:43.116603019,2024-03-02 02:53:18.457548776,2.893,1
CASE_000241,2024-11-24 08:58:18.817747196,2024-11-24 11:41:55.561456725,2.727,1
CASE_000243,2025-08-26 12:52:03.413384060,2025-08-26 22:11:18.978520859,9.321,3
CASE_000244,2024-11-26 23:47:10.787923139,2024-11-27 04:35:21.806455741,4.803,2
CASE_000248,2025-01-06 20:48:28.417616042,2025-01-08 03:12:28.019820400,30.4,4
CASE_000256,2024-06-16 23:53:02.116898468,2024-06-17 01:58:23.940861184,2.089,1
CASE_000260,2024-07-22 17:18:39.426773716,2024-07-22 19:01:31.520537971,1.714,1
CASE_000262,2024-06-18 06:02:44.676212388,2024-06-18 08:21:28.690902958,2.312,1
CASE_000263,2025-03-21 05:55:15.846046359,2025-03-21 08:54:47.828404931,2.992,1
CASE_000265,2025-07-31 15:58:00.143212591,2025-08-01 04:36:54.555808951,12.648,4
CASE_000267,2024-12-02 15:01:27.591489345,2024-12-02 20:27:09.332303086,5.428,2
CASE_000269,2025-01-30 13:51:10.719246532,2025-01-30 19:38:04.951554870,5.782,2
CASE_000270,2024-01-27 04:28:03.082295826,2024-01-28 11:39:51.487086418,31.197,4
CASE_000271,2024-12-10 06:02:39.509100947,2024-12-10 13:24:02.552706453,7.356,3
CASE_000272,2024-07-10 03:51:09.110319726,2024-07-10 07:13:21.497094222,3.37,2
CASE_000274,2025-02-05 01:52:32.866520673,2025-02-05 04:03:54.533102228,2.189,1
CASE_000275,2025-03-22 01:05:27.858214512,2025-03-22 03:25:51.281971622,2.34,1
CASE_000279,2025-07-18 20:37:21.546418896,2025-07-19 07:18:16.115605068,10.682,3
CASE_000283,2024-09-02 01:06:58.956073215,2024-09-02 05:18:58.761043152,4.2,2
CASE_000285,2024-12-07 07:08:02.530385583,2024-12-08 11:20:46.501821031,28.212,4
CASE_000288,2024-03-24 06:53:49.203365610,2024-03-24 10:07:18.630107490,3.225,2
CASE_000289,2025-07-12 04:04:18.342065844,2025-07-12 07:33:43.317025143,3.49,2
CASE_000292,2025-09-13 21:09:32.540722080,2025-09-14 11:51:58.697774691,14.707,4
CASE_000294,2024-02-26 10:38:59.816702660,2024-02-26 12:21:33.534347867,1.709,1
CASE_000295,2024-05-17 07:15:03.051628600,2024-05-17 15:10:25.809438564,7.923,3
CASE_000297,2025-04-04 00:10:12.208930964,2025-04-04 10:00:48.387449603,9.843,3
CASE_000298,2025-01-09 01:18:24.373481398,2025-01-09 16:52:38.806080416,15.571,4
CASE_000299,2024-11-27 08:34:07.722824762,2024-11-27 08:39:46.780727720,0.094,0
CASE_000302,2024-05-12 18:20:24.401003862,2024-05-13 06:19:03.802332378,11.978,3
CASE_000303,2025-03-18 10:35:47.380998533,2025-03-18 21:14:20.498386127,10.643,3
CASE_000304,2024-12-06 09:10:51.570984568,2024-12-06 16:59:34.343793070,7.812,3
CASE_000306,2025-02-27 22:53:18.767587711,2025-02-28 22:29:05.395665765,23.596,4
CASE_000310,2024-12-05 02:33:31.163231332,2024-12-05 10:01:16.440265737,7.463,3
CASE_000311,2024-12-30 04:06:21.793835521,2024-12-30 04:50:12.961202567,0.731,0
CASE_000313,2024-05-23 18:21:22.891862549,2024-05-24 09:44:45.651615035,15.39,4
CASE_000314,2025-05-15 11:36:20.224835785,2025-05-15 16:27:38.516202774,4.855,2
CASE_000315,2025-03-04 14:58:13.199015832,2025-03-04 19:07:57.056690706,4.162,2
CASE_000317,2024-01-22 01:51:20.179076721,2024-01-23 06:19:46.986892601,28.474,4
CASE_000318,2024-12-12 08:09:12.428753956,2024-12-12 11:39:19.068009176,3.502,2
CASE_000320,2024-07-23 07:48:59.117355566,2024-07-23 08:26:02.187065582,0.618,0
CASE_000321,2024-12-20 16:24:39.021543816,2024-12-20 20:50:52.969013723,4.437,2
CASE_000324,2025-01-12 04:29:17.951700507,2025-01-12 04:44:23.269408908,0.251,0
CASE_000325,2024-08-20 18:39:43.516660918,2024-08-20 22:13:28.527301241,3.563,2
CASE_000326,2025-05-09 22:12:18.857001099,2025-05-10 02:16:39.701152152,4.072,2
CASE_000327,2025-09-02 02:25:46.752791736,2025-09-02 07:32:48.290273733,5.117,2
CASE_000329,2024-02-11 19:56:16.117099232,2024-02-12 15:03:03.053617618,19.113,4
CASE_000330,2025-04-16 06:57:35.939952969,2025-04-16 09:04:33.062513023,2.116,1
CASE_000334,2025-08-22 19:13:08.364133582,2025-08-22 20:38:45.227835660,1.427,1
CASE_000335,2024-06-18 05:26:50.143090534,2024-06-18 17:59:34.401368885,12.546,4
CASE_000337,2024-03-19 22:08:32.094524290,2024-03-19 23:14:52.680780345,1.106,1
CASE_000338,2025-04-07 14:19:17.812644510,2025-04-07 15:24:21.516110341,1.084,1
CASE_000344,2024-05-20 17:05:44.775536295,2024-05-20 18:27:17.543823584,1.359,1
CASE_000345,2024-09-11 04:42:09.849231671,2024-09-11 08:17:23.301420916,3.587,2
CASE_000346,2024-07-05 17:44:44.365728456,2024-07-05 18:28:46.980294086,0.734,0
CASE_000347,2024-09-07 14:44:48.729466531,2024-09-07 22:18:49.490090595,7.567,3
CASE_000348,2024-06-07 10:38:32.342537426,2024-06-07 10:38:37.870513414,0.002,0
CASE_000351,2025-07-28 20:13:43.353178890,2025-07-29 16:14:44.207045463,20.017,4
CASE_000352,2024-04-03 13:23:22.017660513,2024-04-03 15:36:39.009639953,2.221,1
CASE_000355,2024-03-22 23:42:45.872962711,2024-03-23 00:09:49.761055076,0.451,0
CASE_000357,2025-01-08 04:47:53.465309193,2025-01-08 05:56:09.602374207,1.138,1
CASE_000358,2025-07-26 10:02:27.578362713,2025-07-26 13:13:50.337439659,3.19,2
CASE_000361,2025-07-28 01:43:56.273351837,2025-07-28 03:23:55.577253306,1.666,1
CASE_000362,2024-09-11 04:29:54.166771888,2024-09-12 01:04:00.804150805,20.569,4
CASE_000363,2024-08-21 22:36:32.502508239,2024-08-22 01:10:54.731405278,2.573,1
CASE_000364,2024-06-12 18:52:10.721135178,2024-06-13 02:56:37.718517272,8.074,3
CASE_000366,2024-06-19 08:35:10.602954955,2024-06-20 06:24:51.463013044,21.828,4
CASE_000367,2024-09-19 11:36:43.465572174,2024-09-20 01:37:09.578081885,14.007,4
CASE_000370,2025-07-27 16:34:51.000786748,2025-07-27 19:31:00.486506585,2.936,1
CASE_000371,2024-05-30 20:50:33.997269835,2024-05-30 22:02:48.144500948,1.204,1
CASE_000374,2024-10-02 18:48:48.241016235,2024-10-02 20:27:59.605520330,1.653,1
CASE_000376,2024-05-12 06:52:37.058346228,2024-05-12 08:52:25.701777863,1.997,1
CASE_000378,2025-06-14 15:19:05.591534271,2025-06-14 20:35:07.010484269,5.267,2
CASE_000381,2024-06-01 04:59:27.901358581,2024-06-01 08:53:24.351230631,3.899,2
CASE_000382,2024-05-07 10:23:00.416404918,2024-05-07 11:47:18.356934445,1.405,1
CASE_000383,2024-06-06 16:03:41.523868578,2024-06-06 18:11:23.411480142,2.128,1
CASE_000386,2024-09-24 16:03:37.213801089,2024-09-24 17:16:56.292237091,1.222,1
CASE_000387,2024-07-24 11:13:48.086896977,2024-07-24 16:27:10.996804687,5.223,2
CASE_000388,2024-03-17 12:55:21.349070291,2024-03-17 14:19:41.108512280,1.405,1
CASE_000389,2024-01-08 17:58:26.668679595,2024-01-08 22:00:30.422214180,4.034,2
CASE_000390,2024-02-23 13:06:30.931565277,2024-02-24 12:12:35.568341781,23.101,4
CASE_000391,2025-05-01 12:53:11.821048026,2025-05-01 14:44:01.315089148,1.847,1
CASE_000392,2025-09-08 12:31:58.623536982,2025-09-08 13:43:58.703095458,1.2,1
CASE_000393,2024-05-12 11:34:50.418591707,2024-05-13 07:19:15.634217539,19.74,4
CASE_000396,2025-01-18 17:34:58.105551972,2025-01-18 20:01:50.798875809,2.448,1
CASE_000397,2025-06-23 06:52:02.815326689,2025-06-23 09:23:08.323367949,2.518,1
CASE_000400,2024-04-07 14:48:49.237762264,2024-04-07 18:11:15.995402734,3.374,2
CASE_000401,2024-03-21 20:16:21.748660622,2024-03-22 08:11:23.664739392,11.917,3
CASE_000402,2024-11-13 10:48:59.581386429,2024-11-13 16:43:42.855751122,5.912,2
CASE_000404,2025-06-18 07:00:03.282217314,2025-06-18 09:37:48.622329893,2.629,1
CASE_000405,2025-09-24 15:23:15.418414497,2025-09-25 01:28:09.537173565,10.082,3
CASE_000406,2024-03-23 08:24:44.157577564,2024-03-23 09:36:13.233893482,1.191,1
CASE_000407,2025-04-03 11:18:22.341081693,2025-04-03 14:27:21.188326117,3.15,2
CASE_000412,2024-06-09 17:14:48.063831338,2024-06-10 01:57:48.687558087,8.717,3
CASE_000414,2024-08-27 08:47:28.894064342,2024-08-27 13:31:54.988981340,4.741,2
CASE_000415,2025-08-30 05:11:49.416526146,2025-08-30 05:37:20.390177305,0.425,0
CASE_000417,2025-02-18 07:52:41.777327589,2025-02-18 08:27:33.142550403,0.581,0
CASE_000418,2025-08-03 13:03:54.154112864,2025-08-04 01:55:14.006765288,12.856,4
CASE_000422,2025-03-07 12:00:25.857947057,2025-03-07 17:05:12.978671517,5.08,2
CASE_000424,2024-09-12 06:31:24.390888378,2024-09-13 08:52:09.249587642,26.346,4
CASE_000428,2025-01-04 23:43:13.100482169,2025-01-05 00:33:28.232712502,0.838,0
CASE_000431,2024-10-13 17:42:36.821819307,2024-10-13 19:58:00.057595017,2.256,1
CASE_000433,2024-10-05 05:55:38.851397659,2024-10-05 09:23:10.752320808,3.459,2
CASE_000435,2024-07-25 11:16:32.146648928,2024-07-25 16:44:34.125139195,5.467,2
CASE_000436,2025-05-29 00:25:03.918264424,2025-05-29 03:03:58.211427193,2.648,1
CASE_000437,2024-10-08 07:47:09.186893947,2024-10-09 12:18:19.094164363,28.519,4
CASE_000439,2024-11-16 08:36:43.783480536,2024-11-16 12:40:03.270667988,4.055,2
CASE_000440,2025-07-03 22:34:13.691519584,2025-07-04 04:30:31.174571669,5.938,2
CASE_000441,2024-02-07 13:02:36.612797528,2024-02-07 15:03:17.994545663,2.011,1
CASE_000442,2025-04-13 04:54:00.324812340,2025-04-13 11:54:35.408343448,7.01,3
CASE_000443,2025-05-27 11:01:39.383267684,2025-05-27 17:06:27.261791562,6.08,3
CASE_000444,2025-07-23 15:58:58.515107106,2025-07-23 17:56:10.042238594,1.953,1
CASE_000447,2024-04-25 10:45:45.985756722,2024-04-25 15:28:30.537555122,4.712,2
CASE_000448,2024-02-08 16:35:07.798396710,2024-02-08 20:25:53.083569019,3.846,2
CASE_000449,2024-04-03 17:11:50.463443016,2024-04-04 22:50:43.011403514,29.648,4
CASE_000452,2024-06-23 21:17:36.345026366,2024-06-24 01:06:49.514145888,3.82,2
CASE_000455,2025-07-14 00:41:21.370759709,2025-07-14 03:28:14.789572961,2.782,1
CASE_000456,2024-03-17 22:30:59.177722503,2024-03-18 03:27:07.042486753,4.936,2
CASE_000460,2024-09-09 08:51:52.649992120,2024-09-10 12:02:16.445852492,27.173,4
CASE_000461,2024-08-15 21:04:02.414730058,2024-08-17 00:40:48.146480218,27.613,4
CASE_000462,2024-06-18 12:12:27.267446177,2024-06-18 14:59:37.213416760,2.786,1
CASE_000463,2024-06-07 15:50:00.109890923,2024-06-07 16:42:35.907998794,0.877,0
CASE_000464,2025-05-18 09:13:15.742304086,2025-05-18 17:23:49.487303071,8.176,3
CASE_000465,2024-04-06 11:34:08.730346021,2024-04-07 05:33:59.317737443,17.997,4
CASE_000466,2024-10-22 23:24:17.516686399,2024-10-23 06:07:23.677754626,6.718,3
CASE_000468,2025-04-10 23:18:55.591946530,2025-04-11 00:19:45.005624756,1.014,1
CASE_000469,2025-04-18 02:13:21.006121746,2025-04-18 09:46:59.886817289,7.561,3
CASE_000470,2024-02-01 07:17:29.968351077,2024-02-01 15:16:46.270805931,7.988,3
CASE_000474,2025-03-25 20:43:57.321009465,2025-03-26 01:14:17.378542033,4.506,2
CASE_000475,2024-06-23 07:30:29.786601977,2024-06-24 09:07:38.627670997,25.619,4
CASE_000476,2025-08-06 15:26:47.840632553,2025-08-06 18:41:11.332397586,3.24,2
CASE_000477,2024-07-30 18:49:57.555732347,2024-07-31 06:17:57.992981799,11.467,3
CASE_000482,2024-02-12 02:14:57.009153536,2024-02-12 12:40:38.408110897,10.428,3
CASE_000483,2025-04-11 18:30:20.948236100,2025-04-11 23:37:56.298906235,5.126,2
CASE_000486,2024-08-24 03:48:49.620449402,2024-08-24 13:42:41.706105311,9.898,3
CASE_000487,2024-10-22 23:06:15.058022390,2024-10-23 01:16:24.294745871,2.169,1
CASE_000488,2024-04-12 21:18:38.524704437,2024-04-13 02:00:38.631460055,4.7,2
CASE_000490,2025-07-23 10:03:35.307090210,2025-07-23 22:15:10.832358291,12.193,4
CASE_000491,2024-07-26 14:17:38.884258918,2024-07-26 14:57:51.036199291,0.67,0
CASE_000492,2024-02-03 08:32:35.600273140,2024-02-03 19:27:02.430694100,10.907,3
CASE_000493,2025-03-12 09:45:49.015016217,2025-03-12 13:34:59.423611147,3.82,2
CASE_000494,2024-01-23 03:15:09.130528237,2024-01-24 05:25:16.345662608,26.169,4
CASE_000496,2024-10-18 13:21:33.698980835,2024-10-18 18:55:57.549679102,5.573,2
CASE_000497,2025-09-24 18:26:16.493072189,2025-09-25 02:06:45.834997361,7.675,3
CASE_000499,2024-09-17 13:25:13.289152509,2024-09-17 18:58:16.779785598,5.551,2
CASE_000501,2025-03-17 01:27:27.141370127,2025-03-17 08:02:36.570153288,6.586,3
CASE_000502,2024-02-17 00:35:24.929780032,2024-02-17 08:16:17.579205691,7.681,3
CASE_000503,2025-08-24 23:21:24.642493547,2025-08-25 02:59:15.036620847,3.631,2
CASE_000504,2024-09-29 17:29:46.824326914,2024-09-30 20:13:52.970535419,26.735,4
CASE_000505,2024-10-19 14:54:48.648907108,2024-10-20 03:58:26.656936705,13.061,4
CASE_000507,2024-08-27 11:13:55.394688399,2024-08-27 19:14:08.529973049,8.004,3
CASE_000508,2024-07-01 18:15:00.020284519,2024-07-02 20:34:58.429303059,26.333,4
CASE_000510,2024-03-06 09:18:49.574677426,2024-03-06 14:26:02.682805178,5.12,2
CASE_000511,2024-08-17 01:28:02.590004709,2024-08-17 03:08:05.826154802,1.668,1
CASE_000514,2024-06-19 13:35:57.877809680,2024-06-20 11:34:46.104421519,21.98,4
CASE_000515,2024-10-13 09:57:06.701623458,2024-10-13 10:11:25.535641554,0.239,0
CASE_000516,2024-10-15 06:01:31.559541786,2024-10-15 08:09:06.170848081,2.126,1
CASE_000524,2024-10-20 04:42:57.557385788,2024-10-20 07:57:21.441000782,3.24,2
CASE_000530,2024-08-09 12:15:14.537051807,2024-08-09 18:05:58.971104369,5.846,2
CASE_000532,2024-03-01 07:24:05.580401593,2024-03-01 09:51:07.214230500,2.45,1
CASE_000536,2024-04-23 17:00:20.857800434,2024-04-24 02:15:11.620503600,9.247,3
CASE_000537,2024-10-15 06:50:01.225717755,2024-10-15 10:55:55.571017918,4.098,2
CASE_000539,2025-04-12 13:44:24.051063495,2025-04-12 20:29:11.161827447,6.746,3
CASE_000541,2025-09-22 18:48:17.077488099,2025-09-22 21:09:04.567530063,2.347,1
CASE_000542,2024-11-02 04:34:29.732083490,2024-11-02 18:26:19.837773491,13.864,4
