complaint_id,reported_loss_amount,amount_deviation_z,transaction_count_deviation,velocity_1h,velocity_24h,unusual_time_of_day,new_beneficiary_anomaly,sudden_degree_change,is_otp_shared,clicked_malicious_link,urgency_score
CASE_000077,2002.72,-0.2215,3,0,6,0,0,1,0,1,0.737
CASE_000078,35296.0,0.396,1,4,4,0,1,0,1,1,0.675
CASE_000082,12842.32,-0.0205,0,0,3,0,1,0,0,1,0.537
CASE_000083,38467.75,0.4548,5,0,8,0,0,1,0,1,0.186
CASE_000084,120495.05,1.9761,-1,2,2,0,1,0,0,0,0.989
CASE_000086,3615.29,-0.1916,1,0,4,1,0,1,0,1,0.29
CASE_000089,4147.19,-0.1817,0,0,3,0,0,0,0,1,0.993
CASE_000091,87268.59,1.3599,1,0,4,0,0,1,1,0,0.531
CASE_000094,31019.82,0.3167,1,0,4,0,0,0,0,1,0.533
CASE_000095,67451.61,0.9923,0,0,3,0,0,0,0,0,0.585
CASE_000096,11387.13,-0.0475,2,4,5,1,0,0,1,1,0.501
CASE_000098,7160.02,-0.1259,2,5,5,0,0,0,0,1,0.415
CASE_000102,61066.43,0.8739,3,0,6,0,0,0,1,0,0.452
CASE_000103,4315.61,-0.1786,3,0,6,0,0,1,1,0,0.382
CASE_000107,3543.8,-0.1929,5,0,8,0,0,0,1,0,0.836
CASE_000108,13126.63,-0.0152,7,0,10,0,0,1,1,0,0.699
CASE_000109,32399.79,0.3423,4,0,7,0,0,0,0,0,0.63
CASE_000111,5459.95,-0.1574,7,2,10,0,0,0,0,0,0.25
CASE_000112,101478.86,1.6234,1,0,4,1,0,1,0,0,0.894
CASE_000115,1375.85,-0.2331,1,0,4,1,0,0,1,0,0.414
CASE_000116,3624.1,-0.1914,2,0,5,0,0,1,1,0,0.595
CASE_000117,10125.09,-0.0709,4,0,7,1,0,0,0,0,0.671
CASE_000118,6032.58,-0.1468,9,0,12,0,0,0,1,0,0.294
CASE_000119,15992.89,0.038,2,0,5,0,0,1,0,0,0.261
CASE_000120,500.0,-0.2494,1,0,4,0,0,0,0,1,0.902
CASE_000121,22929.69,0.1666,0,2,3,0,0,0,0,1,0.69
CASE_000123,99191.12,1.581,2,5,5,0,0,1,1,0,0.645
CASE_000125,1629.59,-0.2284,0,2,3,0,0,0,0,1,0.672
CASE_000126,16361.54,0.0448,4,2,7,0,0,0,1,0,0.336
CASE_000127,19755.83,0.1078,1,4,4,0,0,0,0,0,0.505
CASE_000129,75928.06,1.1496,7,0,10,0,0,0,0,0,0.549
CASE_000130,10368.19,-0.0664,-1,2,2,0,0,0,0,0,0.701
CASE_000132,45156.33,0.5788,1,4,4,0,0,0,0,1,0.255
CASE_000133,11524.34,-0.0449,1,0,4,0,0,0,1,0,0.406
CASE_000136,10297.15,-0.0677,0,3,3,1,1,1,0,0,0.441
CASE_000137,18161.23,0.0782,-1,0,2,1,0,0,0,0,0.193
CASE_000138,4422.38,-0.1766,3,0,6,0,0,0,0,0,0.335
CASE_000139,5999.37,-0.1474,-1,1,2,0,0,0,1,0,0.302
CASE_000140,2695.37,-0.2087,0,1,3,1,0,0,1,1,0.757
CASE_000141,8316.91,-0.1044,4,2,7,0,0,0,1,0,0.202
CASE_000142,21997.74,0.1493,5,0,8,0,0,0,1,0,0.563
CASE_000149,18758.2,0.0892,1,4,4,1,0,0,0,0,0.531
CASE_000150,32939.73,0.3523,0,1,3,0,0,0,0,0,0.164
CASE_000151,4941.57,-0.167,0,0,3,0,0,0,0,0,0.787
CASE_000153,3322.93,-0.197,2,4,5,0,0,0,0,1,0.469
CASE_000154,22329.64,0.1555,-1,0,2,0,0,0,0,0,0.4
CASE_000157,12977.73,-0.018,6,0,9,0,0,0,1,0,0.81
CASE_000158,19215.4,0.0977,1,4,4,0,0,0,0,0,0.54
CASE_000160,3867.84,-0.1869,0,3,3,0,0,1,1,0,0.571
CASE_000162,10620.4,-0.0617,2,0,5,1,0,0,0,0,0.503
CASE_000163,55255.05,0.7661,2,5,5,1,0,0,1,0,0.594
CASE_000164,7113.38,-0.1267,8,0,11,0,1,0,0,0,0.367
CASE_000168,15598.33,0.0306,4,7,7,0,0,0,1,0,0.118
CASE_000170,6119.03,-0.1452,1,4,4,0,1,1,1,0,0.744
CASE_000171,11773.71,-0.0403,2,5,5,0,0,0,0,0,0.47
CASE_000173,5035.82,-0.1653,5,8,8,0,1,1,0,0,0.493
CASE_000175,14112.09,0.0031,3,0,6,0,0,0,1,1,0.763
CASE_000177,172364.51,2.9381,7,0,10,1,1,0,0,0,0.394
CASE_000178,10053.65,-0.0722,1,4,4,0,0,0,0,0,0.781
CASE_000182,11459.33,-0.0461,0,2,3,0,0,0,0,0,0.915
CASE_000184,25000.19,0.205,-3,0,0,1,0,0,1,1,0.498
CASE_000187,6515.19,-0.1378,3,2,6,1,0,0,0,1,0.311
CASE_000188,4259.79,-0.1796,0,0,3,0,0,1,0,0,0.68
CASE_000189,40672.4,0.4957,4,1,7,0,1,0,0,1,0.4
CASE_000190,7674.37,-0.1163,3,4,6,0,0,0,0,1,0.558
CASE_000191,1125.14,-0.2378,-1,1,2,1,0,0,1,1,0.533
CASE_000193,13144.87,-0.0149,2,5,5,0,0,0,1,0,0.68
CASE_000194,21551.83,0.1411,7,3,10,0,0,1,1,1,0.526
CASE_000196,3980.09,-0.1848,1,0,4,0,0,1,1,0,0.674
CASE_000198,38510.98,0.4556,2,5,5,0,0,1,0,0,0.91
CASE_000201,25504.26,0.2144,0,0,3,1,0,0,1,0,0.434
CASE_000205,59907.48,0.8524,2,3,5,0,0,0,0,0,0.596
CASE_000206,5192.42,-0.1624,-3,0,0,0,0,0,0,0,0.461
CASE_000207,3738.59,-0.1893,-3,0,0,0,0,0,0,0,0.454
CASE_000208,19696.68,0.1067,2,0,5,0,0,0,0,0,0.726
CASE_000209,2113.72,-0.2194,-3,0,0,0,0,0,1,1,0.302
CASE_000213,14973.77,0.0191,-3,0,0,1,0,0,1,0,0.481
CASE_000214,13510.91,-0.0081,4,7,7,1,0,1,0,0,0.225
CASE_000215,17706.66,0.0697,-1,0,2,0,0,1,1,0,0.652
CASE_000217,12404.01,-0.0286,5,8,8,1,0,0,1,0,0.578
CASE_000218,57722.16,0.8119,5,8,8,0,0,0,0,0,0.487
CASE_000222,18797.9,0.09,7,1,10,1,0,0,1,0,0.32
CASE_000224,15136.27,0.0221,2,0,5,1,0,0,1,0,0.727
CASE_000225,3603.54,-0.1918,0,0,3,0,0,1,1,0,0.603
CASE_000227,10522.39,-0.0635,1,0,4,0,0,0,1,0,0.211
CASE_000229,57257.77,0.8033,6,5,9,0,0,0,1,0,0.901
CASE_000230,10695.75,-0.0603,-1,1,2,0,0,0,0,0,0.74
CASE_000233,86333.6,1.3425,-1,0,2,0,0,0,1,0,0.5
CASE_000236,37205.83,0.4314,3,0,6,0,0,0,1,1,0.813
CASE_000237,2336.09,-0.2153,4,0,7,0,0,0,0,0,0.805
CASE_000238,18767.46,0.0894,1,4,4,0,0,0,1,0,0.942
CASE_000240,11582.15,-0.0438,0,3,3,0,1,0,0,0,0.412
CASE_000241,14116.26,0.0032,7,0,10,0,0,0,0,0,0.9
CASE_000243,7619.82,-0.1173,7,10,10,0,0,0,1,1,0.617
CASE_000244,74723.64,1.1272,1,3,4,0,0,0,0,0,0.556
CASE_000248,4745.78,-0.1706,5,8,8,0,0,0,0,0,0.417
CASE_000256,705.42,-0.2456,-3,0,0,0,0,1,1,0,0.782
CASE_000260,882.83,-0.2423,0,1,3,0,0,0,0,0,0.592
CASE_000262,3992.64,-0.1846,3,0,6,0,0,0,0,0,0.882
CASE_000263,7140.27,-0.1262,-3,0,0,0,0,1,0,0,0.296
CASE_000265,1282.76,-0.2349,4,7,7,0,0,0,0,1,0.603
CASE_000267,29611.19,0.2905,2,0,5,0,0,0,1,0,0.82
CASE_000269,196067.53,3.3777,3,0,6,0,0,0,1,0,0.7
CASE_000270,17298.96,0.0622,-3,0,0,1,0,0,0,0,0.609
CASE_000271,4460.38,-0.1759,3,0,6,0,0,0,0,0,0.488
CASE_000272,9141.83,-0.0891,5,1,8,1,1,0,0,1,0.629
CASE_000274,8441.28,-0.1021,-2,1,1,1,1,0,1,0,0.489
CASE_000275,16554.74,0.0484,3,4,6,1,0,0,0,0,0.717
CASE_000279,16044.33,0.0389,1,1,4,0,0,0,0,0,0.544
CASE_000283,53725.96,0.7378,1,4,4,1,0,0,1,0,0.915
CASE_000285,10035.24,-0.0725,3,0,6,0,0,0,1,1,0.651
CASE_000288,365092.7,6.5126,4,0,7,0,0,1,0,0,0.15
CASE_000289,42723.61,0.5337,0,3,3,1,0,0,1,0,0.658
CASE_000292,23936.94,0.1853,5,0,8,0,0,1,0,1,0.617
CASE_000294,2203.8,-0.2178,3,5,6,0,0,1,1,0,0.199
CASE_000295,6837.57,-0.1318,-1,0,2,0,0,0,0,0,0.696
CASE_000297,32743.76,0.3486,6,4,9,1,0,0,0,0,0.718
CASE_000298,6314.53,-0.1415,1,3,4,1,0,0,1,0,0.479
CASE_000299,36243.53,0.4135,0,0,3,0,0,0,1,1,0.914
CASE_000302,11703.8,-0.0416,0,3,3,0,0,0,0,0,0.331
CASE_000303,4285.65,-0.1792,2,5,5,0,0,0,0,0,0.4
CASE_000304,16763.19,0.0522,-1,0,2,0,0,1,1,0,0.366
CASE_000306,9843.05,-0.0761,3,0,6,0,0,0,0,1,0.217
CASE_000310,6347.83,-0.1409,5,0,8,1,0,0,0,0,0.444
CASE_000311,15955.55,0.0373,3,0,6,1,0,0,0,0,0.689
CASE_000313,6168.08,-0.1443,0,0,3,0,0,0,0,0,0.476
CASE_000314,11922.63,-0.0375,-1,0,2,0,0,1,0,0,0.363
CASE_000315,6996.96,-0.1289,3,0,6,0,0,0,1,1,0.321
CASE_000317,4458.57,-0.176,0,0,3,1,0,0,1,0,0.417
CASE_000318,2950.82,-0.2039,3,0,6,0,0,0,0,0,0.623
CASE_000320,46970.06,0.6125,3,0,6,0,0,0,0,1,0.895
CASE_000321,9259.74,-0.0869,6,0,9,0,0,0,1,0,0.947
CASE_000324,8336.39,-0.104,7,4,10,1,0,0,0,1,0.633
CASE_000325,1995.11,-0.2216,5,0,8,0,0,1,1,0,0.408
CASE_000326,11109.76,-0.0526,-3,0,0,0,0,0,0,0,0.306
CASE_000327,73109.79,1.0973,3,0,6,1,0,0,0,0,0.947
CASE_000329,43483.74,0.5478,9,0,12,0,0,0,0,1,0.729
CASE_000330,27218.25,0.2462,1,0,4,0,0,1,1,0,0.152
CASE_000334,11092.9,-0.0529,3,5,6,0,0,0,0,0,0.317
CASE_000335,7999.04,-0.1103,4,7,7,0,1,1,0,0,0.562
CASE_000337,42560.58,0.5307,7,10,10,0,0,0,0,0,0.212
CASE_000338,7680.0,-0.1162,0,3,3,0,0,0,1,0,0.583
CASE_000344,19968.19,0.1117,13,0,16,0,0,0,1,1,0.696
CASE_000345,12492.01,-0.027,1,0,4,1,0,1,0,1,0.537
CASE_000346,12526.74,-0.0263,4,2,7,0,0,0,0,0,0.503
CASE_000347,3223.0,-0.1989,11,0,14,0,0,0,0,1,0.776
CASE_000348,13256.37,-0.0128,-1,2,2,0,0,0,1,1,0.564
CASE_000351,441391.44,7.9277,2,1,5,0,0,0,0,1,0.454
CASE_000352,9762.76,-0.0776,6,9,9,0,0,0,1,1,0.807
CASE_000355,25052.7,0.206,0,3,3,0,0,0,0,0,0.398
CASE_000357,1239.6,-0.2357,4,7,7,1,0,1,0,0,0.887
CASE_000358,17711.11,0.0698,1,0,4,0,0,0,1,1,0.764
CASE_000361,13059.71,-0.0164,5,0,8,1,0,1,1,0,0.754
CASE_000362,122231.24,2.0083,3,0,6,1,0,1,0,1,0.537
CASE_000363,15742.87,0.0333,2,5,5,0,0,0,1,0,0.681
CASE_000364,46903.29,0.6112,-1,2,2,0,0,0,1,0,0.787
CASE_000366,6154.44,-0.1445,4,7,7,0,1,1,1,0,0.756
CASE_000367,24478.16,0.1953,0,3,3,0,0,0,0,1,0.842
CASE_000370,3997.99,-0.1845,-3,0,0,0,0,0,1,1,0.839
CASE_000371,5860.94,-0.15,3,4,6,0,0,0,0,1,0.774
CASE_000374,11949.99,-0.037,-3,0,0,0,0,1,1,1,0.613
CASE_000376,8128.63,-0.1079,-3,0,0,0,0,0,0,0,0.925
CASE_000378,66910.61,0.9823,3,5,6,0,0,0,0,0,0.485
CASE_000381,30572.99,0.3084,2,1,5,1,0,0,0,0,0.809
CASE_000382,65559.57,0.9573,3,0,6,0,0,0,0,0,0.482
CASE_000383,3920.55,-0.1859,-1,2,2,0,0,0,0,0,0.613
CASE_000386,20316.89,0.1182,8,0,11,0,0,0,1,1,0.388
CASE_000387,4632.87,-0.1727,2,0,5,0,0,0,1,1,0.376
CASE_000388,42255.71,0.525,1,0,4,0,0,0,0,1,0.547
CASE_000389,16560.21,0.0485,0,0,3,0,0,0,0,0,0.932
CASE_000390,3806.32,-0.1881,6,0,9,0,1,1,1,1,0.521
CASE_000391,11130.94,-0.0522,8,11,11,0,0,0,1,1,0.818
CASE_000392,10916.65,-0.0562,-3,0,0,0,0,0,1,0,0.781
CASE_000393,10215.08,-0.0692,1,3,4,0,0,0,0,1,0.801
CASE_000396,8298.52,-0.1047,-1,2,2,0,0,0,1,1,0.669
CASE_000397,13598.96,-0.0064,5,0,8,0,0,0,0,0,0.728
CASE_000400,3171.23,-0.1998,3,0,6,0,0,0,1,0,0.667
CASE_000401,29011.72,0.2794,3,5,6,0,0,0,1,0,0.493
CASE_000402,8324.72,-0.1043,4,0,7,0,0,1,1,1,0.525
CASE_000404,8444.03,-0.102,7,0,10,0,0,1,0,0,0.277
CASE_000405,3965.2,-0.1851,1,4,4,0,0,0,1,1,0.896
CASE_000406,142757.86,2.389,2,1,5,0,0,0,0,0,0.853
CASE_000407,3693.55,-0.1901,1,4,4,0,0,0,0,0,0.869
CASE_000412,107295.79,1.7313,10,0,13,0,0,0,0,0,0.217
CASE_000414,5480.72,-0.157,1,0,4,0,0,1,0,0,0.662
CASE_000415,44630.26,0.5691,2,5,5,0,0,1,1,1,0.148
CASE_000417,3816.78,-0.1879,9,0,12,0,0,0,0,0,0.23
CASE_000418,4074.99,-0.1831,-3,0,0,0,0,0,0,0,0.711
CASE_000422,3833.86,-0.1875,-3,0,0,0,0,0,0,1,0.79
CASE_000424,16832.35,0.0535,3,0,6,0,0,0,0,1,0.035
CASE_000428,8664.41,-0.098,5,0,8,0,0,0,1,1,0.437
CASE_000431,7590.23,-0.1179,-3,0,0,0,0,0,1,0,0.76
CASE_000433,8659.83,-0.098,8,0,11,0,0,0,0,0,0.26
CASE_000435,55949.2,0.779,-3,0,0,0,0,0,0,0,0.425
CASE_000436,144130.6,2.4145,0,0,3,1,0,0,0,1,0.877
CASE_000437,28781.8,0.2752,2,1,5,0,0,0,1,0,0.745
CASE_000439,7921.49,-0.1117,1,0,4,0,0,0,1,0,0.292
CASE_000440,20966.49,0.1302,1,4,4,0,0,0,1,1,0.771
CASE_000441,5984.17,-0.1477,7,0,10,0,1,0,0,1,0.384
CASE_000442,19737.73,0.1074,3,0,6,1,0,1,0,1,0.232
CASE_000443,4863.18,-0.1685,2,0,5,0,0,0,0,1,0.495
CASE_000444,5948.11,-0.1483,4,0,7,0,0,0,0,0,0.807
CASE_000447,7638.34,-0.117,10,9,13,0,0,1,1,0,0.425
CASE_000448,42583.44,0.5311,3,6,6,0,0,0,0,1,0.241
CASE_000449,14462.02,0.0096,0,3,3,0,1,0,1,1,0.377
CASE_000452,3293.1,-0.1976,2,5,5,0,0,0,0,0,0.64
CASE_000455,47747.54,0.6269,1,4,4,1,1,0,0,0,0.621
CASE_000456,49441.95,0.6583,-1,2,2,0,0,0,1,1,0.335
CASE_000460,9456.33,-0.0833,-3,0,0,0,0,0,1,0,0.379
CASE_000461,25390.92,0.2123,1,4,4,0,0,0,0,0,0.415
CASE_000462,4559.65,-0.1741,5,0,8,0,0,0,0,0,0.715
CASE_000463,57109.35,0.8005,7,0,10,0,0,0,1,0,0.381
CASE_000464,23103.8,0.1698,4,0,7,0,0,0,0,0,0.854
CASE_000465,14799.45,0.0158,-3,0,0,0,0,0,1,0,0.62
CASE_000466,6266.9,-0.1424,7,0,10,0,0,0,0,0,0.55
CASE_000468,607.44,-0.2474,-2,1,1,0,0,0,0,0,0.192
CASE_000469,9174.46,-0.0885,6,0,9,1,0,0,0,0,0.64
CASE_000470,4943.1,-0.167,-2,1,1,0,0,0,0,0,0.624
CASE_000474,13258.33,-0.0128,1,0,4,0,0,0,0,1,0.626
CASE_000475,4188.39,-0.181,1,4,4,0,0,0,0,0,0.78
CASE_000476,2751.03,-0.2076,2,5,5,0,0,0,0,0,0.914
CASE_000477,56137.48,0.7825,0,0,3,0,0,0,0,0,0.368
CASE_000482,27843.49,0.2578,3,0,6,1,0,0,1,0,0.646
CASE_000483,3585.14,-0.1922,3,5,6,0,0,0,0,0,0.409
CASE_000486,6837.2,-0.1318,-2,1,1,1,0,0,1,1,0.315
CASE_000487,4022.14,-0.1841,7,0,10,0,0,0,0,0,0.656
CASE_000488,16086.59,0.0397,4,7,7,0,0,0,0,0,0.327
CASE_000490,6785.76,-0.1328,4,5,7,0,0,0,1,1,0.748
CASE_000491,23220.65,0.172,0,3,3,0,0,1,0,0,0.803
CASE_000492,40347.14,0.4897,0,3,3,0,0,0,1,0,0.404
CASE_000493,21647.18,0.1428,3,0,6,0,0,0,1,0,0.826
CASE_000494,4027.32,-0.184,6,0,9,1,0,0,1,0,0.218
CASE_000496,1761.28,-0.226,-2,1,1,0,1,0,1,0,0.558
CASE_000497,17030.83,0.0572,4,7,7,0,0,0,1,1,0.723
CASE_000499,10694.91,-0.0603,3,5,6,0,0,0,1,0,0.747
CASE_000501,6259.81,-0.1426,2,2,5,1,0,1,0,0,0.455
CASE_000502,21419.41,0.1386,1,0,4,1,0,0,0,0,0.666
CASE_000503,9982.96,-0.0735,-2,1,1,0,0,1,0,0,0.676
CASE_000504,29820.57,0.2944,-1,0,2,0,0,0,1,0,0.109
CASE_000505,22724.6,0.1628,2,0,5,0,0,0,1,0,0.787
CASE_000507,57835.47,0.814,2,2,5,0,0,0,1,0,0.787
CASE_000508,78394.8,1.1953,-1,2,2,0,1,0,1,1,0.557
CASE_000510,11489.18,-0.0456,-3,0,0,0,0,0,0,1,0.578
CASE_000511,28864.38,0.2767,7,1,10,1,0,1,1,0,0.138
CASE_000514,26933.62,0.2409,-1,0,2,0,0,0,1,1,0.353
CASE_000515,15125.24,0.0219,5,6,8,0,0,0,1,1,0.508
CASE_000516,135849.4,2.2609,4,0,7,0,1,0,1,1,0.229
CASE_000524,23869.59,0.184,5,0,8,1,0,1,1,0,0.082
CASE_000530,24986.76,0.2048,3,0,6,0,0,0,0,0,0.949
CASE_000532,15556.08,0.0299,8,5,11,0,0,0,0,0,0.478
CASE_000536,44227.73,0.5616,3,0,6,0,0,0,0,1,0.925
CASE_000537,58827.71,0.8324,5,0,8,0,0,0,0,0,0.437
CASE_000539,18015.02,0.0755,4,0,7,0,0,0,0,1,0.862
CASE_000541,155701.72,2.6291,5,0,8,0,0,0,0,0,0.8
CASE_000542,17431.35,0.0646,8,0,11,1,0,0,0,0,0.75
CASE_000546,28118.34,0.2628,2,0,5,0,0,0,0,0,0.404
CASE_000550,5513.7,-0.1564,3,0,6,0,0,0,1,0,0.644
CASE_000552,8643.43,-0.0983,2,0,5,0,0,1,0,0,0.585
CASE_000554,3761.07,-0.1889,0,0,3,0,0,1,0,0,0.646
CASE_000555,151518.28,2.5515,3,0,6,0,0,0,0,0,0.283
CASE_000559,14069.66,0.0023,6,4,9,1,0,0,0,0,0.076
CASE_000561,21706.25,0.1439,0,3,3,0,0,0,1,0,0.513
CASE_000565,4123.85,-0.1822,0,1,3,0,0,1,0,0,0.527
CASE_000566,45454.21,0.5844,1,0,4,0,0,0,0,0,0.182
CASE_000567,6780.81,-0.1329,-1,0,2,1,0,0,1,0,0.775
CASE_000568,12742.99,-0.0223,-3,0,0,1,1,0,1,0,0.4
CASE_000569,70346.48,1.046,3,0,6,1,0,0,1,0,0.702
CASE_000571,9391.06,-0.0845,8,0,11,1,0,0,1,0,0.539
CASE_000572,3985.38,-0.1847,3,0,6,0,1,1,0,0,0.903
CASE_000573,84450.67,1.3076,-3,0,0,0,0,0,0,0,0.346
CASE_000576,3359.06,-0.1964,4,0,7,1,0,1,0,0,0.601
CASE_000577,110476.82,1.7903,7,0,10,0,0,1,0,0,0.646
CASE_000578,66385.09,0.9726,3,6,6,0,0,0,0,1,0.847
CASE_000580,8638.41,-0.0984,4,2,7,1,0,0,1,1,0.114
CASE_000581,30437.91,0.3059,0,3,3,1,0,0,0,1,0.356
CASE_000583,2114.14,-0.2194,1,0,4,0,0,0,0,0,0.237
CASE_000584,11852.7,-0.0388,-1,2,2,0,0,1,0,0,0.183
CASE_000586,18077.83,0.0766,3,0,6,0,0,0,0,1,0.39
CASE_000591,134963.23,2.2445,1,3,4,0,0,1,0,0,0.731
CASE_000592,17364.19,0.0634,3,0,6,0,1,0,1,1,0.539
CASE_000594,34100.1,0.3738,-2,1,1,0,1,0,0,0,0.395
CASE_000595,4495.47,-0.1753,5,0,8,1,0,0,0,1,0.686
CASE_000599,3088.47,-0.2014,-3,0,0,0,0,0,0,1,0.539
CASE_000600,5068.08,-0.1647,0,3,3,0,0,0,0,0,0.421
CASE_000601,17699.77,0.0696,5,0,8,1,1,0,0,0,0.402
CASE_000603,41975.38,0.5199,5,5,8,0,0,1,0,1,0.498
CASE_000607,23768.97,0.1822,0,0,3,0,0,0,1,1,0.477
CASE_000608,35717.98,0.4038,3,0,6,0,0,0,0,0,0.354
CASE_000609,58919.85,0.8341,5,0,8,0,0,0,0,0,0.601
CASE_000613,4055.85,-0.1834,5,3,8,0,1,0,0,1,0.543
CASE_000614,4797.79,-0.1697,10,9,13,0,0,0,0,0,0.633
CASE_000616,64825.31,0.9436,2,0,5,0,0,1,1,0,0.247
CASE_000619,8849.34,-0.0945,3,0,6,0,0,0,1,0,0.288
CASE_000621,35873.57,0.4067,5,0,8,1,0,0,0,0,0.767
CASE_000622,3998.24,-0.1845,3,5,6,0,0,1,1,0,0.619
CASE_000624,107257.11,1.7306,2,0,5,1,0,1,1,0,0.304
CASE_000627,3613.35,-0.1916,-1,0,2,1,0,0,1,1,0.224
CASE_000628,103996.55,1.6701,3,6,6,1,0,0,0,0,0.265
CASE_000629,12882.82,-0.0197,6,0,9,0,0,1,1,0,0.367
CASE_000630,2585.75,-0.2107,16,0,19,1,0,0,1,0,0.839
CASE_000631,8552.91,-0.1,1,0,4,1,0,0,0,0,0.597
CASE_000633,2425.55,-0.2137,6,0,9,0,0,0,0,1,0.62
CASE_000635,89433.76,1.4,9,11,12,1,0,0,0,1,0.263
CASE_000636,135445.08,2.2534,4,7,7,0,0,0,1,0,0.127
CASE_000637,19237.54,0.0981,-1,1,2,0,0,0,0,0,0.465
CASE_000640,10784.94,-0.0586,8,9,11,0,0,0,0,0,0.8
CASE_000641,2670.1,-0.2091,-3,0,0,0,0,0,1,0,0.061
CASE_000642,8281.75,-0.1051,9,3,12,0,0,0,1,0,0.192
CASE_000644,6331.33,-0.1412,6,0,9,0,0,1,1,0,0.701
CASE_000646,8847.61,-0.0946,1,4,4,0,0,0,0,0,0.306
CASE_000648,237039.15,4.1376,5,0,8,0,0,0,1,0,0.64
CASE_000649,4748.74,-0.1706,-3,0,0,1,0,1,0,0,0.724
CASE_000650,30925.14,0.3149,2,5,5,0,0,0,1,0,0.224
CASE_000651,2989.66,-0.2032,4,7,7,0,1,0,1,0,0.432
CASE_000654,1335.95,-0.2339,10,0,13,1,0,0,1,0,0.508
CASE_000655,11069.88,-0.0533,10,5,13,1,0,0,0,0,0.563
CASE_000657,3089.69,-0.2013,1,0,4,0,0,0,1,1,0.263
CASE_000658,9160.08,-0.0888,10,7,13,0,1,0,0,0,0.889
CASE_000659,3594.03,-0.192,-3,0,0,0,0,1,0,0,0.796
CASE_000661,19730.65,0.1073,6,2,9,1,0,0,1,1,0.319
CASE_000666,22129.12,0.1518,4,0,7,0,0,0,1,1,0.625
CASE_000667,9586.73,-0.0809,4,0,7,0,0,0,0,0,0.583
CASE_000669,41523.85,0.5115,8,0,11,0,0,0,0,0,0.532
CASE_000670,21278.97,0.136,-1,2,2,0,0,0,0,1,0.895
CASE_000671,6076.8,-0.1459,0,3,3,0,0,0,0,1,0.729
