complaint_id,prediction_timestamp,withdrawal_timestamp,withdrawal_delay_hours,time_window_label
CASE_000201,2025-05-04 16:01:35.265810307,2025-05-04 16:20:27.855129277,0.315,0
CASE_000202,2024-08-20 06:21:22.940775490,2024-08-20 23:07:06.435072447,16.762,4
CASE_000203,2024-10-19 18:54:25.042609893,2024-10-19 20:14:38.165505512,1.337,1
CASE_000204,2025-04-14 14:11:34.824318851,2025-04-14 18:59:43.260404148,4.802,2
CASE_000206,2024-01-13 13:03:00.166457537,2024-01-14 00:44:35.937427433,11.693,3
CASE_000208,2025-06-08 11:45:23.994820188,2025-06-09 04:17:15.806257461,16.531,4
CASE_000209,2025-06-20 20:29:26.351552931,2025-06-21 01:34:34.587508531,5.086,2
CASE_000213,2024-03-27 18:23:26.036238687,2024-03-27 22:11:50.422688448,3.807,2
CASE_000214,2025-06-26 03:32:45.678388325,2025-06-26 05:46:59.378010841,2.237,1
CASE_000217,2024-07-06 19:42:10.501492201,2024-07-06 20:43:15.472967817,1.018,1
CASE_000219,2025-02-24 13:26:36.084987070,2025-02-25 05:50:54.834060192,16.405,4
CASE_000220,2024-03-29 03:56:17.711145840,2024-03-29 07:16:40.651641983,3.34,2
CASE_000221,2024-04-06 07:08:23.896889994,2024-04-06 10:30:19.598914448,3.365,2
CASE_000223,2024-09-14 16:46:01.115640664,2024-09-14 17:58:29.979211324,1.208,1
CASE_000224,2025-03-28 07:28:33.657225897,2025-03-28 10:01:20.011701703,2.546,1
CASE_000228,2024-05-27 04:34:54.946206698,2024-05-27 09:31:53.047815686,4.949,2
CASE_000234,2024-05-02 10:38:36.352455819,2024-05-03 01:06:22.440114909,14.463,4
CASE_000235,2024-01-09 22:21:28.524867502,2024-01-09 23:02:21.127176211,0.681,0
CASE_000236,2025-01-30 15:25:15.712345886,2025-01-30 17:28:42.450503159,2.057,1
CASE_000238,2024-11-22 00:27:53.741491760,2024-11-22 03:39:39.116136558,3.196,2
CASE_000239,2024-07-23 00:40:56.396643845,2024-07-23 02:01:42.901066737,1.346,1
CASE_000244,2024-05-20 09:29:52.230863171,2024-05-20 12:49:27.878087739,3.327,2
CASE_000245,2024-02-14 03:43:11.679692718,2024-02-14 08:15:02.847611192,4.531,2
CASE_000246,2025-08-18 17:53:50.612797904,2025-08-18 23:15:17.506249726,5.357,2
CASE_000248,2024-12-02 18:24:02.683406920,2024-12-02 21:45:07.583087220,3.351,2
CASE_000249,2025-03-06 21:25:50.305430404,2025-03-07 00:46:37.363116198,3.346,2
CASE_000251,2024-08-06 14:34:50.684390950,2024-08-06 18:21:31.923415610,3.778,2
CASE_000252,2024-10-13 07:57:36.935065020,2024-10-13 08:05:58.011153154,0.139,0
CASE_000253,2025-01-16 05:28:34.472563665,2025-01-16 07:20:10.923719882,1.86,1
CASE_000254,2025-07-03 14:25:54.506407430,2025-07-03 16:43:16.054593222,2.289,1
CASE_000256,2025-05-05 14:15:40.975052633,2025-05-05 16:34:12.213778581,2.309,1
CASE_000259,2024-04-13 11:34:36.430379942,2024-04-13 18:12:27.086557980,6.631,3
CASE_000261,2025-03-15 05:33:36.304150658,2025-03-15 23:15:34.853065846,17.7,4
CASE_000263,2024-02-05 05:45:48.130085221,2024-02-05 11:19:50.062612254,5.567,2
CASE_000268,2024-06-13 06:26:16.861286144,2024-06-13 10:28:36.370116184,4.039,2
CASE_000270,2025-06-29 04:23:11.121452301,2025-06-29 15:36:14.161917932,11.218,3
CASE_000271,2024-06-10 17:42:07.664493241,2024-06-11 04:47:29.194122413,11.089,3
CASE_000273,2024-11-18 01:15:09.289174854,2024-11-18 15:48:49.330270203,14.561,4
CASE_000274,2025-02-23 20:26:38.286221171,2025-02-24 00:25:28.832533493,3.981,2
CASE_000275,2024-12-19 00:00:35.188270817,2024-12-19 03:58:32.729637894,3.966,2
CASE_000276,2025-04-19 23:42:10.417539576,2025-04-20 01:28:09.296459859,1.766,1
CASE_000277,2025-03-13 12:49:46.203115346,2025-03-14 06:16:03.107631527,17.438,4
CASE_000279,2025-01-21 20:30:37.755628537,2025-01-21 21:15:47.516827727,0.753,0
CASE_000281,2025-04-03 04:56:33.057932520,2025-04-03 06:41:00.718829774,1.741,1
CASE_000283,2025-05-16 05:39:01.880916751,2025-05-16 08:26:25.004332903,2.79,1
CASE_000287,2024-08-29 00:57:20.123405209,2024-08-29 14:15:36.843325991,13.305,4
CASE_000288,2024-01-18 20:08:01.183834777,2024-01-19 04:03:15.454797236,7.921,3
CASE_000289,2024-05-26 10:41:17.373153539,2024-05-26 22:51:38.226069483,12.172,4
CASE_000290,2024-01-20 18:27:33.611544454,2024-01-20 20:18:46.849600079,1.854,1
CASE_000294,2024-04-08 16:12:51.902392009,2024-04-08 22:08:15.124692668,5.923,2
CASE_000297,2024-10-29 20:05:05.099029230,2024-10-29 21:49:18.203443764,1.737,1
CASE_000299,2025-08-26 03:16:55.660677558,2025-08-26 05:10:10.385592386,1.887,1
CASE_000300,2024-01-23 00:05:56.557276717,2024-01-23 02:57:00.869216505,2.851,1
CASE_000309,2025-07-20 05:48:25.584973477,2025-07-20 07:45:40.799219071,1.954,1
CASE_000310,2025-06-15 17:25:10.018686531,2025-06-15 18:43:24.286697784,1.304,1
CASE_000311,2025-07-03 16:09:34.220711015,2025-07-04 00:50:02.493406767,8.675,3
CASE_000312,2025-05-11 18:33:30.521369575,2025-05-11 21:22:31.938158107,2.817,1
CASE_000313,2024-02-24 02:58:08.467322849,2024-02-25 11:20:36.555733653,32.374,4
CASE_000316,2025-04-11 23:36:20.119763726,2025-04-12 03:15:44.307384928,3.657,2
CASE_000318,2025-09-04 14:43:31.383339152,2025-09-05 00:36:47.795135469,9.888,3
CASE_000319,2024-11-26 11:26:15.915323750,2024-11-26 18:01:07.585636507,6.581,3
CASE_000320,2024-01-19 02:59:33.458857710,2024-01-19 03:12:17.832430758,0.212,0
CASE_000321,2024-02-23 22:41:20.578862224,2024-02-24 06:13:47.429599842,7.541,3
CASE_000324,2024-06-01 00:37:34.257903241,2024-06-01 03:08:01.611035663,2.508,1
CASE_000326,2024-07-28 21:33:02.381066986,2024-07-29 00:04:39.195199292,2.527,1
CASE_000329,2024-12-15 02:20:40.388693723,2024-12-15 08:47:54.426087258,6.454,3
CASE_000330,2024-06-06 01:34:53.005260335,2024-06-06 07:47:41.056729359,6.213,3
CASE_000331,2024-04-11 05:06:17.758715742,2024-04-11 13:18:28.341008433,8.203,3
CASE_000332,2024-03-20 10:02:33.875882165,2024-03-20 18:29:54.725420234,8.456,3
CASE_000334,2024-02-11 17:19:56.566290938,2024-02-11 21:16:10.077439729,3.937,2
CASE_000335,2024-10-31 00:33:19.368652830,2024-10-31 04:17:19.244815584,3.733,2
CASE_000337,2025-04-07 12:32:54.333061938,2025-04-07 16:57:27.559738925,4.409,2
CASE_000339,2024-04-27 19:06:01.328429367,2024-04-27 21:30:54.587993393,2.415,1
CASE_000340,2024-09-01 06:46:30.939518568,2024-09-01 07:26:49.281124857,0.672,0
CASE_000345,2025-05-16 20:16:14.635357265,2025-05-16 20:42:40.311837009,0.44,0
CASE_000350,2024-01-07 14:11:51.876748465,2024-01-07 18:21:49.174436429,4.166,2
CASE_000353,2024-09-28 22:08:39.734265281,2024-09-29 00:29:50.744439917,2.353,1
CASE_000354,2024-07-20 11:48:53.487020268,2024-07-20 15:54:58.926502396,4.102,2
CASE_000355,2025-09-14 07:26:11.221617170,2025-09-14 09:34:07.007195807,2.132,1
CASE_000357,2024-09-29 15:01:21.479977584,2024-09-29 16:19:24.831089655,1.301,1
CASE_000358,2024-10-20 02:59:58.689473281,2024-10-20 06:20:57.074201657,3.35,2
CASE_000362,2024-09-24 06:25:50.665381804,2024-09-24 07:07:44.158362546,0.698,0
CASE_000363,2024-04-19 16:31:34.354300221,2024-04-19 18:04:22.501494909,1.547,1
CASE_000364,2025-02-04 21:46:18.448744783,2025-02-05 02:46:50.500979667,5.009,2
CASE_000365,2024-09-26 11:22:01.087744337,2024-09-26 12:14:04.881103294,0.868,0
CASE_000373,2024-03-10 00:26:30.914392852,2024-03-10 03:28:57.767608825,3.041,2
CASE_000375,2024-01-09 04:20:48.304432234,2024-01-09 04:26:42.974455004,0.099,0
CASE_000378,2024-01-26 15:08:33.383146000,2024-01-26 17:39:38.013337834,2.518,1
CASE_000379,2024-01-17 15:03:10.499361650,2024-01-17 22:59:45.318612321,7.943,3
CASE_000380,2024-11-30 09:57:46.104371273,2024-11-30 13:06:59.436073800,3.154,2
CASE_000381,2024-08-23 15:29:08.399447364,2024-08-23 15:40:17.026004537,0.186,0
CASE_000383,2024-05-26 07:07:01.866718254,2024-05-26 09:34:18.658147458,2.455,1
CASE_000386,2024-12-09 22:07:57.900772993,2024-12-09 22:27:15.640360486,0.322,0
CASE_000387,2024-05-12 19:05:47.640344246,2024-05-12 22:14:18.789344703,3.142,2
CASE_000389,2025-07-16 23:58:54.129024184,2025-07-17 09:02:13.121096817,9.055,3
CASE_000390,2025-02-04 10:51:27.321117038,2025-02-05 00:30:23.476234351,13.649,4
CASE_000391,2024-12-04 02:35:42.660499056,2024-12-04 03:20:14.756492990,0.742,0
CASE_000395,2025-07-15 13:37:17.980606823,2025-07-15 18:29:23.869083365,4.868,2
CASE_000397,2024-09-29 18:26:20.830405769,2024-09-29 23:30:28.667022899,5.069,2
CASE_000399,2025-01-03 18:34:40.800933316,2025-01-04 00:41:31.683393877,6.114,3
CASE_000400,2025-06-30 17:37:13.420260138,2025-06-30 23:54:29.708005928,6.288,3
CASE_000403,2025-04-12 00:01:34.460589451,2025-04-12 02:08:04.895896410,2.108,1
CASE_000404,2025-06-07 03:12:30.106832626,2025-06-07 03:21:59.911548128,0.158,0
CASE_000409,2024-10-21 02:15:27.611950997,2024-10-21 06:15:52.992984853,4.007,2
CASE_000413,2025-08-31 15:29:22.145239941,2025-08-31 20:54:43.278708184,5.423,2
CASE_000414,2025-01-13 10:26:46.289864725,2025-01-13 19:26:41.053482204,8.999,3
CASE_000415,2025-01-02 16:09:37.422624948,2025-01-02 18:17:09.289327624,2.126,1
CASE_000417,2024-09-24 15:57:31.639321866,2024-09-24 19:01:09.696220405,3.061,2
CASE_000418,2025-09-15 22:23:59.514302099,2025-09-16 01:51:39.539493548,3.461,2
CASE_000421,2024-10-18 13:12:39.436872708,2024-10-18 14:23:47.895263079,1.186,1
CASE_000423,2024-04-07 04:22:43.821124424,2024-04-07 07:26:38.429576831,3.065,2
CASE_000424,2024-05-05 19:27:53.453279129,2024-05-05 20:33:37.812590107,1.096,1
CASE_000425,2025-01-15 05:56:15.920094255,2025-01-15 08:07:39.495395343,2.19,1
CASE_000426,2024-02-20 11:38:02.907990061,2024-02-20 22:43:05.415031289,11.084,3
CASE_000431,2025-04-08 15:43:46.553843564,2025-04-08 16:22:13.979155715,0.641,0
CASE_000434,2025-06-09 20:19:05.987364041,2025-06-10 06:13:24.182201286,9.905,3
CASE_000435,2024-04-16 03:40:13.555180671,2024-04-16 04:30:22.702632111,0.836,0
CASE_000436,2024-01-03 10:13:43.686762153,2024-01-03 15:39:15.512164451,5.426,2
CASE_000437,2025-03-28 17:49:28.475459472,2025-03-28 19:14:49.680598108,1.423,1
CASE_000439,2025-06-05 17:23:46.190051416,2025-06-06 00:03:02.459228099,6.655,3
CASE_000440,2024-12-05 20:19:49.286255965,2024-12-06 11:26:58.761345951,15.119,4
CASE_000441,2024-01-29 06:15:10.959188509,2024-01-29 08:37:22.881348286,2.37,1
CASE_000443,2024-10-25 01:28:47.615180169,2024-10-25 13:11:34.656559815,11.713,3
CASE_000446,2024-08-19 08:47:52.237699573,2024-08-19 12:51:47.241223612,4.065,2
CASE_000448,2024-12-16 19:43:30.115927701,2024-12-17 03:13:07.860731427,7.494,3
CASE_000452,2024-07-21 19:54:38.019401750,2024-07-22 07:18:39.041578776,11.4,3
CASE_000453,2025-04-26 08:40:11.294096147,2025-04-26 12:16:38.567565719,3.608,2
CASE_000454,2024-02-07 04:18:46.698510367,2024-02-07 07:29:56.122487000,3.186,2
CASE_000455,2024-07-14 08:44:28.321828686,2024-07-14 11:16:29.245116061,2.534,1
CASE_000459,2024-05-09 18:38:12.551113292,2024-05-10 06:16:49.984108726,11.644,3
CASE_000460,2025-05-17 00:10:42.461565533,2025-05-17 01:49:39.990478805,1.649,1
CASE_000465,2024-05-12 11:25:01.899256053,2024-05-12 13:21:26.016966984,1.94,1
CASE_000469,2025-07-30 05:35:31.391312392,2025-07-30 06:39:58.690817109,1.074,1
CASE_000470,2025-04-11 09:42:02.683288702,2025-04-11 19:29:27.270284336,9.79,3
CASE_000482,2025-09-02 06:43:15.998581243,2025-09-02 15:20:10.466125945,8.615,3
CASE_000483,2025-02-15 17:20:54.716512190,2025-02-15 18:59:50.956630752,1.649,1
CASE_000485,2024-01-22 18:26:17.253578940,2024-01-22 18:44:09.260542805,0.298,0
CASE_000489,2024-12-06 20:12:27.174273728,2024-12-06 21:10:57.861635811,0.975,0
CASE_000491,2024-01-29 22:50:05.126629973,2024-01-30 20:20:47.172023585,21.512,4
CASE_000492,2025-01-21 03:30:16.995380422,2025-01-21 05:32:46.349407582,2.041,1
CASE_000494,2024-07-23 19:11:27.931078748,2024-07-23 22:15:34.595110631,3.069,2
CASE_000496,2025-06-16 05:59:19.953307783,2025-06-16 20:14:18.539508600,14.25,4
CASE_000499,2024-04-11 12:35:59.566873352,2024-04-11 15:33:25.676678365,2.957,1
CASE_000500,2025-06-10 15:04:27.857365330,2025-06-10 23:13:35.165466185,8.152,3
CASE_000501,2024-05-25 21:36:03.978405566,2024-05-26 14:57:55.467269114,17.364,4
CASE_000503,2025-05-18 10:56:50.865560218,2025-05-18 19:05:12.060717716,8.139,3
CASE_000504,2025-08-08 04:54:27.749509521,2025-08-08 09:54:51.406266008,5.007,2
CASE_000508,2025-02-25 21:20:33.866005593,2025-02-26 05:44:06.016952857,8.392,3
CASE_000509,2024-12-05 22:51:33.200604510,2024-12-06 03:44:09.127949328,4.877,2
CASE_000510,2025-08-29 21:37:12.020077222,2025-08-31 03:47:49.103263168,30.177,4
CASE_000511,2025-01-31 04:29:02.420035266,2025-01-31 06:02:56.950558948,1.565,1
CASE_000514,2024-08-02 22:11:24.953419983,2024-08-03 07:24:55.071204199,9.225,3
CASE_000515,2024-09-06 10:56:42.343231084,2024-09-06 11:54:07.524511531,0.957,0
CASE_000520,2025-02-02 21:50:00.358956864,2025-02-02 22:02:41.016445989,0.211,0
CASE_000521,2024-06-27 18:37:13.814328863,2024-06-27 23:12:32.171353227,4.588,2
CASE_000523,2024-02-21 19:19:45.321292911,2024-02-21 21:34:07.048307173,2.239,1
CASE_000524,2024-12-29 21:27:29.256202248,2024-12-30 00:43:17.283444218,3.263,2
CASE_000527,2024-04-17 10:50:47.569086117,2024-04-17 17:05:00.345965915,6.237,3
CASE_000528,2024-08-30 09:49:04.370674392,2024-08-30 11:46:34.069235820,1.958,1
CASE_000529,2025-06-30 15:48:50.357690278,2025-07-01 04:56:52.811429966,13.134,4
CASE_000530,2024-05-18 14:58:41.724394922,2024-05-18 20:12:07.536945413,5.224,2
CASE_000531,2025-08-19 18:25:00.567304707,2025-08-19 22:03:00.742122869,3.633,2
CASE_000532,2025-02-03 06:32:24.484654878,2025-02-04 10:42:01.828091577,28.16,4
CASE_000533,2024-10-31 19:12:50.202255659,2024-10-31 23:02:19.429501580,3.825,2
CASE_000539,2024-03-24 17:45:53.368415687,2024-03-24 19:51:14.654531052,2.089,1
CASE_000540,2025-02-05 10:12:57.224387634,2025-02-05 16:24:02.698118523,6.185,3
CASE_000541,2025-04-07 15:34:27.612316612,2025-04-07 18:23:25.871127920,2.816,1
CASE_000542,2025-02-21 02:50:25.079732231,2025-02-21 13:43:24.546202947,10.883,3
CASE_000546,2025-06-14 23:14:32.503602207,2025-06-15 00:34:14.651304898,1.328,1
CASE_000547,2025-05-08 09:06:40.102418060,2025-05-08 17:14:03.579800351,8.123,3
CASE_000548,2025-08-10 08:59:00.750704458,2025-08-10 10:30:28.604807069,1.524,1
CASE_000549,2024-09-19 07:46:42.409587487,2024-09-19 15:46:57.765334665,8.004,3
CASE_000555,2025-01-21 17:23:28.186867397,2025-01-21 22:44:35.641840843,5.352,2
CASE_000558,2024-01-26 15:48:18.987082057,2024-01-26 18:30:30.668274564,2.703,1
CASE_000559,2024-11-13 01:08:22.166276169,2024-11-13 13:40:47.966109054,12.54,4
CASE_000560,2025-05-30 04:09:37.416326109,2025-05-30 14:11:32.793542301,10.032,3
CASE_000561,2024-11-16 05:58:27.590613084,2024-11-16 07:56:25.787086717,1.966,1
CASE_000563,2024-08-20 02:22:12.774024296,2024-08-20 11:45:26.488914331,9.387,3
CASE_000565,2025-08-01 11:16:08.305504099,2025-08-01 11:24:55.749808233,0.147,0
CASE_000566,2024-01-04 14:11:30.470993786,2024-01-04 14:37:06.088365343,0.427,0
CASE_000571,2024-02-17 16:58:46.748426697,2024-02-18 00:04:21.763995610,7.093,3
CASE_000572,2024-03-25 11:18:34.573451642,2024-03-25 13:47:57.658956730,2.49,1
CASE_000573,2024-03-21 08:38:34.133039709,2024-03-22 00:21:32.316586532,15.716,4
CASE_000575,2025-09-15 05:57:57.160750010,2025-09-15 07:45:07.707322088,1.786,1
CASE_000576,2025-01-24 14:53:10.956462300,2025-01-24 18:13:53.262254813,3.345,2
CASE_000577,2024-07-01 15:57:36.019602398,2024-07-01 16:55:06.264020084,0.958,0
CASE_000582,2024-09-25 14:22:54.839992394,2024-09-26 03:41:24.931057620,13.308,4
CASE_000583,2025-04-05 02:04:08.143496552,2025-04-05 05:21:02.377046883,3.282,2
CASE_000585,2024-12-11 09:21:20.237892610,2024-12-11 13:08:21.294256724,3.784,2
CASE_000589,2025-05-07 14:30:57.588036830,2025-05-07 15:58:53.393243409,1.466,1
CASE_000592,2025-04-01 03:43:59.554046682,2025-04-01 04:34:20.392459058,0.839,0
CASE_000593,2024-06-10 03:53:49.108747762,2024-06-10 06:59:53.657694791,3.101,2
CASE_000594,2025-01-10 20:19:35.731654831,2025-01-11 04:58:09.831675113,8.643,3
