complaint_id,complaint_timestamp,incident_timestamp,fraud_type,channel,reported_loss_amount,victim_state,victim_district,victim_city,victim_area,victim_pincode,victim_lat,victim_lon,victim_rural_urban,victim_bank,device_type,is_otp_shared,clicked_malicious_link,urgency_score,account_age_months,num_transactions,fraud_description_category
CASE_000021,2024-06-23 13:30:50.219397381,2024-06-23 08:36:32.929658769,Phishing,IMPS,21344.11,Rajasthan,Jaipur,Jaipur,Area-22,73399,26.82962184288337,75.75917855295782,Semi-Urban,Bank of Baroda,Android,0,1,0.588,123,2,Phishing
CASE_000022,2026-06-29 23:14:20.387945277,2026-06-29 20:30:06.032296717,UPI Fraud,Net Banking,11344.23,Maharashtra,Mumbai City,Mumbai,Area-20,46727,19.037054365766643,72.77850399131398,Rural,Kotak Mahindra Bank,Desktop,0,0,0.274,75,2,UPI Fraud
CASE_000023,2024-03-12 11:49:38.414206950,2024-03-12 04:51:01.604772185,Card Fraud,Wallet,6466.95,Delhi,New Delhi,Delhi,Area-38,63957,28.658340585646524,77.15198804120269,Urban,HDFC Bank,iOS,0,0,0.536,162,3,Card Fraud
CASE_000024,2026-05-28 12:31:31.332735460,2026-05-28 00:59:22.484100208,Phishing,UPI,2263.38,Gujarat,Ahmedabad,Ahmedabad,Area-45,41636,22.935001156802624,72.58154895193242,Urban,Axis Bank,Android,0,0,0.069,109,4,Phishing
CASE_000025,2024-08-14 17:25:29.624776737,2024-08-14 16:38:03.041896664,Investment Scam,Card,39477.83,Maharashtra,Thane,Navi Mumbai,Area-55,66357,19.09595341605365,73.04693733417609,Semi-Urban,ICICI Bank,iOS,1,0,0.399,124,8,Investment Scam
CASE_000026,2025-08-09 05:37:27.918644190,2025-08-09 03:17:15.420661017,OTP Fraud,Net Banking,18999.23,Telangana,Hyderabad,Hyderabad,Area-57,41381,17.285862640417488,78.43093985153222,Semi-Urban,Punjab National Bank,Desktop,0,0,0.154,46,4,OTP Fraud
CASE_000027,2026-01-02 01:42:31.928870561,2026-01-02 00:13:35.595643021,Impersonation (Digital Arrest/Officer),IMPS,21187.84,Maharashtra,Mumbai City,Mumbai,Area-29,69324,19.155463338275784,72.82053629577617,Urban,Canara Bank,iOS,0,0,0.639,82,5,Impersonation (Digital Arrest/Officer)
CASE_000028,2025-07-28 07:44:08.818325258,2025-07-28 01:13:00.806082562,Marketplace Fraud (OLX/e-commerce),Card,15882.06,Maharashtra,Mumbai City,Mumbai,Area-29,80924,18.998191677082033,72.9875617953567,Urban,Punjab National Bank,iOS,0,0,0.593,67,8,Marketplace Fraud (OLX/e-commerce)
CASE_000029,2025-04-08 02:02:23.664935739,2025-04-08 00:05:50.168733455,OTP Fraud,UPI,8170.33,Maharashtra,Nagpur,Nagpur,Area-11,42830,21.21995919398692,79.12530252260675,Semi-Urban,Bank of Baroda,Android,0,1,0.584,13,3,OTP Fraud
CASE_000030,2025-01-03 04:32:17.609651789,2025-01-03 01:37:20.699469771,UPI Fraud,UPI,7063.95,Gujarat,Ahmedabad,Ahmedabad,Area-45,40287,23.08420508084429,72.64435425933132,Rural,SBI,Android,0,1,0.38,54,2,UPI Fraud
CASE_000031,2024-12-16 21:15:05.137650397,2024-12-16 20:33:30.744187500,Marketplace Fraud (OLX/e-commerce),UPI,6463.53,Maharashtra,Mumbai City,Mumbai,Area-18,61875,19.02187182669084,72.92769870935726,Semi-Urban,ICICI Bank,iOS,0,0,0.918,174,3,Marketplace Fraud (OLX/e-commerce)
CASE_000032,2025-10-01 16:45:46.431648805,2025-10-01 13:08:10.768495314,Phishing,UPI,5447.83,Delhi,New Delhi,Delhi,Area-30,61560,28.552642855126624,77.16268345328467,Urban,Bank of Baroda,iOS,1,0,0.407,112,6,Phishing
CASE_000033,2025-04-05 10:31:18.920375373,2025-04-05 09:56:15.553740054,Remote Access Scam,Card,27237.85,West Bengal,Kolkata,Kolkata,Area-50,45857,22.56514680258467,88.35578976375058,Urban,Bank of Baroda,Desktop,1,0,0.798,167,7,Remote Access Scam
CASE_000034,2026-04-23 08:32:29.808478048,2026-04-23 04:39:46.067546666,Phishing,ATM,24034.53,Delhi,New Delhi,Delhi,Area-15,64745,28.665893196381383,77.24372816135337,Rural,Punjab National Bank,Desktop,1,0,0.21,42,3,Phishing
CASE_000035,2025-09-11 00:05:48.949841812,2025-09-10 18:48:47.924502082,UPI Fraud,UPI,18185.37,Karnataka,Bengaluru Urban,Bengaluru,Area-52,75224,12.939703775072065,77.59729903263172,Urban,ICICI Bank,Android,1,1,0.398,239,6,UPI Fraud
CASE_000036,2025-11-14 17:49:36.293694374,2025-11-14 16:37:24.727423474,Phishing,UPI,78721.59,Karnataka,Bengaluru Urban,Bengaluru,Area-36,54981,12.922498686862028,77.47020151313956,Urban,Kotak Mahindra Bank,iOS,0,0,0.148,181,2,Phishing
CASE_000037,2025-09-13 18:29:46.617682512,2025-09-13 18:03:31.062669508,Investment Scam,Wallet,16372.18,Uttar Pradesh,Lucknow,Lucknow,Area-58,41643,26.94134389012525,81.0311520821496,Urban,Punjab National Bank,Feature Phone,0,0,0.275,217,2,Investment Scam
CASE_000038,2024-12-03 12:33:34.715932619,2024-12-03 08:09:31.780631565,OTP Fraud,UPI,23431.1,Rajasthan,Jaipur,Jaipur,Area-13,75757,26.941565366175254,75.84005353866849,Urban,Punjab National Bank,iOS,1,1,0.469,189,1,OTP Fraud
CASE_000039,2025-12-30 21:40:10.243242370,2025-12-30 16:47:26.485709012,Fake Customer Care,IMPS,16241.9,Maharashtra,Mumbai City,Mumbai,Area-26,80287,19.090126863346175,72.88178423317626,Urban,Axis Bank,Android,0,1,0.77,157,3,Fake Customer Care
CASE_000040,2026-01-06 21:26:25.147840445,2026-01-06 19:51:16.079045437,UPI Fraud,Card,4136.14,Tamil Nadu,Chennai,Chennai,Area-54,44791,13.126674167147225,80.29918447664453,Urban,Axis Bank,iOS,0,1,0.481,21,6,UPI Fraud
CASE_000041,2026-01-08 04:10:16.350202460,2026-01-07 21:31:48.088424839,UPI Fraud,NEFT,11334.69,Karnataka,Bengaluru Urban,Bengaluru,Area-35,46742,12.840247140157118,77.62331453420086,Semi-Urban,Kotak Mahindra Bank,Desktop,0,0,0.474,142,8,UPI Fraud
CASE_000042,2024-10-30 00:07:06.188951005,2024-10-29 21:57:09.549290512,Marketplace Fraud (OLX/e-commerce),Wallet,6315.23,Maharashtra,Nagpur,Nagpur,Area-10,79868,21.15321909414809,79.08234334639198,Rural,Axis Bank,Android,1,1,0.616,52,9,Marketplace Fraud (OLX/e-commerce)
CASE_000043,2026-05-10 23:42:27.428968680,2026-05-10 22:45:49.748504579,Remote Access Scam,UPI,13952.03,Karnataka,Bengaluru Urban,Bengaluru,Area-44,80633,13.090289703042483,77.56661825821486,Urban,Punjab National Bank,iOS,1,1,0.409,207,3,Remote Access Scam
CASE_000044,2024-04-23 05:34:42.379201695,2024-04-23 03:37:25.661821853,Impersonation (Digital Arrest/Officer),Card,56027.37,Rajasthan,Jaipur,Jaipur,Area-29,46333,26.90565466841632,75.80151269703138,Urban,Punjab National Bank,Android,0,1,0.794,177,2,Impersonation (Digital Arrest/Officer)
CASE_000045,2025-03-21 01:05:13.086250155,2025-03-20 21:33:03.560555376,Investment Scam,Net Banking,195316.19,West Bengal,Kolkata,Kolkata,Area-54,56221,22.517509770451305,88.3083216966796,Semi-Urban,Bank of Baroda,Android,0,0,0.781,202,6,Investment Scam
CASE_000046,2025-08-18 15:08:30.655814117,2025-08-18 10:41:53.021060847,OTP Fraud,Card,5403.38,Telangana,Hyderabad,Hyderabad,Area-30,54840,17.414045122360847,78.605813690561,Semi-Urban,Bank of Baroda,Android,0,0,0.372,238,3,OTP Fraud
CASE_000047,2024-08-07 22:57:01.380696688,2024-08-07 11:27:02.752067581,OTP Fraud,UPI,966.71,Maharashtra,Thane,Navi Mumbai,Area-6,79207,19.090919248187934,72.96600308356221,Urban,HDFC Bank,Desktop,0,1,0.875,15,8,OTP Fraud
CASE_000048,2024-09-21 23:55:22.798873891,2024-09-21 21:33:11.139236953,Remote Access Scam,IMPS,31093.4,Telangana,Hyderabad,Hyderabad,Area-22,70654,17.363371684357322,78.49642008487518,Semi-Urban,Kotak Mahindra Bank,Android,0,0,0.575,79,6,Remote Access Scam
CASE_000049,2024-02-26 16:58:10.610400474,2024-02-26 13:51:48.421231527,Fake Customer Care,IMPS,32402.67,Karnataka,Bengaluru Urban,Bengaluru,Area-55,59173,12.982502984822226,77.45698775333516,Urban,ICICI Bank,Android,0,0,0.527,53,4,Fake Customer Care
CASE_000050,2025-08-16 15:10:26.764548249,2025-08-16 12:28:12.588773519,Marketplace Fraud (OLX/e-commerce),UPI,4855.96,Delhi,New Delhi,Delhi,Area-11,55657,28.715298500413414,77.27401797854166,Urban,Canara Bank,Android,0,0,0.394,112,7,Marketplace Fraud (OLX/e-commerce)
CASE_000051,2025-07-27 15:29:57.000331132,2025-07-27 06:36:01.988298111,Social Engineering (Romance/Job),Net Banking,71001.14,Gujarat,Surat,Surat,Area-41,62543,21.189699535891638,72.83761876953746,Semi-Urban,Bank of Baroda,Android,0,0,0.159,67,3,Social Engineering (Romance/Job)
CASE_000052,2024-11-16 23:06:00.081335088,2024-11-16 19:52:29.144794628,Card Fraud,NEFT,929.56,Madhya Pradesh,Indore,Indore,Area-9,80913,22.779707450325578,75.81896506326098,Urban,Canara Bank,Desktop,0,0,0.663,209,7,Card Fraud
CASE_000053,2025-11-09 03:27:48.785871847,2025-11-09 02:31:00.228218332,UPI Fraud,Net Banking,4010.34,Gujarat,Surat,Surat,Area-58,54168,21.17695494271866,72.92489613574654,Semi-Urban,Bank of Baroda,iOS,0,0,0.416,134,4,UPI Fraud
CASE_000054,2024-04-07 18:36:58.640084578,2024-04-07 15:52:52.532317923,Investment Scam,Wallet,381280.13,West Bengal,Kolkata,Kolkata,Area-2,50238,22.62761331461969,88.30138286197304,Urban,Bank of Baroda,Android,0,1,0.669,146,5,Investment Scam
CASE_000055,2025-04-13 22:42:57.442553340,2025-04-13 21:29:48.329108037,Impersonation (Digital Arrest/Officer),Net Banking,13547.31,Telangana,Hyderabad,Hyderabad,Area-6,64267,17.35253269760453,78.44988337401696,Rural,SBI,iOS,1,0,0.645,112,4,Impersonation (Digital Arrest/Officer)
CASE_000056,2025-01-28 08:12:31.911866772,2025-01-28 03:05:02.610772058,Investment Scam,UPI,161319.32,Maharashtra,Nagpur,Nagpur,Area-15,50871,21.254716922312756,79.06824095666373,Urban,Punjab National Bank,Android,0,0,0.271,125,3,Investment Scam
CASE_000057,2024-03-31 00:34:29.659837989,2024-03-30 22:37:32.144664207,UPI Fraud,NEFT,7907.0,Gujarat,Surat,Surat,Area-10,55990,21.17246704895047,72.7907474938246,Urban,Axis Bank,iOS,0,0,0.331,132,2,UPI Fraud
CASE_000058,2024-03-30 10:26:03.322803889,2024-03-30 07:27:25.469641147,Remote Access Scam,UPI,10985.39,Delhi,New Delhi,Delhi,Area-13,78246,28.57416283545236,77.22057059787426,Semi-Urban,Kotak Mahindra Bank,Android,0,0,0.64,191,2,Remote Access Scam
CASE_000059,2026-05-24 01:46:11.271652597,2026-05-23 22:52:04.868083909,OTP Fraud,UPI,18985.21,Maharashtra,Thane,Navi Mumbai,Area-7,48921,19.082385032548512,73.0878837074001,Rural,Canara Bank,Android,1,1,0.579,68,5,OTP Fraud
CASE_000060,2026-05-14 21:34:29.743804070,2026-05-14 12:01:06.542948827,Remote Access Scam,Net Banking,47974.06,Maharashtra,Mumbai City,Mumbai,Area-33,64915,19.068131975637026,72.88125685803377,Urban,SBI,Android,1,0,0.642,224,7,Remote Access Scam
CASE_000061,2025-02-04 21:39:23.593662292,2025-02-04 21:09:56.248867758,UPI Fraud,Wallet,19194.57,Gujarat,Ahmedabad,Ahmedabad,Area-39,75174,23.02692087260857,72.58180502821513,Urban,Bank of Baroda,iOS,1,1,0.349,182,5,UPI Fraud
CASE_000062,2026-03-06 10:58:51.456317859,2026-03-06 06:52:06.454940528,UPI Fraud,IMPS,2221.29,Maharashtra,Nagpur,Nagpur,Area-32,63731,21.033765125337396,79.16019112467949,Urban,SBI,iOS,1,0,0.171,47,4,UPI Fraud
CASE_000063,2025-01-23 01:55:35.019151642,2025-01-22 23:59:55.125934564,UPI Fraud,UPI,9802.18,West Bengal,Kolkata,Kolkata,Area-59,57319,22.60418148634256,88.41738780785988,Rural,HDFC Bank,Android,1,1,0.196,31,3,UPI Fraud
CASE_000064,2025-06-02 19:35:25.461973584,2025-06-02 18:13:22.032924242,Investment Scam,Wallet,41472.82,Telangana,Hyderabad,Hyderabad,Area-23,60171,17.40613204346241,78.56342710243602,Rural,HDFC Bank,Android,0,0,0.499,116,4,Investment Scam
CASE_000065,2024-11-12 18:17:05.061275830,2024-11-12 14:53:39.707935117,UPI Fraud,UPI,1164.14,Maharashtra,Nashik,Nashik,Area-38,69170,20.119970113554448,73.84726451122812,Semi-Urban,Axis Bank,Android,1,1,0.55,230,3,UPI Fraud
CASE_000066,2025-08-10 12:38:19.507801986,2025-08-10 10:00:37.054500647,UPI Fraud,UPI,59857.42,Gujarat,Ahmedabad,Ahmedabad,Area-14,40473,23.135730936111504,72.49808178178806,Rural,HDFC Bank,Android,0,0,0.13,207,7,UPI Fraud
CASE_000067,2025-08-16 06:58:12.032131030,2025-08-15 23:59:02.091356121,UPI Fraud,UPI,10641.96,Gujarat,Ahmedabad,Ahmedabad,Area-36,48202,22.921575069363712,72.54322841608062,Urban,SBI,iOS,1,1,0.262,79,5,UPI Fraud
CASE_000068,2025-10-27 01:47:38.555314101,2025-10-26 23:29:38.148023605,Investment Scam,UPI,157928.37,Maharashtra,Thane,Navi Mumbai,Area-42,74511,19.09620179078025,73.08013070338592,Urban,Canara Bank,iOS,1,0,0.74,11,4,Investment Scam
CASE_000069,2024-07-15 16:10:09.667690798,2024-07-15 13:55:05.211974334,Investment Scam,UPI,9015.93,Maharashtra,Mumbai City,Mumbai,Area-38,51905,19.094823140244173,72.84824414474797,Semi-Urban,Canara Bank,iOS,0,0,0.652,120,2,Investment Scam
CASE_000070,2024-03-17 22:22:25.893344687,2024-03-17 20:25:59.320333917,OTP Fraud,NEFT,6318.83,Telangana,Hyderabad,Hyderabad,Area-36,50265,17.40893240093486,78.48082969820285,Urban,Punjab National Bank,Android,0,1,0.676,122,2,OTP Fraud
CASE_000071,2024-11-11 21:05:18.412994223,2024-11-11 16:06:02.507517169,UPI Fraud,Wallet,2586.59,Maharashtra,Pune,Pune,Area-47,40108,18.533826135525626,73.86611491920819,Urban,Punjab National Bank,iOS,0,1,0.606,78,5,UPI Fraud
CASE_000072,2025-10-07 02:31:11.027743186,2025-10-06 20:31:08.758315682,Impersonation (Digital Arrest/Officer),ATM,326191.26,Maharashtra,Nagpur,Nagpur,Area-27,71435,21.18700062079957,79.05680614157879,Semi-Urban,Punjab National Bank,Android,1,0,0.108,132,4,Impersonation (Digital Arrest/Officer)
CASE_000073,2025-04-10 22:33:20.717827848,2025-04-10 21:29:20.068327367,Marketplace Fraud (OLX/e-commerce),Net Banking,882.08,Uttar Pradesh,Lucknow,Lucknow,Area-24,80603,26.870163807860376,80.91604731287165,Rural,HDFC Bank,iOS,0,0,0.531,189,4,Marketplace Fraud (OLX/e-commerce)
CASE_000074,2026-03-22 09:47:37.578321134,2026-03-22 05:13:05.835346639,Impersonation (Digital Arrest/Officer),Wallet,33647.55,Maharashtra,Thane,Navi Mumbai,Area-55,54171,19.105725350231513,73.12270463426593,Urban,Kotak Mahindra Bank,Android,0,0,0.152,21,2,Impersonation (Digital Arrest/Officer)
CASE_000075,2024-06-11 00:39:00.352010685,2024-06-10 21:18:09.938428178,Investment Scam,UPI,98554.73,Karnataka,Bengaluru Urban,Bengaluru,Area-55,82887,12.874577129276235,77.67431121830177,Urban,Axis Bank,Android,0,0,0.542,32,6,Investment Scam
CASE_000076,2026-05-15 08:32:04.931364505,2026-05-15 03:23:08.203855157,Investment Scam,Card,62922.48,Maharashtra,Nashik,Nashik,Area-22,52786,20.074643604901485,73.81859027078717,Rural,HDFC Bank,Desktop,1,1,0.722,95,1,Investment Scam
CASE_000077,2024-02-15 19:40:28.307106612,2024-02-15 09:55:27.189740423,Marketplace Fraud (OLX/e-commerce),Net Banking,2002.72,Maharashtra,Nagpur,Nagpur,Area-22,53342,21.207786807772333,79.02095090123476,Semi-Urban,HDFC Bank,Android,0,1,0.737,114,3,Marketplace Fraud (OLX/e-commerce)
CASE_000078,2024-05-14 07:09:41.797963311,2024-05-14 06:16:42.146475835,Investment Scam,Net Banking,35296.0,Delhi,New Delhi,Delhi,Area-40,40219,28.591628677768064,77.13063598317302,Rural,Kotak Mahindra Bank,Android,1,1,0.675,148,1,Investment Scam
CASE_000079,2026-04-01 16:46:54.869782017,2026-04-01 14:10:40.228836149,UPI Fraud,Net Banking,35260.11,Maharashtra,Pune,Pune,Area-43,63262,18.521891092097015,73.84099592383707,Urban,Punjab National Bank,Android,1,0,0.537,94,2,UPI Fraud
CASE_000080,2026-05-04 00:44:46.978342250,2026-05-03 19:09:19.612788931,Impersonation (Digital Arrest/Officer),UPI,25619.95,West Bengal,Kolkata,Kolkata,Area-21,58188,22.48687827911842,88.27951411628625,Urban,SBI,iOS,1,0,0.102,153,3,Impersonation (Digital Arrest/Officer)
CASE_000081,2026-04-13 20:33:50.498354348,2026-04-13 13:48:58.009227604,UPI Fraud,UPI,10199.94,Gujarat,Ahmedabad,Ahmedabad,Area-52,54809,23.027750813807998,72.57139373896553,Rural,SBI,Android,1,1,0.767,124,3,UPI Fraud
CASE_000082,2024-09-30 11:30:52.392622646,2024-09-30 06:00:32.529754050,Card Fraud,Net Banking,12842.32,Karnataka,Bengaluru Urban,Bengaluru,Area-43,58803,12.881210152161291,77.58206879176306,Urban,Canara Bank,Android,0,1,0.537,216,7,Card Fraud
CASE_000083,2024-08-20 19:56:28.282900740,2024-08-20 17:23:41.512632843,UPI Fraud,Wallet,38467.75,Rajasthan,Jaipur,Jaipur,Area-57,49850,26.893155207326302,75.80040598693249,Urban,SBI,Feature Phone,0,1,0.186,36,4,UPI Fraud
CASE_000084,2025-09-24 12:58:28.733770720,2025-09-24 11:43:38.885917410,Impersonation (Digital Arrest/Officer),UPI,120495.05,Maharashtra,Thane,Thane,Area-59,59365,19.198521894413236,72.86844284013772,Semi-Urban,Kotak Mahindra Bank,Android,0,0,0.989,197,6,Impersonation (Digital Arrest/Officer)
CASE_000085,2026-05-19 11:50:52.369143057,2026-05-19 10:00:50.863885254,Card Fraud,Net Banking,5451.68,Karnataka,Bengaluru Urban,Bengaluru,Area-30,47624,12.908852086717745,77.65788735989281,Semi-Urban,Bank of Baroda,Desktop,0,1,0.305,99,4,Card Fraud
CASE_000086,2024-02-07 03:40:59.894396130,2024-02-07 00:28:33.741570458,UPI Fraud,UPI,3615.29,Gujarat,Ahmedabad,Ahmedabad,Area-39,40565,23.052979249780662,72.58595065766734,Urban,Punjab National Bank,Android,0,1,0.29,168,9,UPI Fraud
CASE_000087,2024-07-03 20:06:08.165748810,2024-07-03 13:32:43.496562388,Card Fraud,UPI,4387.92,Telangana,Hyderabad,Hyderabad,Area-48,53384,17.288589814227134,78.44296517451791,Urban,ICICI Bank,Android,0,0,0.894,75,5,Card Fraud
CASE_000088,2025-09-12 06:05:16.680232784,2025-09-12 00:11:28.985616244,Card Fraud,Card,7388.77,Madhya Pradesh,Indore,Indore,Area-48,53969,22.73085775118732,75.97192890773644,Urban,Bank of Baroda,iOS,1,0,0.632,38,6,Card Fraud
CASE_000089,2024-01-28 14:30:04.640542397,2024-01-28 10:44:16.154889806,Phishing,Card,4147.19,Telangana,Hyderabad,Hyderabad,Area-14,71252,17.42954653909737,78.43356865057305,Urban,HDFC Bank,Android,0,1,0.993,97,2,Phishing
CASE_000090,2026-06-17 20:58:32.182477907,2026-06-17 17:22:32.434039280,Remote Access Scam,NEFT,2779.33,Gujarat,Surat,Surat,Area-56,44998,21.178417708556314,72.751986354238,Urban,HDFC Bank,iOS,1,0,0.648,31,9,Remote Access Scam
CASE_000091,2025-03-16 18:51:33.709606862,2025-03-16 16:01:37.914561354,UPI Fraud,UPI,87268.59,Maharashtra,Mumbai City,Mumbai,Area-55,60848,19.06802734541952,72.89032986843262,Semi-Urban,ICICI Bank,iOS,1,0,0.531,27,2,UPI Fraud
CASE_000092,2024-02-26 00:01:48.589708474,2024-02-25 19:06:26.673597920,Phishing,Net Banking,7555.02,Maharashtra,Mumbai City,Mumbai,Area-27,65259,19.072880489416345,72.81674878201194,Semi-Urban,Kotak Mahindra Bank,Android,1,1,0.385,145,5,Phishing
CASE_000093,2024-12-01 10:57:02.540716803,2024-12-01 08:56:46.752512567,Card Fraud,Net Banking,8550.97,Delhi,New Delhi,Delhi,Area-29,48253,28.602631908800017,77.30979140148406,Rural,HDFC Bank,Android,0,0,0.154,48,3,Card Fraud
CASE_000094,2025-07-29 11:47:07.910472825,2025-07-29 08:48:31.081941374,UPI Fraud,IMPS,31019.82,Gujarat,Ahmedabad,Ahmedabad,Area-24,56299,23.015967966763615,72.5641946323791,Urban,Kotak Mahindra Bank,Android,0,1,0.533,24,7,UPI Fraud
CASE_000095,2025-04-20 16:17:06.842996775,2025-04-20 13:30:15.157917522,Card Fraud,Wallet,67451.61,Maharashtra,Mumbai City,Mumbai,Area-38,43929,19.110784414394224,72.91351856885449,Semi-Urban,HDFC Bank,iOS,0,0,0.585,18,3,Card Fraud
CASE_000096,2024-10-05 02:28:09.329632789,2024-10-05 01:02:44.889941499,Investment Scam,Card,11387.13,Maharashtra,Pune,Pune,Area-4,68674,18.53222282214664,73.79370193742899,Urban,Kotak Mahindra Bank,Android,1,1,0.501,200,8,Investment Scam
