complaint_id,cluster_id,chain_accounts,cashout_account_id,pattern_used
CASE_000083,CLUSTER_0308,ACC_016780|ACC_039708|ACC_021612|ACC_001797|ACC_035913,ACC_035913,B
CASE_000084,CLUSTER_0154,ACC_002377|ACC_002697|ACC_002294,ACC_002294,A
CASE_000085,CLUSTER_0019,ACC_004796|ACC_019768|ACC_017682|ACC_020447|ACC_029659,ACC_029659,B
CASE_000086,CLUSTER_0101,ACC_024862|ACC_029125|ACC_014337|ACC_029125,ACC_029125,D
CASE_000087,CLUSTER_0451,ACC_033791|ACC_001335|ACC_013088|ACC_007066|ACC_013088,ACC_013088,E
CASE_000088,CLUSTER_0385,ACC_025352|ACC_010196|ACC_020792,ACC_020792,B
CASE_000089,CLUSTER_0322,ACC_018111|ACC_033235|ACC_010020|ACC_031173,ACC_031173,A
CASE_000090,CLUSTER_0024,ACC_004916|ACC_002058|ACC_003820|ACC_002058,ACC_002058,E
CASE_000091,CLUSTER_0099,ACC_029378|ACC_038706|ACC_022839|ACC_038706,ACC_038706,A
CASE_000092,CLUSTER_0489,ACC_029069|ACC_039907|ACC_021754,ACC_021754,A
CASE_000093,CLUSTER_0624,ACC_030932|ACC_034765|ACC_016979,ACC_016979,A
CASE_000094,CLUSTER_0054,ACC_028939|ACC_036324|ACC_033560,ACC_033560,A
CASE_000095,CLUSTER_0398,ACC_003583|ACC_020891|ACC_027775,ACC_027775,A
CASE_000096,CLUSTER_0064,ACC_008018|ACC_006866|ACC_013340|ACC_036642|ACC_005371|ACC_013340,ACC_013340,B
CASE_000097,CLUSTER_0607,ACC_021031|ACC_031219|ACC_028109|ACC_030038,ACC_030038,D
CASE_000098,CLUSTER_0330,ACC_019072|ACC_035485|ACC_030971|ACC_035485,ACC_035485,E
CASE_000099,CLUSTER_0225,ACC_032608|ACC_001687|ACC_007742|ACC_001687|ACC_001756,ACC_001756,A
CASE_000100,CLUSTER_0322,ACC_033316|ACC_031173|ACC_010020|ACC_033235,ACC_033235,B
CASE_000101,CLUSTER_0557,ACC_033675|ACC_009602|ACC_018438|ACC_029193,ACC_029193,A
CASE_000102,CLUSTER_0607,ACC_016386|ACC_030038|ACC_031219|ACC_028109,ACC_028109,D
CASE_000103,CLUSTER_0294,ACC_030837|ACC_008235|ACC_035928|ACC_008235,ACC_008235,A
CASE_000104,CLUSTER_0502,ACC_000244|ACC_001755|ACC_033173|ACC_034551,ACC_034551,A
CASE_000105,CLUSTER_0053,ACC_023604|ACC_000609|ACC_014340|ACC_000609|ACC_029053|ACC_000609,ACC_000609,A
CASE_000106,CLUSTER_0167,ACC_003317|ACC_035534|ACC_028263|ACC_035534,ACC_035534,D
CASE_000107,CLUSTER_0016,ACC_018939|ACC_022367|ACC_010093|ACC_022367|ACC_027752,ACC_027752,A
CASE_000108,CLUSTER_0544,ACC_004811|ACC_008714|ACC_018454|ACC_004957|ACC_008714|ACC_033473,ACC_033473,A
CASE_000109,CLUSTER_0223,ACC_001140|ACC_011791|ACC_035532,ACC_035532,D
CASE_000110,CLUSTER_0270,ACC_035637|ACC_003620|ACC_038442|ACC_028361|ACC_003620|ACC_028361|ACC_022038,ACC_022038,D
CASE_000111,CLUSTER_0456,ACC_010927|ACC_021823|ACC_027565|ACC_012489|ACC_027742|ACC_027565,ACC_027565,B
CASE_000112,CLUSTER_0324,ACC_030893|ACC_012411|ACC_029245|ACC_012411|ACC_019811,ACC_019811,A
CASE_000113,CLUSTER_0623,ACC_018745|ACC_003305|ACC_029946,ACC_029946,E
CASE_000114,CLUSTER_0280,ACC_013621|ACC_019249|ACC_015964|ACC_019249|ACC_015964,ACC_015964,D
CASE_000115,CLUSTER_0491,ACC_001834|ACC_031798|ACC_013989|ACC_014773,ACC_014773,D
CASE_000116,CLUSTER_0390,ACC_022231|ACC_035961|ACC_022657,ACC_022657,A
CASE_000117,CLUSTER_0267,ACC_002270|ACC_001899|ACC_020818|ACC_016007|ACC_001899,ACC_001899,E
CASE_000118,CLUSTER_0065,ACC_009249|ACC_016409|ACC_004584|ACC_016409|ACC_015011|ACC_037452,ACC_037452,B
CASE_000119,CLUSTER_0330,ACC_010643|ACC_017220|ACC_000416|ACC_035485|ACC_026526|ACC_030824,ACC_030824,A
CASE_000120,CLUSTER_0294,ACC_031904|ACC_035928|ACC_008235|ACC_024828,ACC_024828,E
CASE_000121,CLUSTER_0186,ACC_023158|ACC_039271|ACC_035318|ACC_039271,ACC_039271,A
CASE_000122,CLUSTER_0038,ACC_032375|ACC_022175|ACC_004640|ACC_020813,ACC_020813,D
CASE_000123,CLUSTER_0132,ACC_016690|ACC_026510|ACC_036183|ACC_024226|ACC_011189,ACC_011189,B
CASE_000124,CLUSTER_0413,ACC_029754|ACC_020379|ACC_012996|ACC_020379,ACC_020379,A
CASE_000125,CLUSTER_0075,ACC_000738|ACC_018072|ACC_008605|ACC_018072,ACC_018072,A
CASE_000126,CLUSTER_0107,ACC_039177|ACC_036831|ACC_037468|ACC_004809|ACC_035024|ACC_037468,ACC_037468,D
CASE_000127,CLUSTER_0433,ACC_022913|ACC_031128|ACC_039484,ACC_039484,D
CASE_000128,CLUSTER_0505,ACC_008265|ACC_001167|ACC_008196|ACC_012625|ACC_005466|ACC_012625|ACC_005466,ACC_005466,E
CASE_000129,CLUSTER_0456,ACC_012551|ACC_021823|ACC_027565|ACC_034380|ACC_012489|ACC_027565,ACC_027565,B
CASE_000130,CLUSTER_0463,ACC_011362|ACC_013821|ACC_013456|ACC_027820|ACC_013821,ACC_013821,A
CASE_000131,CLUSTER_0438,ACC_026791|ACC_036479|ACC_028272|ACC_036479,ACC_036479,D
CASE_000132,CLUSTER_0121,ACC_026317|ACC_025055|ACC_005280|ACC_025055|ACC_005280,ACC_005280,D
CASE_000133,CLUSTER_0609,ACC_002380|ACC_008475|ACC_007790|ACC_032561|ACC_008475,ACC_008475,B
CASE_000134,CLUSTER_0050,ACC_021103|ACC_035220|ACC_028776|ACC_039142,ACC_039142,A
CASE_000135,CLUSTER_0067,ACC_023059|ACC_001967|ACC_000425|ACC_031929,ACC_031929,A
CASE_000136,CLUSTER_0550,ACC_001174|ACC_027185|ACC_013557,ACC_013557,A
CASE_000137,CLUSTER_0632,ACC_025578|ACC_004053|ACC_020783,ACC_020783,D
CASE_000138,CLUSTER_0413,ACC_028007|ACC_020379|ACC_012996|ACC_020379,ACC_020379,A
CASE_000139,CLUSTER_0613,ACC_029686|ACC_026836|ACC_004157|ACC_037730|ACC_026836,ACC_026836,B
CASE_000140,CLUSTER_0042,ACC_019199|ACC_018106|ACC_028582|ACC_000189,ACC_000189,B
CASE_000141,CLUSTER_0495,ACC_000268|ACC_038277|ACC_025524|ACC_038277|ACC_017152|ACC_025409,ACC_025409,A
CASE_000142,CLUSTER_0640,ACC_034846|ACC_028991|ACC_006460|ACC_005747|ACC_028991,ACC_028991,A
CASE_000143,CLUSTER_0048,ACC_039971|ACC_020941|ACC_014401,ACC_014401,D
CASE_000144,CLUSTER_0387,ACC_023200|ACC_011136|ACC_031364,ACC_031364,A
CASE_000145,CLUSTER_0206,ACC_017030|ACC_018327|ACC_005259|ACC_014424|ACC_027093|ACC_032279|ACC_014424,ACC_014424,B
CASE_000146,CLUSTER_0471,ACC_034439|ACC_004920|ACC_023947|ACC_022412,ACC_022412,D
CASE_000147,CLUSTER_0311,ACC_005176|ACC_010188|ACC_039825|ACC_010188,ACC_010188,A
CASE_000148,CLUSTER_0457,ACC_020535|ACC_002442|ACC_004333|ACC_002442,ACC_002442,B
CASE_000149,CLUSTER_0196,ACC_024678|ACC_012923|ACC_001613|ACC_012923,ACC_012923,D
CASE_000150,CLUSTER_0307,ACC_003153|ACC_019621|ACC_025734,ACC_025734,A
CASE_000151,CLUSTER_0454,ACC_015712|ACC_026780|ACC_025102|ACC_020714|ACC_003593|ACC_022101,ACC_022101,B
CASE_000152,CLUSTER_0581,ACC_028188|ACC_009646|ACC_011168|ACC_016001|ACC_009646|ACC_005159,ACC_005159,A
CASE_000153,CLUSTER_0471,ACC_014484|ACC_004920|ACC_023947|ACC_004920,ACC_004920,E
CASE_000154,CLUSTER_0243,ACC_002945|ACC_001493|ACC_014413,ACC_014413,B
CASE_000155,CLUSTER_0149,ACC_007118|ACC_020043|ACC_007560|ACC_010946,ACC_010946,D
CASE_000156,CLUSTER_0478,ACC_030515|ACC_021492|ACC_008877|ACC_021492,ACC_021492,D
CASE_000157,CLUSTER_0588,ACC_013818|ACC_006138|ACC_008159|ACC_038943,ACC_038943,B
CASE_000158,CLUSTER_0165,ACC_005925|ACC_038102|ACC_012499|ACC_030390|ACC_012499,ACC_012499,A
CASE_000159,CLUSTER_0231,ACC_034577|ACC_035806|ACC_005070,ACC_005070,A
CASE_000160,CLUSTER_0109,ACC_036471|ACC_015127|ACC_021311|ACC_016576,ACC_016576,D
CASE_000161,CLUSTER_0277,ACC_014655|ACC_038204|ACC_037340|ACC_038204|ACC_017816|ACC_035704|ACC_017816,ACC_017816,E
CASE_000162,CLUSTER_0377,ACC_017543|ACC_019028|ACC_001817|ACC_012647,ACC_012647,D
CASE_000163,CLUSTER_0479,ACC_022287|ACC_028173|ACC_002669|ACC_028173,ACC_028173,A
CASE_000164,CLUSTER_0295,ACC_033156|ACC_037328|ACC_016499|ACC_008329|ACC_012794|ACC_037328,ACC_037328,D
CASE_000165,CLUSTER_0006,ACC_019220|ACC_017605|ACC_006491|ACC_017605,ACC_017605,D
CASE_000166,CLUSTER_0290,ACC_010289|ACC_029360|ACC_021657|ACC_029360,ACC_029360,B
CASE_000167,CLUSTER_0149,ACC_036575|ACC_007560|ACC_010946|ACC_020043|ACC_038684|ACC_010946,ACC_010946,A
CASE_000168,CLUSTER_0596,ACC_011595|ACC_022014|ACC_025629|ACC_000574|ACC_025629,ACC_025629,B
CASE_000169,CLUSTER_0255,ACC_031076|ACC_004619|ACC_002975|ACC_004619|ACC_002975|ACC_004619,ACC_004619,D
CASE_000170,CLUSTER_0167,ACC_016328|ACC_028263|ACC_035534|ACC_037498,ACC_037498,E
CASE_000171,CLUSTER_0624,ACC_011096|ACC_034765|ACC_016979,ACC_016979,B
CASE_000172,CLUSTER_0561,ACC_013602|ACC_037772|ACC_038921|ACC_037772,ACC_037772,D
CASE_000173,CLUSTER_0561,ACC_012553|ACC_038921|ACC_037772|ACC_038921,ACC_038921,A
CASE_000174,CLUSTER_0185,ACC_008034|ACC_020365|ACC_036175|ACC_037694,ACC_037694,A
CASE_000175,CLUSTER_0466,ACC_014266|ACC_014284|ACC_004088|ACC_014284,ACC_014284,B
CASE_000176,CLUSTER_0611,ACC_039053|ACC_024449|ACC_015326|ACC_016813,ACC_016813,A
CASE_000177,CLUSTER_0497,ACC_035708|ACC_002383|ACC_018462|ACC_002383|ACC_002664|ACC_000103,ACC_000103,A
CASE_000178,CLUSTER_0082,ACC_036848|ACC_035236|ACC_030442|ACC_039649|ACC_035236|ACC_019946,ACC_019946,A
CASE_000179,CLUSTER_0618,ACC_003492|ACC_029416|ACC_022465|ACC_029416|ACC_022465,ACC_022465,E
CASE_000180,CLUSTER_0601,ACC_020183|ACC_018323|ACC_006239|ACC_020189|ACC_006239,ACC_006239,A
CASE_000181,CLUSTER_0498,ACC_011316|ACC_007233|ACC_007741|ACC_019301|ACC_037193|ACC_007233|ACC_019301,ACC_019301,A
CASE_000182,CLUSTER_0451,ACC_025247|ACC_001335|ACC_007066|ACC_013088,ACC_013088,A
CASE_000183,CLUSTER_0330,ACC_002835|ACC_017220|ACC_035485|ACC_000416,ACC_000416,B
CASE_000184,CLUSTER_0187,ACC_020480|ACC_013033|ACC_024679|ACC_018561|ACC_023777|ACC_019426,ACC_019426,D
CASE_000185,CLUSTER_0588,ACC_034446|ACC_008159|ACC_006138|ACC_008159,ACC_008159,D
CASE_000186,CLUSTER_0174,ACC_019899|ACC_008859|ACC_032872|ACC_008859|ACC_034137,ACC_034137,B
CASE_000187,CLUSTER_0574,ACC_005951|ACC_025163|ACC_037065|ACC_023265|ACC_008217|ACC_029239|ACC_008217,ACC_008217,E
CASE_000188,CLUSTER_0064,ACC_010396|ACC_036642|ACC_032284|ACC_036642,ACC_036642,B
CASE_000189,CLUSTER_0452,ACC_024273|ACC_004102|ACC_018624|ACC_002678|ACC_018624,ACC_018624,D
CASE_000190,CLUSTER_0456,ACC_014418|ACC_027565|ACC_021823|ACC_012489|ACC_021823,ACC_021823,A
CASE_000191,CLUSTER_0087,ACC_035016|ACC_027151|ACC_036971,ACC_036971,A
CASE_000192,CLUSTER_0187,ACC_021512|ACC_024679|ACC_023777|ACC_024679|ACC_019426|ACC_018561,ACC_018561,A
CASE_000193,CLUSTER_0251,ACC_018565|ACC_007483|ACC_016665|ACC_036827,ACC_036827,B
CASE_000194,CLUSTER_0259,ACC_032465|ACC_013320|ACC_019792|ACC_013320|ACC_005889|ACC_019792,ACC_019792,D
CASE_000195,CLUSTER_0149,ACC_001761|ACC_020043|ACC_008019|ACC_038684|ACC_010946,ACC_010946,B
CASE_000196,CLUSTER_0387,ACC_025787|ACC_031364|ACC_011136,ACC_011136,A
CASE_000197,CLUSTER_0409,ACC_000543|ACC_002628|ACC_030792|ACC_002628,ACC_002628,B
CASE_000198,CLUSTER_0274,ACC_033595|ACC_004012|ACC_013101|ACC_004012,ACC_004012,A
CASE_000199,CLUSTER_0555,ACC_021217|ACC_013861|ACC_001681,ACC_001681,B
CASE_000200,CLUSTER_0457,ACC_004533|ACC_004333|ACC_002442|ACC_004333|ACC_038464,ACC_038464,B
CASE_000201,CLUSTER_0227,ACC_023929|ACC_022278|ACC_025878,ACC_025878,D
CASE_000202,CLUSTER_0187,ACC_001186|ACC_023777|ACC_019426|ACC_024679|ACC_013033|ACC_023777,ACC_023777,A
CASE_000203,CLUSTER_0637,ACC_038367|ACC_013965|ACC_011157|ACC_013965,ACC_013965,D
CASE_000204,CLUSTER_0482,ACC_033703|ACC_017998|ACC_039841|ACC_002634|ACC_039175|ACC_039841|ACC_017998,ACC_017998,A
CASE_000205,CLUSTER_0067,ACC_031757|ACC_007232|ACC_013505|ACC_031929|ACC_000425|ACC_001967|ACC_013505,ACC_013505,E
CASE_000206,CLUSTER_0630,ACC_010253|ACC_023354|ACC_023936|ACC_022580|ACC_005719,ACC_005719,A
CASE_000207,CLUSTER_0446,ACC_012187|ACC_034362|ACC_001276|ACC_024065|ACC_036083|ACC_001276|ACC_024065,ACC_024065,A
CASE_000208,CLUSTER_0154,ACC_035598|ACC_002294|ACC_002697,ACC_002697,B
CASE_000209,CLUSTER_0433,ACC_012116|ACC_039484|ACC_031128,ACC_031128,A
CASE_000210,CLUSTER_0163,ACC_018288|ACC_027832|ACC_010650|ACC_027832|ACC_023654|ACC_021475,ACC_021475,B
CASE_000211,CLUSTER_0497,ACC_022772|ACC_002664|ACC_000103|ACC_002664|ACC_000103|ACC_002664|ACC_018462,ACC_018462,A
CASE_000212,CLUSTER_0210,ACC_018330|ACC_021260|ACC_023163,ACC_023163,D
CASE_000213,CLUSTER_0369,ACC_020191|ACC_031875|ACC_018358|ACC_014718,ACC_014718,B
CASE_000214,CLUSTER_0395,ACC_019248|ACC_034881|ACC_029966|ACC_034881,ACC_034881,B
CASE_000215,CLUSTER_0029,ACC_039041|ACC_021164|ACC_039389,ACC_039389,D
CASE_000216,CLUSTER_0608,ACC_039255|ACC_012493|ACC_022788|ACC_025727,ACC_025727,D
CASE_000217,CLUSTER_0520,ACC_008648|ACC_009234|ACC_033039|ACC_015636|ACC_009234,ACC_009234,A
CASE_000218,CLUSTER_0254,ACC_004901|ACC_024644|ACC_026729|ACC_036395|ACC_011619|ACC_036395,ACC_036395,D
CASE_000219,CLUSTER_0528,ACC_030975|ACC_026371|ACC_000352|ACC_026371|ACC_027071,ACC_027071,A
CASE_000220,CLUSTER_0383,ACC_037377|ACC_000639|ACC_033787|ACC_000639,ACC_000639,D
CASE_000221,CLUSTER_0305,ACC_028935|ACC_005708|ACC_025085,ACC_025085,A
CASE_000222,CLUSTER_0238,ACC_011617|ACC_025557|ACC_033768|ACC_025557|ACC_017807|ACC_025557,ACC_025557,A
CASE_000223,CLUSTER_0238,ACC_015546|ACC_017807|ACC_003572|ACC_017807|ACC_025557|ACC_033768|ACC_025557,ACC_025557,A
CASE_000224,CLUSTER_0433,ACC_004414|ACC_031128|ACC_039484,ACC_039484,D
CASE_000225,CLUSTER_0373,ACC_037768|ACC_021387|ACC_004400,ACC_004400,A
CASE_000226,CLUSTER_0261,ACC_018858|ACC_008931|ACC_003957,ACC_003957,B
CASE_000227,CLUSTER_0167,ACC_026860|ACC_037498|ACC_028263|ACC_035534,ACC_035534,B
CASE_000228,CLUSTER_0191,ACC_017698|ACC_033834|ACC_003946|ACC_033834,ACC_033834,A
CASE_000229,CLUSTER_0482,ACC_011832|ACC_005650|ACC_039841|ACC_017998|ACC_002634|ACC_017998,ACC_017998,E
CASE_000230,CLUSTER_0223,ACC_030270|ACC_035532|ACC_011791,ACC_011791,B
CASE_000231,CLUSTER_0479,ACC_034775|ACC_028173|ACC_026562|ACC_036106,ACC_036106,A
CASE_000232,CLUSTER_0345,ACC_037668|ACC_017521|ACC_002609|ACC_026377|ACC_015457,ACC_015457,A
CASE_000233,CLUSTER_0365,ACC_027112|ACC_020694|ACC_033807,ACC_033807,B
CASE_000234,CLUSTER_0478,ACC_026527|ACC_006257|ACC_021492|ACC_008877,ACC_008877,D
CASE_000235,CLUSTER_0450,ACC_026335|ACC_039402|ACC_024397|ACC_013469|ACC_014829,ACC_014829,B
CASE_000236,CLUSTER_0176,ACC_004663|ACC_014399|ACC_019816,ACC_019816,A
CASE_000237,CLUSTER_0409,ACC_016050|ACC_030792|ACC_027825|ACC_030792,ACC_030792,E
CASE_000238,CLUSTER_0407,ACC_006704|ACC_026906|ACC_037010|ACC_008870|ACC_031750|ACC_026906,ACC_026906,B
CASE_000239,CLUSTER_0536,ACC_018934|ACC_034875|ACC_039093|ACC_034875|ACC_039093,ACC_039093,A
CASE_000240,CLUSTER_0086,ACC_012027|ACC_026068|ACC_017927,ACC_017927,A
