account_id,account_type,bank_name,account_age_months,city,state,risk_history,prior_complaint_count,prior_withdrawal_count,linked_account_count,linked_upi_count,is_synthetic_mule,mule_role,first_seen_timestamp,last_activity_timestamp
ACC_000031,victim,Kotak Mahindra Bank,233,Nashik,Maharashtra,none,0,0,2,1,0,none,2025-07-09 03:38:12.397212625,2025-07-10 01:30:03.286607980
ACC_000032,mule,Punjab National Bank,154,Surat,Gujarat,none,2,6,1,1,1,first_hop_mule,2025-09-24 18:46:26.554247253,2026-06-05 00:24:18.813230740
ACC_000033,ordinary_recipient,Kotak Mahindra Bank,185,Thane,Maharashtra,none,2,0,0,1,0,none,2024-10-08 05:20:33.188781098,2025-06-28 01:27:59.460000083
ACC_000034,victim,Canara Bank,228,Delhi,Delhi,none,0,0,2,2,0,none,2025-03-21 08:01:43.740169235,2026-04-12 13:39:12.681520325
ACC_000035,mule,HDFC Bank,259,Chennai,Tamil Nadu,none,2,2,0,1,1,cashout_mule,2025-08-28 12:41:32.252719401,2025-08-31 17:56:27.137161757
ACC_000036,intermediary,Yes Bank,189,Delhi,Delhi,none,2,0,2,2,1,intermediary_mule,2024-08-22 10:51:56.776508294,2025-03-31 03:37:04.119005135
ACC_000037,ordinary_recipient,Canara Bank,86,Bengaluru,Karnataka,prior_flagged,0,1,3,2,0,none,2025-03-12 20:27:22.944679327,2025-06-04 00:56:02.519091678
ACC_000038,victim,Kotak Mahindra Bank,33,Mumbai,Maharashtra,none,0,0,2,1,0,none,2024-01-20 07:33:25.243323947,2024-08-07 05:47:49.017022417
ACC_000039,ordinary_recipient,IndusInd Bank,82,Thane,Maharashtra,none,0,1,1,1,0,none,2025-11-03 18:49:42.869191535,2026-01-11 21:01:58.511657461
ACC_000040,victim,Axis Bank,170,Mumbai,Maharashtra,none,0,0,3,3,0,none,2024-03-22 03:06:45.391466434,2025-01-18 22:06:48.914359096
ACC_000041,victim,ICICI Bank,206,Delhi,Delhi,none,0,0,1,1,0,none,2024-01-19 20:07:46.701632717,2026-01-27 13:52:18.084148301
ACC_000042,mule,Kotak Mahindra Bank,156,Chennai,Tamil Nadu,none,3,2,0,1,1,first_hop_mule,2024-04-15 17:24:14.680094412,2025-09-02 23:27:21.214827253
ACC_000043,victim,Bank of Baroda,48,Pune,Maharashtra,none,0,0,2,2,0,none,2025-04-21 05:10:20.279646441,2025-07-15 19:40:22.717844179
ACC_000044,ordinary_recipient,Axis Bank,251,Lucknow,Uttar Pradesh,none,0,0,1,1,0,none,2025-04-14 16:30:45.217692643,2025-11-04 15:04:15.641790917
ACC_000045,victim,Canara Bank,112,Indore,Madhya Pradesh,none,0,0,1,1,0,none,2024-03-26 05:32:57.212159402,2024-05-09 01:45:27.677016856
ACC_000046,suspicious_hub,HDFC Bank,173,Jaipur,Rajasthan,none,2,1,6,5,1,hub_account,2024-02-24 10:23:31.457108912,2024-05-17 02:23:57.448658024
ACC_000047,victim,HDFC Bank,179,Bengaluru,Karnataka,none,0,0,1,1,0,none,2024-04-11 22:24:09.661188034,2024-08-27 03:53:08.114418658
ACC_000048,ordinary_recipient,Kotak Mahindra Bank,21,Mumbai,Maharashtra,none,0,0,1,1,0,none,2026-05-09 00:40:52.801874712,2026-05-25 11:22:04.903084900
ACC_000049,victim,HDFC Bank,23,Hyderabad,Telangana,none,0,0,1,1,0,none,2025-01-01 16:53:07.136862926,2025-05-22 04:53:55.358782470
ACC_000050,ordinary_recipient,SBI,22,Pune,Maharashtra,prior_confirmed_fraud,0,0,0,1,0,none,2024-03-30 18:49:16.157764877,2025-04-15 14:50:10.205202811
ACC_000051,victim,Punjab National Bank,257,Bengaluru,Karnataka,none,1,1,4,4,0,none,2024-04-18 19:08:33.990654681,2025-11-10 15:48:24.896434647
ACC_000052,victim,Kotak Mahindra Bank,157,Mumbai,Maharashtra,none,2,1,2,2,0,none,2025-10-18 08:56:09.471824110,2025-10-24 06:32:29.039573473
ACC_000053,victim,SBI,202,Mumbai,Maharashtra,none,0,0,2,1,0,none,2025-09-09 12:31:27.179893047,2026-06-08 00:45:53.705286016
ACC_000054,victim,SBI,255,Hyderabad,Telangana,none,0,0,4,3,0,none,2024-08-09 04:01:59.162595242,2025-05-02 22:21:47.135856515
ACC_000055,mule,Bank of Baroda,230,Bengaluru,Karnataka,none,3,2,1,1,1,first_hop_mule,2025-11-12 18:11:30.727668650,2026-04-06 13:14:00.841522286
ACC_000056,high_volume,SBI,60,Bengaluru,Karnataka,none,0,1,3,2,0,none,2024-08-31 00:21:48.561694581,2024-10-26 18:32:31.863653402
ACC_000057,victim,Yes Bank,47,Delhi,Delhi,none,0,2,4,3,0,none,2024-10-07 08:37:57.744276822,2025-10-12 14:18:23.645589987
ACC_000058,victim,Axis Bank,68,Bengaluru,Karnataka,none,1,2,2,1,0,none,2024-12-18 07:44:02.156169519,2026-06-18 16:09:56.632368005
ACC_000059,ordinary_recipient,Punjab National Bank,131,Delhi,Delhi,none,1,0,0,1,0,none,2025-01-27 13:44:58.605114840,2025-12-07 21:11:01.481741580
ACC_000060,mule,Canara Bank,238,Hyderabad,Telangana,none,2,2,1,1,1,first_hop_mule,2024-09-17 19:52:04.560111877,2026-05-01 17:22:49.787498008
ACC_000061,ordinary_recipient,IndusInd Bank,35,Delhi,Delhi,none,0,1,0,1,0,none,2026-05-07 14:14:42.069801703,2026-05-21 22:55:02.087231547
ACC_000062,ordinary_recipient,ICICI Bank,105,Mumbai,Maharashtra,none,0,0,4,4,0,none,2024-11-16 22:56:40.092345867,2025-04-09 00:55:58.076946698
ACC_000063,victim,ICICI Bank,112,Kolkata,West Bengal,none,0,0,0,1,0,none,2025-01-07 10:44:12.497758366,2026-06-28 02:45:21.580861438
ACC_000064,ordinary_recipient,Union Bank of India,242,Mumbai,Maharashtra,none,0,1,0,1,0,none,2024-04-03 15:18:56.954061034,2026-02-13 20:38:13.687214492
ACC_000065,victim,Punjab National Bank,256,Delhi,Delhi,none,0,0,3,2,0,none,2025-06-19 17:41:21.402202532,2026-03-04 19:14:56.395504076
ACC_000066,mule,IndusInd Bank,163,Jaipur,Rajasthan,none,1,4,1,1,1,first_hop_mule,2025-03-27 00:22:20.951832958,2025-04-15 02:14:59.269157228
ACC_000067,mule,Union Bank of India,165,Pune,Maharashtra,none,3,0,0,1,1,first_hop_mule,2026-04-27 19:12:16.450874761,2026-05-16 00:15:45.738898309
ACC_000068,victim,Yes Bank,49,Hyderabad,Telangana,none,0,0,1,1,0,none,2026-02-04 22:55:20.108657375,2026-06-16 02:46:31.950825332
ACC_000069,victim,IndusInd Bank,62,Mumbai,Maharashtra,none,0,0,1,1,0,none,2025-04-08 20:45:56.986720152,2026-06-20 15:11:58.657517117
ACC_000070,victim,Canara Bank,45,Bengaluru,Karnataka,prior_confirmed_fraud,0,0,0,1,0,none,2025-11-29 17:21:04.382582568,2026-05-19 21:11:32.546692041
ACC_000071,intermediary,IndusInd Bank,152,Delhi,Delhi,none,1,0,1,1,1,intermediary_mule,2025-09-26 02:02:56.000644043,2026-05-20 22:34:27.731321740
ACC_000072,mule,Yes Bank,173,Pune,Maharashtra,none,3,1,4,4,1,cashout_mule,2024-11-21 19:51:22.747231048,2026-05-29 10:59:12.121816870
ACC_000073,victim,Union Bank of India,75,Hyderabad,Telangana,none,0,1,3,2,0,none,2025-04-29 14:30:11.953375101,2026-01-10 05:32:53.763832690
ACC_000074,intermediary,IndusInd Bank,27,Chennai,Tamil Nadu,none,4,0,1,1,1,intermediary_mule,2024-06-26 17:31:30.164047213,2024-10-21 22:58:36.449523157
ACC_000075,ordinary_recipient,HDFC Bank,197,Jaipur,Rajasthan,none,0,0,3,2,0,none,2024-08-16 23:33:28.191077501,2025-09-16 23:57:15.414004309
ACC_000076,victim,Punjab National Bank,153,Thane,Maharashtra,none,0,0,1,1,0,none,2025-03-10 23:54:31.961578436,2025-10-21 04:48:24.808983365
ACC_000077,ordinary_recipient,Union Bank of India,161,Hyderabad,Telangana,none,0,2,3,3,0,none,2025-01-08 18:07:45.919485338,2025-04-24 05:42:51.369259376
ACC_000078,victim,Canara Bank,169,Bengaluru,Karnataka,none,0,1,1,1,0,none,2025-06-08 09:05:31.922597639,2025-08-10 00:13:00.539732078
ACC_000079,mule,Union Bank of India,171,Mumbai,Maharashtra,none,0,3,1,1,1,first_hop_mule,2025-06-25 23:06:15.560986489,2026-06-08 07:09:16.870305587
ACC_000080,mule,Punjab National Bank,250,Kolkata,West Bengal,prior_flagged,2,3,2,1,1,first_hop_mule,2024-04-24 13:26:03.138067363,2025-03-18 12:15:49.038785922
ACC_000081,ordinary_recipient,Axis Bank,136,Kolkata,West Bengal,none,1,0,0,1,0,none,2024-10-17 02:03:15.998648603,2025-10-15 11:08:59.142030154
ACC_000082,ordinary_recipient,ICICI Bank,254,Delhi,Delhi,none,0,2,4,4,0,none,2024-12-24 03:34:46.840812214,2026-02-02 07:33:20.166907774
ACC_000083,victim,Punjab National Bank,158,Ahmedabad,Gujarat,none,0,1,2,1,0,none,2024-05-25 19:17:38.353861727,2025-04-13 08:11:29.204008510
ACC_000084,victim,ICICI Bank,117,Kolkata,West Bengal,none,0,1,1,1,0,none,2026-01-28 15:34:01.703912020,2026-06-23 20:49:13.564662290
ACC_000085,ordinary_recipient,SBI,247,Pune,Maharashtra,none,0,1,1,1,0,none,2026-02-19 19:49:05.001895741,2026-06-11 13:05:08.115996301
ACC_000086,victim,Union Bank of India,96,Nagpur,Maharashtra,none,1,0,0,1,0,none,2024-04-13 07:23:08.408519143,2025-06-23 23:29:29.601984918
ACC_000087,victim,HDFC Bank,131,Bengaluru,Karnataka,none,0,0,1,1,0,none,2024-08-28 23:15:23.270766649,2025-07-10 00:30:45.313050794
ACC_000088,ordinary_recipient,Kotak Mahindra Bank,99,Mumbai,Maharashtra,none,0,0,1,1,0,none,2024-09-03 01:47:03.679562777,2025-05-31 15:23:19.977321269
ACC_000089,ordinary_recipient,Punjab National Bank,249,Kolkata,West Bengal,prior_flagged,0,0,1,1,0,none,2025-12-22 00:25:23.090467133,2026-01-09 09:46:47.083008721
ACC_000090,mule,ICICI Bank,41,Surat,Gujarat,none,1,3,3,2,1,first_hop_mule,2025-01-13 16:12:04.982383136,2026-03-02 20:36:19.398387465
ACC_000091,victim,IDFC First Bank,180,Pune,Maharashtra,none,0,0,0,1,0,none,2024-03-03 09:39:28.380899433,2024-09-25 14:22:43.107124842
ACC_000092,ordinary_recipient,Union Bank of India,210,Delhi,Delhi,none,1,1,1,1,0,none,2025-07-28 21:50:42.618860669,2026-06-09 16:11:07.007265564
ACC_000093,victim,Kotak Mahindra Bank,100,Navi Mumbai,Maharashtra,none,0,1,1,1,0,none,2026-03-31 00:18:38.596561387,2026-05-22 19:10:31.923136038
ACC_000094,ordinary_recipient,Yes Bank,180,Pune,Maharashtra,none,0,1,2,2,0,none,2024-11-11 11:13:55.145922478,2025-09-16 15:15:06.272750737
ACC_000095,ordinary_recipient,ICICI Bank,252,Mumbai,Maharashtra,none,1,0,2,2,0,none,2025-09-01 07:33:31.044738725,2025-12-19 11:47:51.159082500
ACC_000096,victim,IndusInd Bank,140,Navi Mumbai,Maharashtra,prior_flagged,1,0,0,1,0,none,2024-08-23 18:12:27.367607173,2025-09-06 05:57:01.622066421
ACC_000097,mule,Bank of Baroda,56,Navi Mumbai,Maharashtra,none,4,2,2,1,1,first_hop_mule,2024-09-19 08:13:53.966143139,2024-12-03 00:16:15.031112663
ACC_000098,mule,Canara Bank,138,Thane,Maharashtra,none,0,2,3,2,1,cashout_mule,2024-07-03 15:12:19.210381199,2025-03-22 23:13:47.595135739
ACC_000099,victim,SBI,231,Navi Mumbai,Maharashtra,none,0,0,1,1,0,none,2024-03-14 13:36:59.690856357,2024-08-09 20:09:16.135926836
ACC_000100,mule,IDFC First Bank,61,Pune,Maharashtra,prior_flagged,2,2,0,1,1,cashout_mule,2024-07-20 17:37:22.177930430,2025-07-11 08:53:44.684889882
ACC_000101,victim,HDFC Bank,50,Jaipur,Rajasthan,none,0,0,2,1,0,none,2025-07-12 09:45:24.094576620,2026-05-25 22:42:48.707363538
ACC_000102,ordinary_recipient,ICICI Bank,25,Chennai,Tamil Nadu,none,0,0,0,1,0,none,2024-10-07 05:27:23.325061630,2026-02-16 22:49:04.360080422
ACC_000103,intermediary,Punjab National Bank,127,Ahmedabad,Gujarat,none,2,2,0,1,1,intermediary_mule,2025-05-25 05:03:03.452665731,2025-09-02 18:42:37.147322833
ACC_000104,victim,HDFC Bank,197,Ahmedabad,Gujarat,none,0,1,2,2,0,none,2024-01-10 01:00:04.499113459,2025-08-11 19:13:33.072630736
ACC_000105,ordinary_recipient,ICICI Bank,28,Nagpur,Maharashtra,none,0,1,3,2,0,none,2026-02-21 06:29:02.042718709,2026-04-21 01:58:28.490863889
ACC_000106,ordinary_recipient,Canara Bank,193,Pune,Maharashtra,none,0,0,1,1,0,none,2025-02-06 13:10:43.934496105,2026-05-03 07:08:41.521934371
ACC_000107,mule,IDFC First Bank,140,Bengaluru,Karnataka,none,1,2,2,1,1,first_hop_mule,2026-03-13 11:55:53.769612268,2026-04-22 20:36:54.395421693
ACC_000108,ordinary_recipient,HDFC Bank,95,Lucknow,Uttar Pradesh,prior_flagged,0,0,2,1,0,none,2024-11-18 08:00:05.921804041,2024-12-30 17:52:31.102730759
ACC_000109,ordinary_recipient,SBI,239,Kolkata,West Bengal,none,0,0,1,1,0,none,2026-03-02 01:08:29.866314605,2026-03-11 00:26:05.458717122
ACC_000110,mule,Axis Bank,214,Hyderabad,Telangana,none,6,5,2,1,1,first_hop_mule,2025-07-21 05:19:11.595352143,2025-09-09 11:11:09.942033888
ACC_000111,high_volume,HDFC Bank,237,Mumbai,Maharashtra,none,0,2,1,1,0,none,2026-01-18 05:07:28.857206695,2026-05-29 04:08:24.557060561
ACC_000112,victim,IDFC First Bank,25,Pune,Maharashtra,none,0,0,3,3,0,none,2025-11-07 02:48:56.528357983,2026-01-16 22:31:13.999358572
ACC_000113,victim,IndusInd Bank,45,Mumbai,Maharashtra,none,0,1,1,1,0,none,2026-06-29 06:12:55.615366563,2026-06-29 07:52:48.648854595
ACC_000114,victim,ICICI Bank,116,Pune,Maharashtra,none,0,1,0,1,0,none,2024-02-04 05:01:37.833618935,2025-06-05 03:38:18.250709783
ACC_000115,victim,Kotak Mahindra Bank,225,Jaipur,Rajasthan,none,0,0,1,1,0,none,2024-10-11 21:58:46.914776322,2026-05-02 07:45:35.226378094
ACC_000116,victim,IDFC First Bank,55,Delhi,Delhi,none,0,0,1,1,0,none,2025-03-28 05:48:51.545781218,2026-04-17 23:46:50.977817934
ACC_000117,mule,Yes Bank,139,Kolkata,West Bengal,prior_flagged,2,4,0,1,1,first_hop_mule,2026-01-26 09:20:32.092564397,2026-03-06 05:05:42.556228242
ACC_000118,suspicious_hub,Punjab National Bank,123,Kolkata,West Bengal,none,4,3,9,11,1,hub_account,2024-02-21 23:17:10.326667068,2025-07-26 11:16:44.947940629
ACC_000119,mule,Yes Bank,1,Bengaluru,Karnataka,none,2,2,2,2,1,cashout_mule,2025-02-08 18:41:23.367917061,2026-02-12 17:41:28.057338272
ACC_000120,ordinary_recipient,Canara Bank,147,Hyderabad,Telangana,none,0,0,2,1,0,none,2025-05-06 10:58:39.749142669,2025-09-18 07:18:02.309090812
ACC_000121,ordinary_recipient,Kotak Mahindra Bank,67,Nagpur,Maharashtra,none,0,0,1,1,0,none,2025-01-30 16:29:04.066195108,2025-12-27 03:44:52.233902220
ACC_000122,victim,SBI,110,Mumbai,Maharashtra,none,0,0,2,2,0,none,2026-04-29 18:03:03.842490152,2026-06-10 14:03:35.109493408
ACC_000123,ordinary_recipient,Union Bank of India,250,Kolkata,West Bengal,prior_flagged,0,0,1,1,0,none,2024-12-05 14:33:54.286060750,2025-08-04 18:19:01.546644375
ACC_000124,victim,ICICI Bank,17,Pune,Maharashtra,none,0,0,1,1,0,none,2025-10-31 00:39:39.734938718,2025-12-30 04:24:11.290012627
ACC_000125,ordinary_recipient,Kotak Mahindra Bank,1,Jaipur,Rajasthan,none,0,1,1,1,0,none,2025-06-06 05:00:18.976757236,2026-02-02 19:09:59.416404647
ACC_000126,ordinary_recipient,Yes Bank,183,Delhi,Delhi,none,1,1,5,5,0,none,2024-02-06 11:06:37.983578706,2025-11-16 09:22:14.472188487
ACC_000127,suspicious_hub,Union Bank of India,9,Delhi,Delhi,none,2,2,13,15,1,hub_account,2024-10-02 04:50:15.969492111,2026-01-27 12:00:41.557736647
ACC_000128,ordinary_recipient,Canara Bank,76,Delhi,Delhi,none,0,0,1,1,0,none,2025-12-09 21:32:21.082189880,2026-02-17 14:27:09.052926889
ACC_000129,victim,Kotak Mahindra Bank,167,Bengaluru,Karnataka,none,0,0,1,1,0,none,2025-04-24 03:23:41.472166955,2025-09-13 21:31:23.256094273
ACC_000130,victim,Bank of Baroda,86,Chennai,Tamil Nadu,prior_flagged,1,1,1,1,0,none,2024-11-25 05:51:56.491181131,2026-04-22 04:45:19.776177006
ACC_000131,victim,SBI,87,Navi Mumbai,Maharashtra,none,0,0,3,3,0,none,2026-02-11 08:52:41.440500960,2026-03-27 06:44:37.576443332
ACC_000132,ordinary_recipient,Canara Bank,143,Mumbai,Maharashtra,none,0,1,1,1,0,none,2025-07-22 02:01:23.136782669,2026-01-01 23:11:21.782701241
ACC_000133,intermediary,Yes Bank,21,Hyderabad,Telangana,none,2,0,3,1,1,intermediary_mule,2025-11-04 22:35:05.512435011,2026-01-29 02:25:05.227937633
ACC_000134,ordinary_recipient,IDFC First Bank,221,Hyderabad,Telangana,none,0,1,0,1,0,none,2026-02-15 18:19:08.694995403,2026-03-30 13:22:56.514273071
ACC_000135,victim,Axis Bank,10,Chennai,Tamil Nadu,none,0,0,0,1,0,none,2025-12-25 03:42:11.619221300,2026-02-28 06:18:33.234413337
ACC_000136,mule,IndusInd Bank,251,Delhi,Delhi,prior_confirmed_fraud,0,4,2,1,1,first_hop_mule,2024-10-28 23:12:47.186735809,2025-11-30 01:44:26.221470449
ACC_000137,high_volume,Yes Bank,240,Pune,Maharashtra,none,0,0,0,1,0,none,2024-10-05 03:48:12.649639092,2026-02-10 03:22:22.786227073
ACC_000138,ordinary_recipient,Yes Bank,123,Hyderabad,Telangana,none,0,0,3,3,0,none,2025-03-01 17:04:40.822073087,2025-10-22 12:11:29.348428091
ACC_000139,victim,HDFC Bank,116,Bengaluru,Karnataka,none,0,0,0,1,0,none,2026-01-11 23:29:40.461268812,2026-02-05 03:43:53.569820506
ACC_000140,mule,Yes Bank,140,Mumbai,Maharashtra,none,2,6,0,1,1,first_hop_mule,2025-01-02 06:14:14.281210899,2025-02-04 15:04:28.127295442
ACC_000141,victim,Bank of Baroda,14,Ahmedabad,Gujarat,none,0,0,0,1,0,none,2024-05-03 01:34:43.761411507,2025-02-25 16:24:27.881351315
ACC_000142,ordinary_recipient,Canara Bank,1,Delhi,Delhi,prior_flagged,1,1,3,3,0,none,2025-09-28 15:03:13.233897708,2025-11-05 20:33:55.871392454
ACC_000143,ordinary_recipient,Yes Bank,8,Chennai,Tamil Nadu,none,0,0,2,1,0,none,2024-02-19 13:20:45.328015743,2026-04-22 01:27:31.554247077
ACC_000144,mule,Yes Bank,96,Pune,Maharashtra,none,3,5,2,1,1,cashout_mule,2024-04-04 10:19:55.111981746,2025-03-07 03:19:02.435511461
ACC_000145,mule,ICICI Bank,80,Indore,Madhya Pradesh,none,1,2,1,1,1,first_hop_mule,2024-11-23 22:13:25.314649653,2025-03-28 10:43:09.472493981
ACC_000146,intermediary,Kotak Mahindra Bank,152,Delhi,Delhi,none,6,0,2,2,1,intermediary_mule,2026-06-11 10:52:01.876694009,2026-06-25 20:56:29.495576246
ACC_000147,ordinary_recipient,Yes Bank,1,Bengaluru,Karnataka,none,0,0,0,1,0,none,2025-08-31 09:53:48.079141974,2026-01-11 17:39:40.027633480
ACC_000148,ordinary_recipient,ICICI Bank,13,Delhi,Delhi,none,0,0,1,1,0,none,2026-06-18 17:36:54.309016392,2026-06-25 21:30:39.946188399
ACC_000149,mule,Canara Bank,47,Chennai,Tamil Nadu,none,0,3,2,1,1,cashout_mule,2026-01-23 07:31:15.996415265,2026-03-18 16:24:17.488113028
ACC_000150,ordinary_recipient,Axis Bank,109,Kolkata,West Bengal,prior_flagged,0,0,0,1,0,none,2025-12-29 05:33:52.108113162,2026-02-08 03:09:06.760305472
ACC_000151,ordinary_recipient,ICICI Bank,251,Surat,Gujarat,none,0,0,2,2,0,none,2025-04-01 03:22:43.673220605,2025-10-13 08:17:07.707558553
ACC_000152,ordinary_recipient,SBI,189,Lucknow,Uttar Pradesh,none,0,1,2,1,0,none,2024-09-14 00:41:15.018782854,2025-03-20 00:25:46.173067974
ACC_000153,ordinary_recipient,HDFC Bank,59,Ahmedabad,Gujarat,none,0,0,1,1,0,none,2025-07-10 12:54:08.249839291,2025-11-28 03:21:14.255426694
ACC_000154,intermediary,Yes Bank,231,Surat,Gujarat,none,1,1,2,1,1,intermediary_mule,2024-02-14 13:33:08.690388151,2024-08-19 04:52:13.978698426
ACC_000155,ordinary_recipient,Bank of Baroda,72,Delhi,Delhi,prior_confirmed_fraud,0,0,1,1,0,none,2025-05-20 14:46:21.133889503,2026-03-27 02:29:05.269339581
ACC_000156,victim,ICICI Bank,168,Hyderabad,Telangana,none,0,1,1,1,0,none,2025-09-07 07:23:24.214228168,2026-05-02 10:08:59.030543865
ACC_000157,intermediary,Union Bank of India,66,Surat,Gujarat,none,1,1,4,4,1,intermediary_mule,2025-03-18 10:22:46.694984153,2025-03-23 03:19:32.927365267
ACC_000158,ordinary_recipient,ICICI Bank,100,Thane,Maharashtra,none,0,1,2,1,0,none,2025-04-25 09:38:36.424712785,2025-11-24 02:29:53.729512303
ACC_000159,ordinary_recipient,Canara Bank,204,Indore,Madhya Pradesh,none,0,0,1,1,0,none,2024-03-11 22:02:03.589137396,2024-10-10 23:45:06.077014191
ACC_000160,victim,Axis Bank,33,Navi Mumbai,Maharashtra,none,0,0,2,2,0,none,2024-08-27 05:42:32.567400567,2026-05-24 22:52:42.922140354
ACC_000161,victim,Punjab National Bank,211,Kolkata,West Bengal,none,0,0,3,1,0,none,2025-10-16 19:45:05.317221187,2026-03-04 01:12:38.576292418
ACC_000162,victim,Bank of Baroda,10,Delhi,Delhi,none,0,0,1,1,0,none,2025-10-09 08:53:25.864197157,2026-03-29 02:24:33.485129062
