complaint_id,reported_loss_amount,amount_deviation_z,transaction_count_deviation,velocity_1h,velocity_24h,unusual_time_of_day,new_beneficiary_anomaly,sudden_degree_change,is_otp_shared,clicked_malicious_link,urgency_score
CASE_000207,3738.59,-0.1893,-3,0,0,0,0,0,0,0,0.454
CASE_000208,19696.68,0.1067,2,0,5,0,0,0,0,0,0.726
CASE_000209,2113.72,-0.2194,-3,0,0,0,0,0,1,1,0.302
CASE_000210,38592.51,0.4571,6,0,9,1,0,0,1,1,0.406
CASE_000213,14973.77,0.0191,-3,0,0,1,0,0,1,0,0.481
CASE_000214,13510.91,-0.0081,4,7,7,1,0,1,0,0,0.225
CASE_000215,17706.66,0.0697,-1,0,2,0,0,1,1,0,0.652
CASE_000217,12404.01,-0.0286,5,8,8,1,0,0,1,0,0.578
CASE_000218,57722.16,0.8119,5,8,8,0,0,0,0,0,0.487
CASE_000219,3836.96,-0.1875,4,0,7,1,1,1,1,1,0.538
CASE_000220,10491.76,-0.0641,3,0,6,0,0,0,1,0,0.304
CASE_000222,18797.9,0.09,7,1,10,1,0,0,1,0,0.32
CASE_000224,15136.27,0.0221,2,0,5,1,0,0,1,0,0.727
CASE_000225,3603.54,-0.1918,0,0,3,0,0,1,1,0,0.603
CASE_000227,10522.39,-0.0635,1,0,4,0,0,0,1,0,0.211
CASE_000228,19913.42,0.1107,-1,2,2,0,0,0,0,1,0.646
CASE_000229,57257.77,0.8033,6,5,9,0,0,0,1,0,0.901
CASE_000230,10695.75,-0.0603,-1,1,2,0,0,0,0,0,0.74
CASE_000231,4652.19,-0.1724,-1,2,2,0,0,0,0,1,0.644
CASE_000232,40525.47,0.493,4,0,7,0,0,0,0,0,0.429
CASE_000233,86333.6,1.3425,-1,0,2,0,0,0,1,0,0.5
CASE_000235,1230.39,-0.2358,7,6,10,0,1,0,0,0,0.274
CASE_000236,37205.83,0.4314,3,0,6,0,0,0,1,1,0.813
CASE_000237,2336.09,-0.2153,4,0,7,0,0,0,0,0,0.805
CASE_000238,18767.46,0.0894,1,4,4,0,0,0,1,0,0.942
CASE_000240,11582.15,-0.0438,0,3,3,0,1,0,0,0,0.412
CASE_000241,14116.26,0.0032,7,0,10,0,0,0,0,0,0.9
CASE_000243,7619.82,-0.1173,7,10,10,0,0,0,1,1,0.617
CASE_000244,74723.64,1.1272,1,3,4,0,0,0,0,0,0.556
CASE_000245,26121.1,0.2258,8,0,11,1,0,0,0,0,0.838
CASE_000247,631.78,-0.2469,3,2,6,0,1,0,0,0,0.398
CASE_000248,4745.78,-0.1706,5,8,8,0,0,0,0,0,0.417
CASE_000249,153836.23,2.5945,2,4,5,0,0,0,0,1,0.14
CASE_000251,61525.91,0.8824,8,0,11,0,0,0,0,0,0.927
CASE_000254,13629.03,-0.0059,3,0,6,0,0,0,0,1,0.826
CASE_000256,705.42,-0.2456,-3,0,0,0,0,1,1,0,0.782
CASE_000259,6120.92,-0.1451,0,3,3,0,0,0,0,0,0.479
CASE_000260,882.83,-0.2423,0,1,3,0,0,0,0,0,0.592
CASE_000261,48595.01,0.6426,-3,0,0,1,1,0,1,0,0.607
CASE_000262,3992.64,-0.1846,3,0,6,0,0,0,0,0,0.882
CASE_000263,7140.27,-0.1262,-3,0,0,0,0,1,0,0,0.296
CASE_000264,4017.78,-0.1841,10,1,13,0,0,0,0,0,0.641
CASE_000265,1282.76,-0.2349,4,7,7,0,0,0,0,1,0.603
CASE_000266,32491.4,0.344,6,0,9,0,0,0,1,0,0.44
CASE_000267,29611.19,0.2905,2,0,5,0,0,0,1,0,0.82
CASE_000268,2629.71,-0.2099,3,0,6,0,0,0,1,1,0.368
CASE_000269,196067.53,3.3777,3,0,6,0,0,0,1,0,0.7
CASE_000270,17298.96,0.0622,-3,0,0,1,0,0,0,0,0.609
CASE_000271,4460.38,-0.1759,3,0,6,0,0,0,0,0,0.488
CASE_000272,9141.83,-0.0891,5,1,8,1,1,0,0,1,0.629
CASE_000273,10169.6,-0.07,-1,0,2,0,0,0,1,0,0.709
CASE_000274,8441.28,-0.1021,-2,1,1,1,1,0,1,0,0.489
CASE_000275,16554.74,0.0484,3,4,6,1,0,0,0,0,0.717
CASE_000276,157517.8,2.6628,-3,0,0,0,0,1,1,1,0.412
CASE_000277,43193.96,0.5425,1,0,4,0,0,0,1,0,0.784
CASE_000278,2951.44,-0.2039,5,0,8,0,0,0,0,0,0.432
CASE_000279,16044.33,0.0389,1,1,4,0,0,0,0,0,0.544
CASE_000282,43601.17,0.55,1,0,4,0,0,1,1,1,0.734
CASE_000283,53725.96,0.7378,1,4,4,1,0,0,1,0,0.915
CASE_000284,7363.9,-0.1221,1,4,4,1,0,0,0,1,0.489
CASE_000285,10035.24,-0.0725,3,0,6,0,0,0,1,1,0.651
CASE_000286,3176.45,-0.1997,6,5,9,0,0,0,0,1,0.573
CASE_000287,16372.2,0.045,2,4,5,0,0,0,0,0,0.4
CASE_000288,365092.7,6.5126,4,0,7,0,0,1,0,0,0.15
CASE_000289,42723.61,0.5337,0,3,3,1,0,0,1,0,0.658
CASE_000291,79993.91,1.225,-2,1,1,1,0,0,0,1,0.871
CASE_000292,23936.94,0.1853,5,0,8,0,0,1,0,1,0.617
CASE_000294,2203.8,-0.2178,3,5,6,0,0,1,1,0,0.199
CASE_000295,6837.57,-0.1318,-1,0,2,0,0,0,0,0,0.696
CASE_000297,32743.76,0.3486,6,4,9,1,0,0,0,0,0.718
CASE_000298,6314.53,-0.1415,1,3,4,1,0,0,1,0,0.479
CASE_000299,36243.53,0.4135,0,0,3,0,0,0,1,1,0.914
CASE_000302,11703.8,-0.0416,0,3,3,0,0,0,0,0,0.331
CASE_000303,4285.65,-0.1792,2,5,5,0,0,0,0,0,0.4
CASE_000304,16763.19,0.0522,-1,0,2,0,0,1,1,0,0.366
CASE_000305,86427.75,1.3443,-1,2,2,0,0,1,0,0,0.296
CASE_000306,9843.05,-0.0761,3,0,6,0,0,0,0,1,0.217
CASE_000307,105663.79,1.7011,10,0,13,0,0,0,0,0,0.798
CASE_000309,1616.17,-0.2287,2,5,5,0,0,0,1,1,0.243
CASE_000310,6347.83,-0.1409,5,0,8,1,0,0,0,0,0.444
CASE_000311,15955.55,0.0373,3,0,6,1,0,0,0,0,0.689
CASE_000312,35124.26,0.3928,7,0,10,0,0,0,1,1,0.22
CASE_000313,6168.08,-0.1443,0,0,3,0,0,0,0,0,0.476
CASE_000314,11922.63,-0.0375,-1,0,2,0,0,1,0,0,0.363
CASE_000315,6996.96,-0.1289,3,0,6,0,0,0,1,1,0.321
CASE_000316,70384.99,1.0468,3,1,6,1,0,1,0,0,0.347
CASE_000317,4458.57,-0.176,0,0,3,1,0,0,1,0,0.417
CASE_000318,2950.82,-0.2039,3,0,6,0,0,0,0,0,0.623
CASE_000319,28786.9,0.2752,7,3,10,0,0,0,1,0,0.744
CASE_000320,46970.06,0.6125,3,0,6,0,0,0,0,1,0.895
CASE_000321,9259.74,-0.0869,6,0,9,0,0,0,1,0,0.947
CASE_000324,8336.39,-0.104,7,4,10,1,0,0,0,1,0.633
CASE_000325,1995.11,-0.2216,5,0,8,0,0,1,1,0,0.408
CASE_000326,11109.76,-0.0526,-3,0,0,0,0,0,0,0,0.306
CASE_000327,73109.79,1.0973,3,0,6,1,0,0,0,0,0.947
CASE_000328,10501.63,-0.0639,0,1,3,0,0,0,0,1,0.567
CASE_000329,43483.74,0.5478,9,0,12,0,0,0,0,1,0.729
CASE_000330,27218.25,0.2462,1,0,4,0,0,1,1,0,0.152
CASE_000332,20554.59,0.1226,6,6,9,0,0,0,1,0,0.252
CASE_000333,29882.5,0.2956,4,0,7,0,0,0,0,0,0.654
CASE_000334,11092.9,-0.0529,3,5,6,0,0,0,0,0,0.317
CASE_000335,7999.04,-0.1103,4,7,7,0,1,1,0,0,0.562
CASE_000337,42560.58,0.5307,7,10,10,0,0,0,0,0,0.212
CASE_000338,7680.0,-0.1162,0,3,3,0,0,0,1,0,0.583
CASE_000340,20391.22,0.1195,0,3,3,0,0,0,0,0,0.533
CASE_000344,19968.19,0.1117,13,0,16,0,0,0,1,1,0.696
CASE_000345,12492.01,-0.027,1,0,4,1,0,1,0,1,0.537
CASE_000346,12526.74,-0.0263,4,2,7,0,0,0,0,0,0.503
CASE_000347,3223.0,-0.1989,11,0,14,0,0,0,0,1,0.776
CASE_000348,13256.37,-0.0128,-1,2,2,0,0,0,1,1,0.564
CASE_000351,441391.44,7.9277,2,1,5,0,0,0,0,1,0.454
CASE_000352,9762.76,-0.0776,6,9,9,0,0,0,1,1,0.807
CASE_000355,25052.7,0.206,0,3,3,0,0,0,0,0,0.398
CASE_000356,19530.71,0.1036,10,0,13,1,0,1,0,0,0.427
CASE_000357,1239.6,-0.2357,4,7,7,1,0,1,0,0,0.887
CASE_000358,17711.11,0.0698,1,0,4,0,0,0,1,1,0.764
CASE_000359,7843.34,-0.1132,10,2,13,0,0,0,0,0,0.135
CASE_000361,13059.71,-0.0164,5,0,8,1,0,1,1,0,0.754
CASE_000362,122231.24,2.0083,3,0,6,1,0,1,0,1,0.537
CASE_000363,15742.87,0.0333,2,5,5,0,0,0,1,0,0.681
CASE_000364,46903.29,0.6112,-1,2,2,0,0,0,1,0,0.787
CASE_000366,6154.44,-0.1445,4,7,7,0,1,1,1,0,0.756
CASE_000367,24478.16,0.1953,0,3,3,0,0,0,0,1,0.842
CASE_000368,12679.09,-0.0235,1,2,4,0,0,0,1,0,0.541
CASE_000370,3997.99,-0.1845,-3,0,0,0,0,0,1,1,0.839
CASE_000371,5860.94,-0.15,3,4,6,0,0,0,0,1,0.774
CASE_000374,11949.99,-0.037,-3,0,0,0,0,1,1,1,0.613
CASE_000375,43297.85,0.5444,-3,0,0,0,0,0,0,1,0.258
CASE_000376,8128.63,-0.1079,-3,0,0,0,0,0,0,0,0.925
CASE_000378,66910.61,0.9823,3,5,6,0,0,0,0,0,0.485
CASE_000381,30572.99,0.3084,2,1,5,1,0,0,0,0,0.809
CASE_000382,65559.57,0.9573,3,0,6,0,0,0,0,0,0.482
CASE_000383,3920.55,-0.1859,-1,2,2,0,0,0,0,0,0.613
CASE_000384,1994.67,-0.2217,10,10,13,0,0,0,0,1,0.748
CASE_000386,20316.89,0.1182,8,0,11,0,0,0,1,1,0.388
CASE_000387,4632.87,-0.1727,2,0,5,0,0,0,1,1,0.376
CASE_000388,42255.71,0.525,1,0,4,0,0,0,0,1,0.547
CASE_000389,16560.21,0.0485,0,0,3,0,0,0,0,0,0.932
CASE_000390,3806.32,-0.1881,6,0,9,0,1,1,1,1,0.521
CASE_000391,11130.94,-0.0522,8,11,11,0,0,0,1,1,0.818
CASE_000392,10916.65,-0.0562,-3,0,0,0,0,0,1,0,0.781
CASE_000393,10215.08,-0.0692,1,3,4,0,0,0,0,1,0.801
CASE_000394,51492.14,0.6964,-1,0,2,1,1,0,0,0,0.527
CASE_000395,18893.1,0.0918,3,0,6,0,0,0,0,1,0.673
CASE_000396,8298.52,-0.1047,-1,2,2,0,0,0,1,1,0.669
CASE_000397,13598.96,-0.0064,5,0,8,0,0,0,0,0,0.728
CASE_000398,47591.06,0.624,5,8,8,0,0,0,1,0,0.413
CASE_000400,3171.23,-0.1998,3,0,6,0,0,0,1,0,0.667
CASE_000401,29011.72,0.2794,3,5,6,0,0,0,1,0,0.493
CASE_000402,8324.72,-0.1043,4,0,7,0,0,1,1,1,0.525
CASE_000404,8444.03,-0.102,7,0,10,0,0,1,0,0,0.277
CASE_000405,3965.2,-0.1851,1,4,4,0,0,0,1,1,0.896
CASE_000406,142757.86,2.389,2,1,5,0,0,0,0,0,0.853
CASE_000407,3693.55,-0.1901,1,4,4,0,0,0,0,0,0.869
CASE_000408,76263.89,1.1558,7,0,10,0,1,0,0,0,0.188
CASE_000412,107295.79,1.7313,10,0,13,0,0,0,0,0,0.217
CASE_000414,5480.72,-0.157,1,0,4,0,0,1,0,0,0.662
CASE_000415,44630.26,0.5691,2,5,5,0,0,1,1,1,0.148
CASE_000417,3816.78,-0.1879,9,0,12,0,0,0,0,0,0.23
CASE_000418,4074.99,-0.1831,-3,0,0,0,0,0,0,0,0.711
CASE_000420,194308.14,3.3451,2,3,5,0,0,0,1,1,0.335
CASE_000422,3833.86,-0.1875,-3,0,0,0,0,0,0,1,0.79
CASE_000424,16832.35,0.0535,3,0,6,0,0,0,0,1,0.035
CASE_000425,12745.78,-0.0223,2,5,5,1,0,0,0,0,0.601
CASE_000426,27097.12,0.2439,4,5,7,0,0,0,1,0,0.444
CASE_000427,15809.2,0.0346,3,2,6,0,1,1,0,0,0.337
CASE_000428,8664.41,-0.098,5,0,8,0,0,0,1,1,0.437
CASE_000429,1343.4,-0.2337,3,2,6,1,0,0,0,0,0.887
CASE_000430,6457.37,-0.1389,2,4,5,0,0,0,0,0,0.537
CASE_000431,7590.23,-0.1179,-3,0,0,0,0,0,1,0,0.76
CASE_000432,7567.32,-0.1183,2,1,5,0,0,0,0,1,0.24
CASE_000433,8659.83,-0.098,8,0,11,0,0,0,0,0,0.26
CASE_000435,55949.2,0.779,-3,0,0,0,0,0,0,0,0.425
CASE_000436,144130.6,2.4145,0,0,3,1,0,0,0,1,0.877
CASE_000437,28781.8,0.2752,2,1,5,0,0,0,1,0,0.745
CASE_000438,48966.28,0.6495,-3,0,0,1,0,0,1,0,0.19
CASE_000439,7921.49,-0.1117,1,0,4,0,0,0,1,0,0.292
CASE_000440,20966.49,0.1302,1,4,4,0,0,0,1,1,0.771
CASE_000441,5984.17,-0.1477,7,0,10,0,1,0,0,1,0.384
CASE_000442,19737.73,0.1074,3,0,6,1,0,1,0,1,0.232
CASE_000443,4863.18,-0.1685,2,0,5,0,0,0,0,1,0.495
CASE_000444,5948.11,-0.1483,4,0,7,0,0,0,0,0,0.807
CASE_000445,15129.53,0.0219,5,0,8,0,0,0,0,0,0.854
CASE_000447,7638.34,-0.117,10,9,13,0,0,1,1,0,0.425
CASE_000448,42583.44,0.5311,3,6,6,0,0,0,0,1,0.241
CASE_000449,14462.02,0.0096,0,3,3,0,1,0,1,1,0.377
CASE_000451,8010.11,-0.1101,-1,2,2,0,0,0,1,1,0.129
CASE_000452,3293.1,-0.1976,2,5,5,0,0,0,0,0,0.64
CASE_000453,1769.39,-0.2258,6,9,9,0,1,0,1,0,0.869
CASE_000455,47747.54,0.6269,1,4,4,1,1,0,0,0,0.621
CASE_000456,49441.95,0.6583,-1,2,2,0,0,0,1,1,0.335
CASE_000457,8088.73,-0.1086,8,3,11,0,0,0,1,1,0.433
CASE_000459,38789.17,0.4608,2,3,5,0,0,0,1,0,0.418
CASE_000460,9456.33,-0.0833,-3,0,0,0,0,0,1,0,0.379
CASE_000461,25390.92,0.2123,1,4,4,0,0,0,0,0,0.415
CASE_000462,4559.65,-0.1741,5,0,8,0,0,0,0,0,0.715
CASE_000463,57109.35,0.8005,7,0,10,0,0,0,1,0,0.381
CASE_000464,23103.8,0.1698,4,0,7,0,0,0,0,0,0.854
CASE_000465,14799.45,0.0158,-3,0,0,0,0,0,1,0,0.62
CASE_000466,6266.9,-0.1424,7,0,10,0,0,0,0,0,0.55
CASE_000467,31410.01,0.3239,9,1,12,1,0,1,0,1,0.59
CASE_000468,607.44,-0.2474,-2,1,1,0,0,0,0,0,0.192
CASE_000469,9174.46,-0.0885,6,0,9,1,0,0,0,0,0.64
CASE_000470,4943.1,-0.167,-2,1,1,0,0,0,0,0,0.624
CASE_000471,8771.09,-0.096,1,4,4,0,0,0,1,0,0.613
CASE_000474,13258.33,-0.0128,1,0,4,0,0,0,0,1,0.626
