atm_id,atm_name,bank_name,state,district,city,area,pincode,latitude,longitude,location_type
ATM_000065,Punjab National Bank Standalone Kiosk 65,Punjab National Bank,Telangana,Hyderabad,Hyderabad,Area-40,49791,17.34742405438134,78.50317260198013,Standalone Kiosk
ATM_000066,SBI Bank Branch ATM 66,SBI,Karnataka,Bengaluru Urban,Bengaluru,Area-25,51686,12.900218055194538,77.54250981718093,Bank Branch ATM
ATM_000067,SBI Standalone Kiosk 67,SBI,Karnataka,Bengaluru Urban,Bengaluru,Area-36,66749,13.046975662974518,77.57480915302878,Standalone Kiosk
ATM_000068,IDFC First Bank Standalone Kiosk 68,IDFC First Bank,Maharashtra,Nashik,Nashik,Area-43,81482,20.001661835329486,73.68089881224297,Standalone Kiosk
ATM_000069,Yes Bank Railway Station ATM 69,Yes Bank,Maharashtra,Mumbai City,Mumbai,Area-9,77368,19.047869470061045,72.83897029136511,Railway Station ATM
ATM_000070,Canara Bank Petrol Station ATM 70,Canara Bank,Delhi,New Delhi,Delhi,Area-5,81549,28.61093533384239,77.12190066420231,Petrol Station ATM
ATM_000071,Union Bank of India Standalone Kiosk 71,Union Bank of India,Maharashtra,Pune,Pune,Area-19,76841,18.506607938478233,73.782250120563,Standalone Kiosk
ATM_000072,HDFC Bank Bank Branch ATM 72,HDFC Bank,Delhi,New Delhi,Delhi,Area-16,67966,28.60529633312464,77.18413266367179,Bank Branch ATM
ATM_000073,Kotak Mahindra Bank Residential Complex ATM 73,Kotak Mahindra Bank,Gujarat,Ahmedabad,Ahmedabad,Area-18,69644,22.98968863212216,72.57220494667465,Residential Complex ATM
ATM_000074,Canara Bank Mall ATM 74,Canara Bank,Maharashtra,Pune,Pune,Area-55,50438,18.46809959277957,73.83206758666077,Mall ATM
ATM_000075,HDFC Bank Railway Station ATM 75,HDFC Bank,Maharashtra,Mumbai City,Mumbai,Area-41,40745,18.992383613428444,72.89953481991003,Railway Station ATM
ATM_000076,IDFC First Bank Bank Branch ATM 76,IDFC First Bank,Maharashtra,Pune,Pune,Area-22,66726,18.480958937967856,73.88898196330666,Bank Branch ATM
ATM_000077,Punjab National Bank Mall ATM 77,Punjab National Bank,Maharashtra,Nashik,Nashik,Area-36,67322,19.994296362550525,73.81577764478342,Mall ATM
ATM_000078,ICICI Bank Bus Terminal ATM 78,ICICI Bank,Tamil Nadu,Chennai,Chennai,Area-10,82491,13.016759119533326,80.35773477485358,Bus Terminal ATM
ATM_000079,Union Bank of India Bus Terminal ATM 79,Union Bank of India,Karnataka,Bengaluru Urban,Bengaluru,Area-11,70220,12.96034381313443,77.6001663832849,Bus Terminal ATM
ATM_000080,Bank of Baroda Petrol Station ATM 80,Bank of Baroda,West Bengal,Kolkata,Kolkata,Area-6,65461,22.48184960995643,88.31036854347835,Petrol Station ATM
ATM_000081,Kotak Mahindra Bank Standalone Kiosk 81,Kotak Mahindra Bank,Tamil Nadu,Chennai,Chennai,Area-26,79785,12.995235563320193,80.27077047010026,Standalone Kiosk
ATM_000082,Kotak Mahindra Bank Bank Branch ATM 82,Kotak Mahindra Bank,Delhi,New Delhi,Delhi,Area-37,80382,28.684517927747155,77.27382011822627,Bank Branch ATM
ATM_000083,Canara Bank Standalone Kiosk 83,Canara Bank,Gujarat,Ahmedabad,Ahmedabad,Area-31,68669,22.97646464458243,72.65024669374333,Standalone Kiosk
ATM_000084,Punjab National Bank Petrol Station ATM 84,Punjab National Bank,Maharashtra,Thane,Navi Mumbai,Area-33,50394,19.01696770275906,73.04640699314487,Petrol Station ATM
ATM_000085,IDFC First Bank Market ATM 85,IDFC First Bank,Maharashtra,Mumbai City,Mumbai,Area-10,69232,19.05771664179589,72.80797306034603,Market ATM
ATM_000086,Yes Bank Residential Complex ATM 86,Yes Bank,Maharashtra,Mumbai City,Mumbai,Area-39,57766,19.035291190326124,72.95278667629792,Residential Complex ATM
ATM_000087,Bank of Baroda Bus Terminal ATM 87,Bank of Baroda,Tamil Nadu,Chennai,Chennai,Area-33,76629,13.163213981760919,80.27483541494635,Bus Terminal ATM
ATM_000088,ICICI Bank Bank Branch ATM 88,ICICI Bank,Delhi,New Delhi,Delhi,Area-57,68842,28.639232095980983,77.22590369495701,Bank Branch ATM
ATM_000089,Axis Bank Bank Branch ATM 89,Axis Bank,Maharashtra,Thane,Thane,Area-15,49710,19.198723007741325,72.97849104862745,Bank Branch ATM
ATM_000090,IDFC First Bank Bus Terminal ATM 90,IDFC First Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-4,71834,12.98496958115369,77.62831723547148,Bus Terminal ATM
ATM_000091,Axis Bank Market ATM 91,Axis Bank,Maharashtra,Thane,Thane,Area-27,66239,19.166454529946332,72.97995586679703,Market ATM
ATM_000092,IDFC First Bank Bank Branch ATM 92,IDFC First Bank,Tamil Nadu,Chennai,Chennai,Area-12,42652,13.027290638959121,80.24207205202167,Bank Branch ATM
ATM_000093,Canara Bank Market ATM 93,Canara Bank,Delhi,New Delhi,Delhi,Area-11,51430,28.696582778496296,77.16713981189507,Market ATM
ATM_000094,Bank of Baroda Airport ATM 94,Bank of Baroda,Delhi,New Delhi,Delhi,Area-14,59771,28.567419907162346,77.1304774560409,Airport ATM
ATM_000095,HDFC Bank Petrol Station ATM 95,HDFC Bank,Maharashtra,Nashik,Nashik,Area-41,55621,20.069211498629222,73.80487522551898,Petrol Station ATM
ATM_000096,Kotak Mahindra Bank Standalone Kiosk 96,Kotak Mahindra Bank,Telangana,Hyderabad,Hyderabad,Area-26,61148,17.364145805315758,78.50703286806385,Standalone Kiosk
ATM_000097,Union Bank of India Standalone Kiosk 97,Union Bank of India,Delhi,New Delhi,Delhi,Area-52,69579,28.62786094346967,77.15221128491396,Standalone Kiosk
ATM_000098,HDFC Bank Petrol Station ATM 98,HDFC Bank,Maharashtra,Mumbai City,Mumbai,Area-8,49769,19.073595118366192,72.91598594590499,Petrol Station ATM
ATM_000099,IDFC First Bank Market ATM 99,IDFC First Bank,Maharashtra,Mumbai City,Mumbai,Area-55,44336,19.09862751264778,72.86549569509508,Market ATM
ATM_000100,ICICI Bank Mall ATM 100,ICICI Bank,Gujarat,Surat,Surat,Area-25,50688,21.169110743177733,72.83088469121205,Mall ATM
ATM_000101,Punjab National Bank Bus Terminal ATM 101,Punjab National Bank,Uttar Pradesh,Lucknow,Lucknow,Area-32,82855,26.87737957319924,80.96877103238272,Bus Terminal ATM
ATM_000102,Kotak Mahindra Bank Bank Branch ATM 102,Kotak Mahindra Bank,Tamil Nadu,Chennai,Chennai,Area-49,45158,13.08414841783353,80.29908714110032,Bank Branch ATM
ATM_000103,Union Bank of India Market ATM 103,Union Bank of India,Maharashtra,Pune,Pune,Area-30,73619,18.571818119228674,73.8204912698154,Market ATM
ATM_000104,ICICI Bank Market ATM 104,ICICI Bank,Gujarat,Surat,Surat,Area-10,55897,21.176925632021224,72.83071261188478,Market ATM
ATM_000105,Punjab National Bank Bank Branch ATM 105,Punjab National Bank,West Bengal,Kolkata,Kolkata,Area-15,47213,22.591665327701005,88.33988352645241,Bank Branch ATM
ATM_000106,IDFC First Bank Railway Station ATM 106,IDFC First Bank,Tamil Nadu,Chennai,Chennai,Area-55,61342,13.080620650708337,80.27518697402225,Railway Station ATM
ATM_000107,Axis Bank Petrol Station ATM 107,Axis Bank,Delhi,New Delhi,Delhi,Area-5,49662,28.622080193168387,77.13056180899056,Petrol Station ATM
ATM_000108,Canara Bank Railway Station ATM 108,Canara Bank,Maharashtra,Pune,Pune,Area-54,53626,18.531064434688926,73.92049707509513,Railway Station ATM
ATM_000109,Punjab National Bank Mall ATM 109,Punjab National Bank,Maharashtra,Mumbai City,Mumbai,Area-40,64813,19.048705245865822,72.90331624721892,Mall ATM
ATM_000110,SBI Bank Branch ATM 110,SBI,Uttar Pradesh,Lucknow,Lucknow,Area-31,81665,26.841509210910036,80.92932237879623,Bank Branch ATM
ATM_000111,Kotak Mahindra Bank Bank Branch ATM 111,Kotak Mahindra Bank,Delhi,New Delhi,Delhi,Area-19,52617,28.715488210873,77.18609590047105,Bank Branch ATM
ATM_000112,Punjab National Bank Petrol Station ATM 112,Punjab National Bank,Maharashtra,Thane,Navi Mumbai,Area-51,60506,18.974376888621933,73.05461489042501,Petrol Station ATM
ATM_000113,Axis Bank Bank Branch ATM 113,Axis Bank,Maharashtra,Nashik,Nashik,Area-2,54170,19.92410745987661,73.79184364270432,Bank Branch ATM
ATM_000114,Yes Bank Bus Terminal ATM 114,Yes Bank,Telangana,Hyderabad,Hyderabad,Area-42,50631,17.395704010128544,78.54583853098958,Bus Terminal ATM
ATM_000115,IDFC First Bank Residential Complex ATM 115,IDFC First Bank,Maharashtra,Thane,Navi Mumbai,Area-13,43240,18.961436309797246,73.08239249439514,Residential Complex ATM
ATM_000116,Axis Bank Market ATM 116,Axis Bank,Rajasthan,Jaipur,Jaipur,Area-22,64995,27.001808110390673,75.82921527881629,Market ATM
ATM_000117,Kotak Mahindra Bank Standalone Kiosk 117,Kotak Mahindra Bank,West Bengal,Kolkata,Kolkata,Area-4,47170,22.59868856466145,88.32912354579254,Standalone Kiosk
ATM_000118,Union Bank of India Standalone Kiosk 118,Union Bank of India,Tamil Nadu,Chennai,Chennai,Area-34,55168,13.15649698972961,80.28188838816315,Standalone Kiosk
ATM_000119,SBI Bank Branch ATM 119,SBI,Delhi,New Delhi,Delhi,Area-9,78807,28.603818785839334,77.18312340651356,Bank Branch ATM
ATM_000120,HDFC Bank Mall ATM 120,HDFC Bank,Telangana,Hyderabad,Hyderabad,Area-7,45190,17.374754310559396,78.5597594930324,Mall ATM
ATM_000121,Kotak Mahindra Bank Mall ATM 121,Kotak Mahindra Bank,Telangana,Hyderabad,Hyderabad,Area-20,63464,17.342333292276365,78.49346209537943,Mall ATM
ATM_000122,IndusInd Bank Railway Station ATM 122,IndusInd Bank,Telangana,Hyderabad,Hyderabad,Area-30,69933,17.384855577077527,78.4874531867876,Railway Station ATM
ATM_000123,IndusInd Bank Railway Station ATM 123,IndusInd Bank,Maharashtra,Mumbai City,Mumbai,Area-56,54808,18.99240134164207,72.94190716434582,Railway Station ATM
ATM_000124,Bank of Baroda Standalone Kiosk 124,Bank of Baroda,Delhi,New Delhi,Delhi,Area-49,54309,28.524040495828203,77.17801726219486,Standalone Kiosk
ATM_000125,Union Bank of India Bank Branch ATM 125,Union Bank of India,Maharashtra,Mumbai City,Mumbai,Area-24,81325,19.05609455800176,72.85194738153311,Bank Branch ATM
ATM_000126,Bank of Baroda Bank Branch ATM 126,Bank of Baroda,Karnataka,Bengaluru Urban,Bengaluru,Area-35,46632,13.071962178689883,77.55403727801595,Bank Branch ATM
ATM_000127,Yes Bank Market ATM 127,Yes Bank,Maharashtra,Nagpur,Nagpur,Area-46,65537,21.128869654511178,79.12016440396849,Market ATM
ATM_000128,Kotak Mahindra Bank Mall ATM 128,Kotak Mahindra Bank,Maharashtra,Thane,Thane,Area-23,43204,19.175580494462682,72.95139935705849,Mall ATM
ATM_000129,Yes Bank Standalone Kiosk 129,Yes Bank,Maharashtra,Mumbai City,Mumbai,Area-46,72242,19.151033162138866,72.82132000660862,Standalone Kiosk
ATM_000130,Punjab National Bank Bank Branch ATM 130,Punjab National Bank,Telangana,Hyderabad,Hyderabad,Area-40,51821,17.376764361497344,78.52010900916461,Bank Branch ATM
ATM_000131,IndusInd Bank Standalone Kiosk 131,IndusInd Bank,Maharashtra,Thane,Navi Mumbai,Area-42,54409,19.065222027337697,72.99106211586327,Standalone Kiosk
ATM_000132,Union Bank of India Hospital ATM 132,Union Bank of India,Uttar Pradesh,Lucknow,Lucknow,Area-58,79818,26.916111654175808,80.92494616473292,Hospital ATM
ATM_000133,IDFC First Bank Market ATM 133,IDFC First Bank,Telangana,Hyderabad,Hyderabad,Area-23,70270,17.39310976298901,78.47460760669075,Market ATM
ATM_000134,SBI Hospital ATM 134,SBI,Maharashtra,Nagpur,Nagpur,Area-4,52638,21.104469025844185,79.06739441542916,Hospital ATM
ATM_000135,IDFC First Bank Mall ATM 135,IDFC First Bank,Telangana,Hyderabad,Hyderabad,Area-32,76554,17.379169437014014,78.45218569189713,Mall ATM
ATM_000136,HDFC Bank Bank Branch ATM 136,HDFC Bank,Maharashtra,Mumbai City,Mumbai,Area-20,71393,19.003352352841798,72.88688821582075,Bank Branch ATM
ATM_000137,IndusInd Bank Mall ATM 137,IndusInd Bank,Gujarat,Surat,Surat,Area-4,55647,21.158160741033235,72.82205586068235,Mall ATM
ATM_000138,ICICI Bank Mall ATM 138,ICICI Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-10,64211,12.996437254553518,77.59047676756458,Mall ATM
ATM_000139,IDFC First Bank University ATM 139,IDFC First Bank,West Bengal,Kolkata,Kolkata,Area-32,56869,22.572058538593936,88.44718366723897,University ATM
ATM_000140,Canara Bank Bus Terminal ATM 140,Canara Bank,Maharashtra,Mumbai City,Mumbai,Area-57,62768,19.080461406981236,72.86046431074956,Bus Terminal ATM
ATM_000141,Punjab National Bank Bus Terminal ATM 141,Punjab National Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-20,75357,12.926011280814146,77.59276686956434,Bus Terminal ATM
ATM_000142,Yes Bank University ATM 142,Yes Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-33,50621,13.005777594259621,77.66548416343022,University ATM
ATM_000143,Punjab National Bank Railway Station ATM 143,Punjab National Bank,Uttar Pradesh,Lucknow,Lucknow,Area-11,60911,26.795380319927464,80.87343924977921,Railway Station ATM
ATM_000144,SBI Standalone Kiosk 144,SBI,Telangana,Hyderabad,Hyderabad,Area-8,47479,17.387702113801755,78.47633122243927,Standalone Kiosk
ATM_000145,SBI Bus Terminal ATM 145,SBI,Karnataka,Bengaluru Urban,Bengaluru,Area-47,42426,12.887954491448182,77.55502529472385,Bus Terminal ATM
ATM_000146,Yes Bank Residential Complex ATM 146,Yes Bank,Maharashtra,Pune,Pune,Area-37,65818,18.561266359014486,73.78630310482242,Residential Complex ATM
ATM_000147,Punjab National Bank Bank Branch ATM 147,Punjab National Bank,Maharashtra,Nagpur,Nagpur,Area-12,76101,21.12139295014641,79.1175584892323,Bank Branch ATM
ATM_000148,IDFC First Bank Petrol Station ATM 148,IDFC First Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-30,77717,13.042346873080792,77.55090291341513,Petrol Station ATM
ATM_000149,SBI Market ATM 149,SBI,Delhi,New Delhi,Delhi,Area-35,48294,28.566950971452364,77.13700053595524,Market ATM
ATM_000150,SBI Residential Complex ATM 150,SBI,Maharashtra,Mumbai City,Mumbai,Area-4,73724,19.09729649050799,72.81276288023713,Residential Complex ATM
ATM_000151,IndusInd Bank Residential Complex ATM 151,IndusInd Bank,Gujarat,Ahmedabad,Ahmedabad,Area-18,48493,23.013810739773586,72.63631846846478,Residential Complex ATM
ATM_000152,HDFC Bank Petrol Station ATM 152,HDFC Bank,Rajasthan,Jaipur,Jaipur,Area-52,76118,26.837479421799046,75.81687789794105,Petrol Station ATM
ATM_000153,Union Bank of India Bank Branch ATM 153,Union Bank of India,Maharashtra,Thane,Thane,Area-22,61885,19.309371729419805,72.91656742691242,Bank Branch ATM
ATM_000154,Punjab National Bank Market ATM 154,Punjab National Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-42,40591,13.030975263608683,77.61477713542263,Market ATM
ATM_000155,Kotak Mahindra Bank Hospital ATM 155,Kotak Mahindra Bank,Maharashtra,Mumbai City,Mumbai,Area-36,64381,19.00400510107645,72.93018624109656,Hospital ATM
ATM_000156,HDFC Bank Standalone Kiosk 156,HDFC Bank,Tamil Nadu,Chennai,Chennai,Area-1,63732,13.097935295951363,80.18958821733725,Standalone Kiosk
ATM_000157,Axis Bank University ATM 157,Axis Bank,Maharashtra,Pune,Pune,Area-56,52545,18.516805265578412,73.75920059992089,University ATM
ATM_000158,IDFC First Bank Petrol Station ATM 158,IDFC First Bank,Tamil Nadu,Chennai,Chennai,Area-57,63131,13.144202743860363,80.18563078919047,Petrol Station ATM
ATM_000159,Kotak Mahindra Bank Bus Terminal ATM 159,Kotak Mahindra Bank,Tamil Nadu,Chennai,Chennai,Area-40,49684,13.081309526816058,80.24931750677922,Bus Terminal ATM
ATM_000160,Kotak Mahindra Bank Bank Branch ATM 160,Kotak Mahindra Bank,West Bengal,Kolkata,Kolkata,Area-10,61971,22.589508225113097,88.35757828808921,Bank Branch ATM
ATM_000161,IndusInd Bank Bus Terminal ATM 161,IndusInd Bank,Maharashtra,Mumbai City,Mumbai,Area-50,76299,19.012614403346685,72.87843346044671,Bus Terminal ATM
ATM_000162,Punjab National Bank Standalone Kiosk 162,Punjab National Bank,Uttar Pradesh,Lucknow,Lucknow,Area-1,82875,26.812201186879157,80.90787718609693,Standalone Kiosk
ATM_000163,IDFC First Bank Market ATM 163,IDFC First Bank,Maharashtra,Pune,Pune,Area-31,58658,18.555942912007595,73.80351168501747,Market ATM
