withdrawal_id,complaint_id,account_id,atm_id,withdrawal_timestamp,withdrawal_amount,latitude,longitude,time_since_fraud,time_since_last_transfer,withdrawal_sequence,withdrawal_success
WD_000014,CASE_000014,ACC_002678,ATM_000354,2025-04-10 04:52:15.082835515,1734.86,17.436629734550714,78.52305853331826,10.312,6.828,1,1
WD_000015,CASE_000015,ACC_002700,ATM_003455,2026-06-23 11:35:46.813662941,154.45,22.714340040056996,75.90093413246652,1.242,0.65,1,1
WD_000016,CASE_000016,ACC_007066,ATM_004510,2024-02-15 11:00:24.528294158,2713.54,21.177833679791675,79.07939010291776,8.322,7.429,1,1
WD_000017,CASE_000017,ACC_018856,ATM_002630,2025-09-23 17:54:48.339481701,10117.65,18.591135646402197,73.86756700752946,2.499,1.236,1,1
WD_000018,CASE_000018,ACC_007808,ATM_002831,2024-06-05 09:25:58.586434708,888.75,18.50709746206762,73.9461502911782,2.135,0.7,1,0
WD_000019,CASE_000019,ACC_012021,ATM_003441,2025-04-12 16:35:28.158980419,6048.48,18.55133465341294,73.86840429779424,3.49,1.435,1,1
WD_000020,CASE_000020,ACC_010946,ATM_000599,2024-06-23 15:13:58.681182654,28214.27,22.67632472784437,75.85092567193807,2.721,0.716,1,1
WD_000021,CASE_000021,ACC_013821,ATM_003543,2024-06-24 00:50:28.382916073,6158.44,26.906599404527256,75.80561017792726,16.232,13.77,1,1
WD_000022,CASE_000022,ACC_032107,ATM_005579,2026-07-01 04:47:21.645610581,2563.84,23.050513640701627,72.58341730168826,32.288,30.0,1,0
WD_000023,CASE_000023,ACC_007668,ATM_003477,2024-03-12 12:56:52.058175350,2384.65,23.0203890162669,72.51459667229784,8.097,6.342,1,1
WD_000024,CASE_000024,ACC_038498,ATM_003342,2026-05-28 14:43:58.887104971,632.96,22.947831959483633,72.6523523289351,13.743,12.201,1,1
WD_000025,CASE_000025,ACC_019369,ATM_003117,2024-08-14 20:16:43.242439757,5509.45,19.12913772807576,73.03040659397088,3.645,0.39,1,1
WD_000026,CASE_000026,ACC_002058,ATM_002629,2025-08-10 09:41:25.518843502,5968.33,20.076022338826046,73.86011370726156,30.403,26.757,1,1
WD_000027,CASE_000027,ACC_025099,ATM_003611,2026-01-02 03:52:33.065861508,5895.2,13.104261535459942,80.27568075972225,3.649,2.177,1,1
WD_000028,CASE_000028,ACC_001493,ATM_001963,2025-07-28 03:08:43.533207213,6959.9,17.330249352411485,78.43092104427362,1.929,0.585,1,1
WD_000029,CASE_000029,ACC_035312,ATM_000153,2025-04-08 06:41:16.275229283,3953.86,19.309371729419805,72.91656742691242,6.591,4.583,1,1
WD_000030,CASE_000030,ACC_020043,ATM_005701,2025-01-03 07:32:15.425442817,1565.93,23.04296792049416,72.63030994637154,5.915,3.602,1,1
WD_000031,CASE_000031,ACC_011791,ATM_001528,2024-12-17 14:21:49.886311841,4311.81,12.993910515179792,77.520991218458,17.805,16.912,1,1
WD_000032,CASE_000032,ACC_038235,ATM_006731,2025-10-01 17:22:26.257557436,922.25,23.042300851353335,72.50234629759478,4.238,2.423,1,1
WD_000033,CASE_000033,ACC_026526,ATM_002115,2025-04-05 14:10:46.194960946,9660.27,19.122378372866123,72.88495571489098,4.242,1.751,1,1
WD_000034,CASE_000034,ACC_038433,ATM_003730,2026-04-23 06:59:03.779618975,10849.97,22.479014659752306,88.39121550567269,2.322,0.1,1,1
WD_000035,CASE_000035,ACC_008931,ATM_004805,2025-09-10 21:32:05.961020701,8933.46,22.958362014431124,72.60901206897643,2.722,0.301,1,1
WD_000036,CASE_000036,ACC_018106,ATM_006778,2025-11-14 21:33:09.005755961,52286.88,12.98845414475257,77.50271474073385,4.929,2.99,1,1
WD_000037,CASE_000037,ACC_036479,ATM_003605,2025-09-13 20:32:44.247564675,6400.56,26.8889490328459,80.96846629355396,2.487,0.61,1,1
WD_000038,CASE_000038,ACC_014284,ATM_005412,2024-12-04 08:56:31.159645329,11654.53,22.632418733917046,88.42845061358109,24.783,23.48,1,1
WD_000039,CASE_000039,ACC_015699,ATM_006037,2026-01-01 00:02:02.064105796,3548.24,26.763868934440872,81.01034418586666,31.243,30.0,1,1
WD_000040,CASE_000040,ACC_029013,ATM_001011,2026-01-07 11:15:43.042495827,1128.45,13.142438560042322,80.35863164802218,15.407,12.546,1,1
WD_000041,CASE_000041,ACC_005686,ATM_006176,2026-01-08 12:13:43.090680737,4297.51,22.730535442191545,75.85046844486064,14.699,12.349,1,1
WD_000042,CASE_000042,ACC_012900,ATM_005341,2024-10-30 01:53:01.677735662,2085.66,21.11765547171798,79.04590069228423,3.931,1.48,1,1
WD_000043,CASE_000043,ACC_036175,ATM_006178,2026-05-11 05:35:22.641258967,3345.63,28.62643386392566,77.16787225487354,6.826,4.343,1,1
WD_000044,CASE_000044,ACC_039175,ATM_002291,2024-04-23 10:56:09.859887083,25962.1,21.14666818089384,72.87072779021126,7.312,5.247,1,1
WD_000045,CASE_000045,ACC_021418,ATM_003422,2025-03-20 23:19:55.627919710,100412.27,21.132464935076918,79.07178349250022,1.781,1.09,1,1
WD_000046,CASE_000046,ACC_028269,ATM_000354,2025-08-18 12:29:01.163561154,4312.87,17.436629734550714,78.52305853331826,1.786,0.1,1,1
WD_000047,CASE_000047,ACC_033807,ATM_004474,2024-08-07 15:09:41.970992979,725.27,19.06718843259071,72.87704604341032,3.711,2.217,1,1
WD_000048,CASE_000048,ACC_031139,ATM_003204,2024-09-22 06:43:18.116780586,4476.55,17.41525110623279,78.53208838980086,9.169,7.599,1,0
WD_000049,CASE_000049,ACC_038235,ATM_003997,2024-02-26 18:42:27.674423822,10465.83,19.051516896956898,72.84722166511376,4.844,3.952,1,1
WD_000050,CASE_000050,ACC_034675,ATM_003062,2025-08-16 22:10:13.866525749,1812.86,28.64671902226962,77.25543371321055,9.7,8.306,1,1
WD_000051,CASE_000051,ACC_009646,ATM_002856,2025-07-28 03:54:43.667604500,22881.56,21.162141343994147,72.83793759055008,21.312,20.136,1,1
WD_000052,CASE_000052,ACC_003447,ATM_003989,2024-11-17 23:16:00.544170354,201.97,22.70857357465848,75.82968062774447,27.392,26.394,1,1
WD_000053,CASE_000053,ACC_023276,ATM_000265,2025-11-09 16:17:22.395772854,1325.07,26.82514724816523,80.88247661637952,13.773,12.542,1,1
WD_000054,CASE_000054,ACC_035534,ATM_006536,2024-04-08 07:47:23.966285933,185979.45,18.98649950307746,73.04758880340336,15.909,14.708,1,1
WD_000055,CASE_000055,ACC_023777,ATM_002446,2025-04-14 00:13:09.769737834,1867.95,17.366032229794783,78.46160251007286,2.723,1.096,1,1
WD_000056,CASE_000056,ACC_035263,ATM_001080,2025-01-28 04:59:51.928583562,46891.64,21.235972545604387,79.14981281574624,1.914,0.489,1,1
WD_000057,CASE_000057,ACC_017396,ATM_000320,2024-03-31 23:58:44.516833680,2311.51,21.135467638858085,72.82402463192551,25.353,23.265,1,1
WD_000058,CASE_000058,ACC_037340,ATM_006507,2024-03-30 11:03:29.293440336,2287.18,21.17795249413645,72.8442379543358,3.601,1.671,1,1
WD_000059,CASE_000059,ACC_031160,ATM_003418,2026-05-24 02:36:38.060519414,12703.65,22.574361530492958,88.35430435669086,3.743,2.566,1,1
WD_000060,CASE_000060,ACC_018529,ATM_002055,2026-05-14 17:06:08.619335111,7418.65,21.06560889461726,79.13294930261827,5.084,4.019,1,1
WD_000061,CASE_000061,ACC_022828,ATM_000846,2025-02-05 12:58:17.456925428,6512.39,26.92719144278705,75.81645346883607,15.806,13.709,1,0
WD_000062,CASE_000062,ACC_023171,ATM_002096,2026-03-06 11:51:53.724603171,1071.99,21.123443981121973,79.15348072861798,4.996,3.467,1,1
WD_000063,CASE_000063,ACC_036923,ATM_000347,2025-01-23 10:01:59.048398933,2404.37,21.206847089969767,72.83384971456034,10.034,7.4,1,1
WD_000064,CASE_000064,ACC_018020,ATM_004754,2025-06-02 21:40:16.076055373,12180.13,13.032347035723513,77.60324435321472,3.448,2.667,1,1
WD_000065,CASE_000065,ACC_005301,ATM_002796,2024-11-13 06:15:14.075449620,206.62,17.325906252087144,78.45648775905734,15.36,11.931,1,1
WD_000066,CASE_000066,ACC_017927,ATM_001824,2025-08-10 13:05:18.067652080,45908.42,17.322420693537037,78.43487647391477,3.078,1.969,1,1
WD_000067,CASE_000067,ACC_022587,ATM_006406,2025-08-16 05:46:29.977244518,1357.93,13.128282836684116,80.24326447377985,5.791,5.101,1,1
WD_000068,CASE_000068,ACC_022574,ATM_004008,2025-10-27 02:34:26.786671636,20963.87,19.156056382150624,73.0120144724976,3.08,1.47,1,0
WD_000069,CASE_000069,ACC_033083,ATM_002591,2024-07-16 08:03:15.787842663,1755.03,22.63128545255781,88.3077437788285,18.136,16.519,1,1
WD_000070,CASE_000070,ACC_011791,ATM_005190,2024-03-18 23:48:33.131712158,4908.47,17.373447097296353,78.48162288568679,27.376,26.487,1,1
WD_000071,CASE_000071,ACC_031252,ATM_004105,2024-11-11 20:39:17.518140443,1369.5,26.871086031089828,81.04770114917397,4.554,3.008,1,1
WD_000072,CASE_000072,ACC_027898,ATM_002265,2025-10-07 21:34:18.861384260,52611.39,12.987114523329964,77.58946344264616,25.053,21.492,1,1
WD_000073,CASE_000073,ACC_010677,ATM_003153,2025-04-11 03:51:23.841267369,387.26,21.14251204934222,79.08450082142906,6.368,5.673,1,1
WD_000074,CASE_000074,ACC_006239,ATM_005120,2026-03-22 09:20:03.476091665,5976.54,12.961280289670052,77.63112374577437,4.116,1.867,1,1
WD_000075,CASE_000075,ACC_019946,ATM_002407,2024-06-11 04:30:23.015798710,34738.88,12.953948666434071,77.64585126262688,7.204,5.163,1,1
WD_000076,CASE_000076,ACC_034675,ATM_004174,2026-05-15 11:10:10.529692450,19948.62,20.08622261817129,73.73324907150409,7.784,6.783,1,1
WD_000077,CASE_000077,ACC_012540,ATM_001956,2024-02-16 02:28:32.664217377,445.96,21.200908964903707,72.80322630576961,16.552,14.251,1,1
WD_000078,CASE_000078,ACC_003259,ATM_004480,2024-05-15 00:22:35.208784333,16100.35,21.239068265734414,72.89556350249082,18.098,17.404,1,1
WD_000079,CASE_000079,ACC_018963,ATM_005272,2026-04-02 08:33:34.158852264,9784.59,26.92927592506591,75.79719416350568,18.382,16.513,1,1
WD_000080,CASE_000080,ACC_032284,ATM_006229,2026-05-03 21:07:41.243520113,8167.81,28.60829893916061,77.2301875163617,1.973,1.192,1,1
WD_000081,CASE_000081,ACC_009771,ATM_000892,2026-04-13 15:05:37.981762846,4030.69,21.108598692025236,72.91347097606786,1.278,0.322,1,1
WD_000082,CASE_000082,ACC_037694,ATM_002412,2024-09-30 11:31:14.448113740,4271.67,22.721985728465675,75.81601827377335,5.512,3.507,1,1
WD_000083,CASE_000083,ACC_035913,ATM_003910,2024-08-20 20:09:52.358720547,17498.25,23.112274975853957,72.52243940059373,2.77,1.42,1,1
WD_000084,CASE_000084,ACC_002294,ATM_005735,2025-09-24 17:32:10.855134374,80306.69,19.16060743906607,72.91287085750078,5.809,4.645,1,1
WD_000085,CASE_000085,ACC_029659,ATM_005154,2026-05-19 15:45:32.553323485,2522.12,18.483701643755747,73.81112739511649,5.745,3.335,1,1
WD_000086,CASE_000086,ACC_029125,ATM_004157,2024-02-07 10:59:52.051918636,840.11,26.841906688777726,80.83657007280159,10.522,9.088,1,1
WD_000087,CASE_000087,ACC_013088,ATM_006402,2024-07-03 19:05:05.877075057,1410.02,18.480844185138317,73.82375355687613,5.54,3.03,1,1
WD_000088,CASE_000088,ACC_020792,ATM_005685,2025-09-12 03:42:22.958751782,2811.9,28.602866257301688,77.21661240489959,3.515,2.451,1,1
WD_000089,CASE_000089,ACC_031173,ATM_001562,2024-01-28 22:47:37.088926973,1383.12,17.406609920368073,78.47088194527866,12.056,10.559,1,1
WD_000090,CASE_000090,ACC_002058,ATM_002127,2026-06-18 10:42:18.700024891,1218.23,21.166497960658784,79.06829298646034,17.33,15.158,1,1
WD_000091,CASE_000091,ACC_038706,ATM_005720,2025-03-17 11:48:15.161856305,59479.87,19.067797229531962,72.9028797540273,19.777,19.06,1,1
WD_000092,CASE_000092,ACC_021754,ATM_005499,2024-02-25 23:37:19.934709114,3389.7,19.0795671035312,72.90390140712688,4.515,3.322,1,1
WD_000093,CASE_000093,ACC_016979,ATM_001630,2024-12-01 10:44:43.323798819,4516.69,28.571468256680873,77.30388000829315,1.799,1.005,1,1
WD_000094,CASE_000094,ACC_033560,ATM_000014,2025-07-29 15:52:48.970664407,13017.36,23.09710045263039,72.54803556032552,7.072,6.379,1,1
WD_000095,CASE_000095,ACC_027775,ATM_006016,2025-04-20 20:09:31.867775873,54025.43,19.079089484320708,72.8976682703335,6.655,5.509,1,1
WD_000096,CASE_000096,ACC_013340,ATM_006229,2024-10-05 04:12:16.693435208,2668.28,28.60829893916061,77.2301875163617,3.159,1.281,1,1
WD_000097,CASE_000097,ACC_030038,ATM_006267,2026-03-25 08:56:18.957779687,3567.76,19.13672142315417,72.91107472459805,14.87,13.509,1,1
WD_000098,CASE_000098,ACC_035485,ATM_001788,2024-02-18 20:03:00.918222278,3505.98,13.047537840686545,80.33434629009204,2.571,1.047,1,1
WD_000099,CASE_000099,ACC_001756,ATM_004481,2026-01-20 05:47:59.339892121,13120.02,28.569916321984532,77.1507673873706,3.855,2.386,1,1
WD_000100,CASE_000100,ACC_033235,ATM_002303,2026-02-27 10:37:29.389321186,25756.19,12.94723078733266,77.60521172632608,21.317,20.629,1,0
WD_000101,CASE_000101,ACC_029193,ATM_003516,2025-08-16 10:45:10.119280109,38495.12,22.57057382213568,88.38386997337118,3.236,2.039,1,1
WD_000102,CASE_000102,ACC_028109,ATM_004019,2024-09-04 20:00:33.238340366,12651.48,19.067382601868015,72.86504666215377,30.972,30.0,1,1
WD_000103,CASE_000103,ACC_008235,ATM_001683,2025-05-21 12:38:07.592658943,1872.17,22.65526049199425,88.37999950816608,31.165,30.0,1,1
WD_000104,CASE_000104,ACC_034551,ATM_004501,2025-12-21 20:10:24.921524053,12763.15,19.039672776836106,72.92292246593107,2.431,1.038,1,1
WD_000105,CASE_000105,ACC_000609,ATM_002330,2025-10-10 13:25:40.920007199,1666.13,13.025215102563953,77.63229419572787,2.945,0.751,1,1
WD_000106,CASE_000106,ACC_035534,ATM_000342,2026-02-09 08:21:43.838144626,443.94,21.160283148065485,72.86238893893328,7.817,6.722,1,1
WD_000107,CASE_000107,ACC_027752,ATM_003110,2025-07-23 16:35:25.122078761,1099.95,26.813149090300136,80.92421587202101,25.501,24.753,1,0
WD_000108,CASE_000108,ACC_033473,ATM_003498,2024-07-04 18:19:57.486070851,3807.9,22.588034088713204,88.28414607471407,5.57,4.608,1,1
WD_000109,CASE_000109,ACC_035532,ATM_004561,2024-02-24 23:05:13.855227805,15558.49,22.641853798171287,75.91055750533883,12.921,12.012,1,1
WD_000110,CASE_000110,ACC_022038,ATM_001716,2025-10-19 02:56:54.945841584,3257.17,22.571672169951757,88.36686597823928,24.597,21.715,1,0
WD_000111,CASE_000111,ACC_027565,ATM_003651,2024-10-14 08:05:09.379445606,744.04,20.071489787709282,73.81726026911521,6.061,3.584,1,1
WD_000112,CASE_000112,ACC_019811,ATM_002466,2024-11-08 06:04:51.536909079,32295.06,22.574247282793163,88.33637322651265,6.873,4.509,1,1
WD_000113,CASE_000113,ACC_029946,ATM_004479,2024-05-27 14:38:35.622273460,18964.64,23.00612096776389,72.47934960599154,4.441,2.567,1,1
WD_000114,CASE_000114,ACC_015964,ATM_002806,2026-02-07 09:06:15.086860565,2794.68,18.599265320345705,73.80296670097576,19.954,17.048,1,1
WD_000115,CASE_000115,ACC_014773,ATM_003503,2024-04-10 03:03:08.151432609,575.57,19.09027152412107,72.89014030114377,4.099,2.799,1,1
WD_000116,CASE_000116,ACC_022657,ATM_002714,2025-05-26 03:10:12.969925995,2092.72,19.135513793388636,72.95218791672555,8.254,7.412,1,1
WD_000117,CASE_000117,ACC_001899,ATM_003494,2024-01-10 01:25:51.400495122,2919.84,17.427578689819974,78.50859605922943,5.719,3.725,1,1
WD_000118,CASE_000118,ACC_037452,ATM_003284,2024-09-28 19:20:06.452244474,1165.87,19.179225773562518,72.88157336758022,12.247,10.876,1,1
WD_000119,CASE_000119,ACC_030824,ATM_005156,2025-09-01 19:48:47.030328900,2855.75,19.08487738715736,72.87041528812014,4.116,2.438,1,0
WD_000120,CASE_000120,ACC_024828,ATM_001341,2024-03-04 10:17:36.166768229,169.04,19.08048893005122,72.89581355511166,7.273,6.467,1,1
WD_000121,CASE_000121,ACC_039271,ATM_004149,2025-06-17 16:21:21.036176172,9078.66,28.62079328206327,77.19808049233727,3.736,1.213,1,1
WD_000122,CASE_000122,ACC_020813,ATM_003994,2026-03-31 15:59:28.035696733,1518.33,21.14169967191115,79.1086920889473,7.822,6.075,1,1
WD_000123,CASE_000123,ACC_011189,ATM_005162,2024-07-20 21:04:17.933648795,31761.57,21.18406064041175,72.75976752481021,5.697,3.691,1,1
WD_000124,CASE_000124,ACC_020379,ATM_005089,2026-04-13 08:40:03.797724689,5401.8,26.844429351734863,80.95467156821756,4.181,2.793,1,1
WD_000125,CASE_000125,ACC_018072,ATM_002901,2024-03-26 02:38:04.960064324,675.98,28.63020495026262,77.22964208133759,10.155,7.337,1,1
WD_000126,CASE_000126,ACC_037468,ATM_001372,2025-02-12 18:23:05.498152110,7052.65,21.226156917147936,72.85222970669999,5.776,1.671,1,1
WD_000127,CASE_000127,ACC_039484,ATM_004955,2024-01-14 05:10:32.732192959,15471.9,18.479795378674602,73.77040150290316,23.114,21.267,1,1
WD_000128,CASE_000128,ACC_005466,ATM_006963,2024-12-28 05:43:11.857025050,7728.91,17.29140179653027,78.47160702697525,3.114,0.923,1,1
WD_000129,CASE_000129,ACC_027565,ATM_003590,2024-07-17 01:43:09.791537563,17663.16,20.034758076559765,73.84253875039822,5.841,4.356,1,1
WD_000130,CASE_000130,ACC_013821,ATM_003894,2024-01-29 17:18:59.121740349,1940.64,12.982745570133359,77.64477153715345,3.327,1.954,1,1
WD_000131,CASE_000131,ACC_036479,ATM_005710,2026-03-26 20:54:04.721632654,3939.26,17.39922257188,78.46210881643053,7.654,5.79,1,1
WD_000132,CASE_000132,ACC_005280,ATM_001370,2025-09-12 19:28:40.493022023,14164.65,21.1420304335191,79.1011515508913,2.701,1.035,1,1
WD_000133,CASE_000133,ACC_008475,ATM_004914,2025-03-01 13:37:09.429489111,4641.47,21.178175158420125,72.80111286883809,5.857,4.246,1,1
WD_000134,CASE_000134,ACC_039142,ATM_004630,2024-09-15 05:21:02.488384538,612.84,18.54502056088738,73.78473032797481,3.694,2.065,1,1
WD_000135,CASE_000135,ACC_031929,ATM_002043,2026-04-16 04:33:48.450733038,37772.17,17.39941948944294,78.52516876133494,7.138,5.812,1,1
WD_000136,CASE_000136,ACC_013557,ATM_003982,2024-05-03 02:23:43.025482777,5586.82,28.58585424331745,77.19888384504563,3.035,1.258,1,1
WD_000137,CASE_000137,ACC_020783,ATM_003247,2024-04-01 03:20:40.955623104,5898.14,21.150256300309323,79.09090490618917,29.717,28.746,1,1
WD_000138,CASE_000138,ACC_020379,ATM_001394,2024-10-09 19:42:24.190298260,1688.1,19.004574429707215,72.85076204500595,8.367,6.432,1,1
WD_000139,CASE_000139,ACC_026836,ATM_004783,2024-04-26 20:24:55.078986154,1892.72,26.874041432137485,81.00914964099336,6.523,2.271,1,1
WD_000140,CASE_000140,ACC_000189,ATM_002658,2024-09-16 03:58:08.963701619,1730.42,12.972953926000017,77.59975129780649,6.535,3.415,1,1
WD_000141,CASE_000141,ACC_025409,ATM_002418,2025-07-03 13:21:23.016634015,1074.11,12.938037525099514,77.52046722762103,7.997,4.863,1,1
WD_000142,CASE_000142,ACC_028991,ATM_000162,2024-04-05 05:55:58.283127738,7233.21,26.812201186879157,80.90787718609693,9.713,8.255,1,1
WD_000143,CASE_000143,ACC_014401,ATM_003107,2025-12-29 19:30:00.149052338,10530.87,21.170577759560384,79.06118418401324,8.754,7.57,1,1
WD_000144,CASE_000144,ACC_031364,ATM_006708,2026-03-23 05:16:30.510611784,3568.06,13.009352260631955,77.62860244052438,8.224,7.523,1,1
WD_000145,CASE_000145,ACC_014424,ATM_004545,2026-03-14 08:31:17.121637103,997.98,21.16228332072774,79.04998717070224,1.779,0.965,1,1
WD_000146,CASE_000146,ACC_022412,ATM_002825,2026-04-09 17:58:43.023791364,6876.81,22.761289013812828,75.85928679709927,12.932,11.342,1,1
WD_000147,CASE_000147,ACC_010188,ATM_003283,2026-05-03 17:21:02.232875985,3101.1,18.567211657765114,73.84904030496982,3.727,2.045,1,1
WD_000148,CASE_000148,ACC_002442,ATM_006408,2024-02-14 11:53:06.697652634,1495.53,18.50337436659993,73.7898965938837,2.985,2.212,1,1
WD_000149,CASE_000149,ACC_012923,ATM_004040,2024-02-26 04:45:26.145605751,4475.2,22.933812975707234,72.54629457541576,3.821,2.802,1,0
WD_000150,CASE_000150,ACC_025734,ATM_004541,2024-10-23 07:44:26.350759554,12469.12,19.058477823749282,72.78316845818485,6.771,2.402,1,1
WD_000151,CASE_000151,ACC_022101,ATM_000160,2025-04-13 16:40:10.682459921,492.31,22.589508225113097,88.35757828808921,33.826,30.0,1,1
WD_000152,CASE_000152,ACC_005159,ATM_006113,2026-02-18 07:59:52.832567661,2893.54,18.516968373596814,73.86147167637913,19.707,16.553,1,1
WD_000153,CASE_000153,ACC_004920,ATM_005207,2024-01-12 09:28:35.321336120,644.03,19.12049118634953,72.87861115329022,14.477,12.036,1,0
WD_000154,CASE_000154,ACC_014413,ATM_002510,2025-01-04 16:28:21.024957341,14905.18,17.390929287939873,78.4921991728183,4.001,2.537,1,0
WD_000155,CASE_000155,ACC_010946,ATM_004231,2025-06-16 05:40:34.754309726,7350.64,22.725461477618136,75.86116495257912,2.377,1.08,1,1
WD_000156,CASE_000156,ACC_021492,ATM_006755,2025-02-11 00:18:14.794841520,5118.65,28.58952495140621,77.18704876305821,7.255,5.615,1,1
WD_000157,CASE_000157,ACC_038943,ATM_001519,2024-08-05 22:15:29.017118572,3117.31,19.225825287987142,73.04061831912045,4.158,3.165,1,1
WD_000158,CASE_000158,ACC_012499,ATM_005026,2024-06-20 21:38:28.944551844,8036.57,17.318777911052795,78.48299269219692,3.133,1.507,1,1
WD_000159,CASE_000159,ACC_005070,ATM_006300,2024-03-07 07:08:34.051278175,15465.86,21.21426231558558,72.89097893087495,1.467,0.532,1,1
WD_000160,CASE_000160,ACC_016576,ATM_005429,2024-04-18 16:45:54.888201714,2825.22,26.76782731113072,81.02867482576943,5.276,4.076,1,1
WD_000161,CASE_000161,ACC_017816,ATM_002010,2026-06-12 13:46:10.191457676,12641.03,13.0819234234469,80.26721228404772,3.452,1.647,1,1
WD_000162,CASE_000162,ACC_012647,ATM_001262,2024-06-15 08:58:42.340306890,3947.45,28.62231739976355,77.20528782922815,13.433,11.027,1,1
WD_000163,CASE_000163,ACC_028173,ATM_003760,2024-08-15 02:53:19.399890344,32365.23,19.313766164804814,72.99827274921797,2.135,0.861,1,1
WD_000164,CASE_000164,ACC_037328,ATM_005726,2024-11-25 19:20:45.738652480,978.13,26.90027048169946,75.78065016389853,4.403,2.847,1,1
WD_000165,CASE_000165,ACC_017605,ATM_005859,2026-06-22 06:42:38.369430649,2055.47,13.041010052216699,77.5444072310616,9.993,8.639,1,1
WD_000166,CASE_000166,ACC_029360,ATM_001246,2025-12-10 14:33:25.618936476,8019.97,18.538045273044634,73.85229647959896,1.225,0.533,1,1
WD_000167,CASE_000167,ACC_010946,ATM_002747,2026-03-20 16:32:11.740627021,3899.53,18.57778262015652,73.90233685109797,12.963,12.005,1,1
WD_000168,CASE_000168,ACC_025629,ATM_003527,2024-10-14 16:55:20.867646697,2321.41,19.17331302343854,72.83883062921967,7.188,5.064,1,1
WD_000169,CASE_000169,ACC_004619,ATM_003095,2026-05-22 09:57:43.917316685,244.85,28.677752474387653,77.13055135486863,7.22,4.707,1,1
WD_000170,CASE_000170,ACC_037498,ATM_004001,2024-11-08 10:22:05.767592481,1916.87,13.139390116745997,80.33817073622883,5.087,3.89,1,1
WD_000171,CASE_000171,ACC_016979,ATM_004616,2025-01-14 09:04:27.198747015,8269.81,19.99034330280036,73.80461986285934,1.267,0.51,1,1
WD_000172,CASE_000172,ACC_037772,ATM_000995,2026-03-31 09:04:08.573461879,5147.96,26.84746318730111,80.93952936621734,7.097,5.455,1,1
WD_000173,CASE_000173,ACC_038921,ATM_004169,2024-12-08 00:18:14.442312580,868.67,13.001757050964159,77.52002924023665,6.285,5.393,1,1
WD_000174,CASE_000174,ACC_037694,ATM_000059,2025-12-28 01:53:00.111729788,5285.35,19.263510092683685,73.02477364400542,3.456,2.621,1,1
WD_000175,CASE_000175,ACC_014284,ATM_002302,2024-01-13 10:52:40.640306497,4370.26,22.561042913431773,88.32262400826983,10.657,8.821,1,1
WD_000176,CASE_000176,ACC_016813,ATM_000277,2026-05-20 01:32:11.121947756,14464.18,21.129705186656896,79.04611436138644,4.505,2.089,1,1
WD_000177,CASE_000177,ACC_000103,ATM_002692,2024-01-04 08:47:05.708793033,33646.61,28.619610734240037,77.18707551727643,7.813,6.276,1,1
WD_000178,CASE_000178,ACC_019946,ATM_001053,2024-09-30 13:46:47.690949669,1643.58,18.422715408475046,73.84553444958969,5.95,3.513,1,1
WD_000179,CASE_000179,ACC_022465,ATM_005815,2026-02-14 08:11:46.329414260,46570.95,12.964811009294358,77.57274503089228,17.826,16.212,1,1
