transaction_id,complaint_id,timestamp,from_account_id,to_account_id,amount,channel,transaction_type,bank,upi_id,device_type,geo_lat,geo_lon,time_since_previous_transaction,transaction_sequence_number
TXN_0000038,CASE_000011,2025-04-13 13:55:04.134159797,ACC_001296,ACC_000819,4199.52,IMPS,mule_transfer,HDFC Bank,UPI_000907,Android,,,30.763867916666666,2
TXN_0000039,CASE_000011,2025-04-13 13:59:34.342548700,ACC_000819,ACC_001296,4199.52,UPI,mule_transfer,SBI,UPI_001414,Desktop,,,4.503473133333333,3
TXN_0000040,CASE_000012,2025-12-18 01:15:37.869858662,ACC_001320,ACC_001293,4518.77,IMPS,victim_debit,Union Bank of India,UPI_001411,Android,22.700999254165847,75.81416180205571,,1
TXN_0000041,CASE_000012,2025-12-18 01:33:44.059930199,ACC_001293,ACC_001349,3831.39,IMPS,mule_transfer,Kotak Mahindra Bank,UPI_001471,iOS,,,18.10316785,2
TXN_0000042,CASE_000012,2025-12-18 01:58:15.376810731,ACC_001349,ACC_001293,3831.39,UPI,mule_transfer,Union Bank of India,UPI_001411,Android,,,24.521948000000002,3
TXN_0000043,CASE_000013,2025-08-23 03:47:55.400111261,ACC_001113,ACC_001349,2578.63,NEFT,victim_debit,Kotak Mahindra Bank,UPI_001471,Android,28.530886069944728,77.20441614097794,,1
TXN_0000044,CASE_000013,2025-08-23 04:15:15.490085130,ACC_001349,ACC_001629,1756.64,UPI,mule_transfer,SBI,UPI_001781,Android,,,27.334832883333334,2
TXN_0000045,CASE_000013,2025-08-23 04:20:34.399939716,ACC_001629,ACC_001293,1355.83,NEFT,mule_transfer,Union Bank of India,UPI_001411,iOS,,,5.315164233333333,3
TXN_0000046,CASE_000013,2025-08-23 04:34:59.141244508,ACC_001293,ACC_001629,1355.83,UPI,mule_transfer,SBI,UPI_001781,Android,,,14.412355066666667,4
TXN_0000047,CASE_000014,2025-07-01 22:30:36.080530002,ACC_000687,ACC_001267,650.12,UPI,fragmentation,ICICI Bank,UPI_001383,Android,13.083626072235235,77.54959398641307,,1
TXN_0000048,CASE_000014,2025-07-01 22:35:58.690224376,ACC_000687,ACC_001267,51619.67,UPI,fragmentation,ICICI Bank,UPI_001383,Android,13.083626072235235,77.54959398641307,5.376828233333333,2
TXN_0000049,CASE_000014,2025-07-01 22:47:26.214708848,ACC_000687,ACC_001267,52881.43,NEFT,fragmentation,ICICI Bank,UPI_001383,Android,13.083626072235235,77.54959398641307,11.458741400000001,3
TXN_0000050,CASE_000014,2025-07-01 22:49:28.784737550,ACC_001267,ACC_001050,105151.22,UPI,mule_transfer,Punjab National Bank,UPI_001155,iOS,,,2.0428338,4
TXN_0000051,CASE_000015,2026-01-12 17:32:43.406128035,ACC_001081,ACC_000533,21058.69,UPI,victim_debit,Kotak Mahindra Bank,UPI_000588,iOS,12.898358196113794,77.63111160112516,,1
TXN_0000052,CASE_000015,2026-01-12 17:39:34.524583523,ACC_000533,ACC_000287,18440.93,UPI,mule_transfer,Punjab National Bank,UPI_000315,Android,,,6.85197425,2
TXN_0000053,CASE_000015,2026-01-12 18:05:17.424532350,ACC_000287,ACC_000366,18440.93,UPI,mule_transfer,IDFC First Bank,UPI_000405,Desktop,,,25.714999133333333,3
TXN_0000054,CASE_000016,2024-03-03 04:48:32.851948869,ACC_000243,ACC_000287,37514.24,UPI,victim_debit,Punjab National Bank,UPI_000315,iOS,19.169386847014994,72.88761488503413,,1
TXN_0000055,CASE_000016,2024-03-03 05:33:23.550613019,ACC_000287,ACC_001335,37514.24,UPI,mule_transfer,Kotak Mahindra Bank,UPI_001457,Android,,,44.84497773333333,2
TXN_0000056,CASE_000017,2025-09-21 09:50:15.844720950,ACC_001701,ACC_001625,8877.22,UPI,fragmentation,ICICI Bank,UPI_001777,Android,18.52462368888803,73.9085992457867,,1
TXN_0000057,CASE_000017,2025-09-21 09:51:28.994502499,ACC_001701,ACC_001625,583.29,UPI,fragmentation,ICICI Bank,UPI_001777,iOS,18.52462368888803,73.9085992457867,1.2191630166666667,2
TXN_0000058,CASE_000017,2025-09-21 09:59:20.342747599,ACC_001625,ACC_000093,9460.51,UPI,mule_transfer,Yes Bank,UPI_000105,Android,,,7.855804083333334,3
TXN_0000059,CASE_000018,2025-10-13 22:43:12.975106573,ACC_000263,ACC_000404,22998.42,UPI,victim_debit,SBI,UPI_000450,Android,12.95001387751262,77.59451553628237,,1
TXN_0000060,CASE_000018,2025-10-13 22:57:14.921050576,ACC_000404,ACC_000659,22998.42,UPI,mule_transfer,HDFC Bank,UPI_000731,Android,,,14.032432400000001,2
TXN_0000061,CASE_000019,2024-09-07 17:23:46.896036417,ACC_000212,ACC_001308,4626.13,IMPS,victim_debit,IndusInd Bank,UPI_001427,iOS,19.03407785659356,72.8661407497803,,1
TXN_0000062,CASE_000019,2024-09-07 17:57:08.620562149,ACC_001308,ACC_000767,3995.26,UPI,mule_transfer,SBI,UPI_000849,Android,,,33.36207541666667,2
TXN_0000063,CASE_000019,2024-09-07 18:16:19.012671705,ACC_000767,ACC_001308,3995.26,IMPS,mule_transfer,IndusInd Bank,UPI_001428,Android,,,19.173201816666666,3
TXN_0000064,CASE_000020,2024-06-27 05:54:13.462976729,ACC_000450,ACC_000880,4593.77,NEFT,fragmentation,SBI,UPI_000972,Android,26.723386545642104,80.89899188906108,,1
TXN_0000065,CASE_000020,2024-06-27 06:11:34.508448107,ACC_000450,ACC_000880,50.0,UPI,fragmentation,SBI,UPI_000972,Android,26.723386545642104,80.89899188906108,17.350757849999997,2
TXN_0000066,CASE_000020,2024-06-27 06:30:33.856012465,ACC_000880,ACC_000652,4637.08,NEFT,mule_transfer,HDFC Bank,UPI_000723,iOS,,,18.989126066666664,3
TXN_0000067,CASE_000021,2024-07-13 19:50:05.351761622,ACC_000865,ACC_001300,15986.14,UPI,victim_debit,ICICI Bank,UPI_001419,Android,19.19973902703795,72.89131034925637,,1
TXN_0000068,CASE_000021,2024-07-13 20:16:49.192724773,ACC_001300,ACC_000011,15986.14,UPI,mule_transfer,Bank of Baroda,UPI_000013,Android,,,26.730682716666667,2
TXN_0000069,CASE_000022,2024-06-29 12:43:39.737995541,ACC_000846,ACC_000052,33255.71,UPI,victim_debit,IndusInd Bank,UPI_000058,Android,19.027215373800704,73.06889545611725,,1
TXN_0000070,CASE_000022,2024-06-29 13:32:10.806277343,ACC_000052,ACC_001350,33255.71,UPI,mule_transfer,Bank of Baroda,UPI_001473,iOS,,,48.51780468333333,2
TXN_0000071,CASE_000023,2025-04-22 04:34:37.423367835,ACC_001513,ACC_000480,10655.43,IMPS,fragmentation,IndusInd Bank,UPI_000532,Android,22.54155008160287,88.30712022275924,,1
TXN_0000072,CASE_000023,2025-04-22 04:44:38.389351994,ACC_001513,ACC_000480,1816.7,UPI,fragmentation,IndusInd Bank,UPI_000531,iOS,22.54155008160287,88.30712022275924,10.016099733333334,2
TXN_0000073,CASE_000023,2025-04-22 04:46:31.001532664,ACC_001513,ACC_000480,497.91,NEFT,fragmentation,IndusInd Bank,UPI_000532,Android,22.54155008160287,88.30712022275924,1.8768696666666667,3
TXN_0000074,CASE_000023,2025-04-22 05:10:37.260366879,ACC_000480,ACC_000775,12970.04,UPI,mule_transfer,SBI,UPI_000857,Android,,,24.1043139,4
TXN_0000075,CASE_000024,2024-05-03 14:34:07.938553778,ACC_001627,ACC_001238,3949.08,Net Banking,victim_debit,SBI,UPI_001350,Android,19.043841228573683,72.76318077595481,,1
TXN_0000076,CASE_000024,2024-05-03 14:54:04.530459182,ACC_001238,ACC_001349,3949.08,NEFT,mule_transfer,Kotak Mahindra Bank,UPI_001471,iOS,,,19.943198416666668,2
TXN_0000077,CASE_000025,2025-08-23 14:49:47.129754725,ACC_000512,ACC_000404,8132.48,IMPS,victim_debit,SBI,UPI_000449,iOS,26.770044657317325,80.99975870348558,,1
TXN_0000078,CASE_000025,2025-08-23 15:01:47.310080167,ACC_000404,ACC_000659,8132.48,IMPS,mule_transfer,HDFC Bank,UPI_000731,Android,,,12.003005416666667,2
TXN_0000079,CASE_000026,2024-04-05 17:39:13.337791338,ACC_001766,ACC_000659,1337.27,UPI,victim_debit,HDFC Bank,UPI_000731,iOS,13.02080449839993,80.3155577321209,,1
TXN_0000080,CASE_000026,2024-04-05 17:47:34.193113841,ACC_000659,ACC_000404,1337.27,UPI,mule_transfer,SBI,UPI_000449,iOS,,,8.3475887,2
TXN_0000081,CASE_000027,2024-01-25 12:27:59.032893656,ACC_000789,ACC_000011,108.85,UPI,fragmentation,Bank of Baroda,UPI_000013,Android,19.127660298418274,72.99185449140782,,1
TXN_0000082,CASE_000027,2024-01-25 12:35:58.085671582,ACC_000789,ACC_000011,490.51,NEFT,fragmentation,Bank of Baroda,UPI_000013,Android,19.127660298418274,72.99185449140782,7.98421295,2
TXN_0000083,CASE_000027,2024-01-25 13:20:13.169537378,ACC_000011,ACC_001300,599.36,IMPS,mule_transfer,ICICI Bank,UPI_001418,iOS,,,44.25139775,3
TXN_0000084,CASE_000028,2024-10-17 21:31:53.877619190,ACC_001444,ACC_000366,15552.83,UPI,victim_debit,IDFC First Bank,UPI_000405,Desktop,13.004780078670498,80.31869926191884,,1
TXN_0000085,CASE_000028,2024-10-17 22:08:52.112549868,ACC_000366,ACC_001335,12542.43,Net Banking,mule_transfer,Kotak Mahindra Bank,UPI_001457,Android,,,36.97058216666667,2
TXN_0000086,CASE_000028,2024-10-17 22:10:45.722720004,ACC_001335,ACC_000366,8467.7,UPI,mule_transfer,IDFC First Bank,UPI_000405,Android,,,1.8935028333333332,3
TXN_0000087,CASE_000028,2024-10-17 22:11:49.641258689,ACC_000366,ACC_000287,8467.7,NEFT,mule_transfer,Punjab National Bank,UPI_000316,Android,,,1.0653089666666666,4
TXN_0000088,CASE_000029,2024-06-23 20:16:14.252964877,ACC_000065,ACC_001350,3902.05,NEFT,victim_debit,Bank of Baroda,UPI_001472,Android,17.404912987540133,78.39811126979474,,1
TXN_0000089,CASE_000029,2024-06-23 20:20:22.227410136,ACC_001350,ACC_000052,3902.05,IMPS,mule_transfer,IndusInd Bank,UPI_000058,Android,,,4.132907416666667,2
TXN_0000090,CASE_000030,2026-06-19 16:39:39.373428646,ACC_001573,ACC_001507,3704.84,Net Banking,fragmentation,Punjab National Bank,UPI_001646,Android,22.594163117247227,88.34886810881409,,1
TXN_0000091,CASE_000030,2026-06-19 16:44:21.704876279,ACC_001573,ACC_001507,2942.09,IMPS,fragmentation,Punjab National Bank,UPI_001646,iOS,22.594163117247227,88.34886810881409,4.705524116666667,2
TXN_0000092,CASE_000030,2026-06-19 16:56:29.487029978,ACC_001507,ACC_001647,6646.93,IMPS,mule_transfer,Canara Bank,UPI_001801,Android,,,12.12970255,3
TXN_0000093,CASE_000031,2024-10-03 01:30:03.281773262,ACC_001450,ACC_001625,4753.06,Net Banking,fragmentation,ICICI Bank,UPI_001777,Android,23.010539225426726,72.56273258078255,,1
TXN_0000094,CASE_000031,2024-10-03 01:31:32.380138938,ACC_001450,ACC_001625,8831.14,IMPS,fragmentation,ICICI Bank,UPI_001777,Android,23.010539225426726,72.56273258078255,1.48497275,2
TXN_0000095,CASE_000031,2024-10-03 01:32:45.847546195,ACC_001450,ACC_001625,3472.2,IMPS,fragmentation,ICICI Bank,UPI_001777,Android,23.010539225426726,72.56273258078255,1.2244567833333333,3
TXN_0000096,CASE_000031,2024-10-03 01:35:03.344737209,ACC_001450,ACC_001625,2278.43,Net Banking,fragmentation,ICICI Bank,UPI_001777,Android,23.010539225426726,72.56273258078255,2.2916198499999996,4
TXN_0000097,CASE_000031,2024-10-03 02:27:54.049354551,ACC_001625,ACC_001288,19334.83,IMPS,mule_transfer,Kotak Mahindra Bank,UPI_001405,iOS,,,52.84507695,5
TXN_0000098,CASE_000032,2024-07-21 07:49:04.158696481,ACC_000640,ACC_000023,143756.51,UPI,victim_debit,Kotak Mahindra Bank,UPI_000028,Android,13.042887630854507,80.39820923895275,,1
TXN_0000099,CASE_000032,2024-07-21 07:54:10.138744988,ACC_000023,ACC_000480,95351.84,NEFT,mule_transfer,IndusInd Bank,UPI_000532,Android,,,5.099667466666667,2
TXN_0000100,CASE_000032,2024-07-21 08:24:31.432571624,ACC_000480,ACC_000775,95351.84,UPI,mule_transfer,SBI,UPI_000857,iOS,,,30.354897100000002,3
TXN_0000101,CASE_000033,2024-06-28 06:43:13.076432872,ACC_000839,ACC_001288,1781.26,UPI,fragmentation,Kotak Mahindra Bank,UPI_001405,iOS,17.351600035720928,78.40945861211311,,1
TXN_0000102,CASE_000033,2024-06-28 06:44:57.374839093,ACC_000839,ACC_001288,10686.35,IMPS,fragmentation,Kotak Mahindra Bank,UPI_001405,Android,17.351600035720928,78.40945861211311,1.7383067666666667,2
TXN_0000103,CASE_000033,2024-06-28 07:19:47.264640233,ACC_001288,ACC_001625,12467.61,IMPS,mule_transfer,ICICI Bank,UPI_001777,iOS,,,34.83149668333333,3
TXN_0000104,CASE_000034,2024-12-06 14:22:47.684869139,ACC_000344,ACC_001788,49373.53,IMPS,fragmentation,Canara Bank,UPI_001952,Android,21.142324344648888,79.02808647949865,,1
TXN_0000105,CASE_000034,2024-12-06 14:26:31.055901633,ACC_000344,ACC_001788,24757.07,UPI,fragmentation,Canara Bank,UPI_001953,Desktop,21.142324344648888,79.02808647949865,3.7228505333333337,2
TXN_0000106,CASE_000034,2024-12-06 14:38:54.558083047,ACC_001788,ACC_000782,47065.57,Net Banking,mule_transfer,IDFC First Bank,UPI_000866,Android,,,12.391703016666666,3
TXN_0000107,CASE_000034,2024-12-06 15:53:54.212070429,ACC_000782,ACC_000820,47065.57,IMPS,mule_transfer,ICICI Bank,UPI_000908,Android,,,74.99423311666666,4
TXN_0000108,CASE_000035,2025-07-05 22:50:17.806103562,ACC_001162,ACC_000366,63.56,Net Banking,fragmentation,IDFC First Bank,UPI_000405,Android,13.043387614213104,80.34175618443192,,1
TXN_0000109,CASE_000035,2025-07-05 22:52:08.458597174,ACC_001162,ACC_000366,22177.65,UPI,fragmentation,IDFC First Bank,UPI_000405,iOS,13.043387614213104,80.34175618443192,1.8442082166666667,2
TXN_0000110,CASE_000035,2025-07-05 22:55:01.596020498,ACC_001162,ACC_000366,6397.26,UPI,fragmentation,IDFC First Bank,UPI_000405,Android,13.043387614213104,80.34175618443192,2.8856237166666667,3
TXN_0000111,CASE_000035,2025-07-05 23:06:32.863967771,ACC_001162,ACC_000366,1307.24,IMPS,fragmentation,IDFC First Bank,UPI_000405,Desktop,13.043387614213104,80.34175618443192,11.521132450000001,4
TXN_0000112,CASE_000035,2025-07-05 23:44:02.184266030,ACC_000366,ACC_000533,18970.59,UPI,mule_transfer,Kotak Mahindra Bank,UPI_000588,Android,,,37.48867163333333,5
TXN_0000113,CASE_000035,2025-07-06 00:37:26.965866840,ACC_000533,ACC_000287,18970.59,UPI,mule_transfer,Punjab National Bank,UPI_000316,Android,,,53.41302666666666,6
TXN_0000114,CASE_000036,2025-12-13 09:20:25.639461738,ACC_001450,ACC_000445,9641.03,Net Banking,victim_debit,Yes Bank,UPI_000492,Android,21.17406437001652,72.82315874185397,,1
TXN_0000115,CASE_000036,2025-12-13 09:38:13.100907047,ACC_000445,ACC_000664,6868.28,UPI,mule_transfer,IndusInd Bank,UPI_000737,Android,,,17.791024083333333,2
TXN_0000116,CASE_000036,2025-12-13 10:46:23.871818062,ACC_000664,ACC_000445,6868.28,UPI,mule_transfer,Yes Bank,UPI_000492,iOS,,,68.17951518333334,3
TXN_0000117,CASE_000037,2024-11-28 03:46:19.879358267,ACC_001095,ACC_000052,12620.61,UPI,victim_debit,IndusInd Bank,UPI_000058,iOS,17.48439926646936,78.53870017010573,,1
TXN_0000118,CASE_000037,2024-11-28 03:50:26.450852272,ACC_000052,ACC_001350,12620.61,UPI,mule_transfer,Bank of Baroda,UPI_001472,iOS,,,4.1095249,2
TXN_0000119,CASE_000038,2025-07-24 07:08:47.394181350,ACC_000150,ACC_001350,1746.27,UPI,victim_debit,Bank of Baroda,UPI_001472,iOS,13.111909620137183,80.27272930479285,,1
TXN_0000120,CASE_000038,2025-07-24 07:52:27.300098621,ACC_001350,ACC_000052,1746.27,Net Banking,mule_transfer,IndusInd Bank,UPI_000058,Android,,,43.66509861666667,2
TXN_0000121,CASE_000039,2025-03-15 04:35:22.173588466,ACC_000695,ACC_001046,16359.43,UPI,victim_debit,IDFC First Bank,UPI_001151,Android,28.69175229469596,77.29545041137435,,1
TXN_0000122,CASE_000039,2025-03-15 04:42:22.091229407,ACC_001046,ACC_000820,14662.98,NEFT,mule_transfer,ICICI Bank,UPI_000908,iOS,,,6.998627333333333,2
TXN_0000123,CASE_000039,2025-03-15 04:47:04.512087469,ACC_000820,ACC_000782,11234.87,IMPS,mule_transfer,IDFC First Bank,UPI_000866,Desktop,,,4.7070143,3
TXN_0000124,CASE_000039,2025-03-15 04:57:56.413753157,ACC_000782,ACC_001788,11234.87,UPI,mule_transfer,Canara Bank,UPI_001952,Android,,,10.86502775,4
TXN_0000125,CASE_000040,2026-02-10 04:23:35.967248377,ACC_000363,ACC_001117,399.05,UPI,fragmentation,Bank of Baroda,UPI_001224,Android,22.612810681639836,88.42885839242867,,1
TXN_0000126,CASE_000040,2026-02-10 04:26:38.414745986,ACC_000363,ACC_001117,1551.14,IMPS,fragmentation,Bank of Baroda,UPI_001224,Android,22.612810681639836,88.42885839242867,3.0407916166666666,2
TXN_0000127,CASE_000040,2026-02-10 04:30:50.665446412,ACC_000363,ACC_001117,50.0,IMPS,fragmentation,Bank of Baroda,UPI_001224,Android,22.612810681639836,88.42885839242867,4.204178333333333,3
TXN_0000128,CASE_000040,2026-02-10 04:33:20.505675265,ACC_001117,ACC_000694,1515.94,UPI,mule_transfer,ICICI Bank,UPI_000770,Android,,,2.497337133333333,4
TXN_0000129,CASE_000040,2026-02-10 05:16:47.973981293,ACC_000694,ACC_000652,1515.94,Net Banking,mule_transfer,HDFC Bank,UPI_000724,Android,,,43.4578051,5
TXN_0000130,CASE_000041,2025-06-02 10:17:45.642986446,ACC_001377,ACC_000404,5919.53,UPI,fragmentation,SBI,UPI_000450,Android,22.74667213131909,75.82976498673163,,1
TXN_0000131,CASE_000041,2025-06-02 10:20:53.992068795,ACC_001377,ACC_000404,1487.13,UPI,fragmentation,SBI,UPI_000450,iOS,22.74667213131909,75.82976498673163,3.139151366666667,2
TXN_0000132,CASE_000041,2025-06-02 10:24:08.108214863,ACC_001377,ACC_000404,6144.9,UPI,fragmentation,SBI,UPI_000450,Desktop,22.74667213131909,75.82976498673163,3.2352690999999996,3
TXN_0000133,CASE_000041,2025-06-02 10:55:48.529668331,ACC_000404,ACC_000659,13551.55,UPI,mule_transfer,HDFC Bank,UPI_000731,Android,,,31.673690883333332,4
TXN_0000134,CASE_000042,2024-09-21 02:59:41.102425604,ACC_001621,ACC_001625,6239.78,UPI,victim_debit,ICICI Bank,UPI_001777,Android,19.214662745404446,72.98006320758483,,1
TXN_0000135,CASE_000042,2024-09-21 03:10:34.683167569,ACC_001625,ACC_001288,4530.31,UPI,mule_transfer,Kotak Mahindra Bank,UPI_001405,iOS,,,10.89301235,2
TXN_0000136,CASE_000042,2024-09-21 03:12:22.942746164,ACC_001288,ACC_001625,3173.51,UPI,mule_transfer,ICICI Bank,UPI_001777,iOS,,,1.8043263,3
TXN_0000137,CASE_000042,2024-09-21 03:42:07.711519103,ACC_001625,ACC_001288,3173.51,UPI,mule_transfer,Kotak Mahindra Bank,UPI_001405,Android,,,29.7461462,4
TXN_0000138,CASE_000043,2025-10-02 23:58:39.567945233,ACC_001670,ACC_001350,3967.08,IMPS,victim_debit,Bank of Baroda,UPI_001473,Android,19.015800188578424,73.14489544049559,,1
TXN_0000139,CASE_000043,2025-10-03 00:43:28.393675962,ACC_001350,ACC_000052,3967.08,UPI,mule_transfer,IndusInd Bank,UPI_000058,Android,,,44.81376216666667,2
TXN_0000140,CASE_000044,2026-01-17 02:18:33.640712297,ACC_000363,ACC_000533,7160.58,IMPS,victim_debit,Kotak Mahindra Bank,UPI_000588,Android,12.950082891685915,77.60514748819007,,1
TXN_0000141,CASE_000044,2026-01-17 02:29:30.563908889,ACC_000533,ACC_000267,5680.83,Net Banking,mule_transfer,IDFC First Bank,UPI_000294,Desktop,,,10.948719933333333,2
