account_id,account_type,bank_name,account_age_months,city,state,risk_history,prior_complaint_count,prior_withdrawal_count,linked_account_count,linked_upi_count,is_synthetic_mule,mule_role,first_seen_timestamp,last_activity_timestamp
ACC_000013,intermediary,Kotak Mahindra Bank,158,Delhi,Delhi,none,3,0,0,1,1,intermediary_mule,2026-05-13 12:59:41.957479998,2026-05-22 12:46:15.810559900
ACC_000014,victim,Axis Bank,3,Pune,Maharashtra,none,0,1,4,3,0,none,2024-08-08 11:02:47.394171879,2025-02-12 20:50:42.303376653
ACC_000015,ordinary_recipient,Yes Bank,172,Mumbai,Maharashtra,none,0,0,0,1,0,none,2026-03-21 00:17:25.121201918,2026-06-13 22:07:33.194773573
ACC_000016,ordinary_recipient,ICICI Bank,68,Mumbai,Maharashtra,none,0,0,3,3,0,none,2025-10-14 00:12:51.352062017,2025-12-19 15:44:59.284888815
ACC_000017,mule,IndusInd Bank,258,Mumbai,Maharashtra,none,2,3,1,1,1,cashout_mule,2025-06-18 17:11:42.150194295,2026-05-02 12:24:02.110681390
ACC_000018,mule,HDFC Bank,105,Delhi,Delhi,none,2,4,0,1,1,first_hop_mule,2024-04-28 18:51:37.227755986,2026-01-11 10:01:12.023080693
ACC_000019,victim,SBI,46,Mumbai,Maharashtra,none,0,2,0,1,0,none,2025-01-09 09:00:55.559487939,2026-04-03 16:27:48.679262665
ACC_000020,ordinary_recipient,Bank of Baroda,8,Delhi,Delhi,none,0,0,3,3,0,none,2026-06-25 18:23:13.799841478,2026-06-28 14:54:13.702236926
ACC_000021,victim,Bank of Baroda,30,Delhi,Delhi,none,0,1,1,1,0,none,2025-08-13 15:33:18.544259772,2025-12-04 10:51:18.397450657
ACC_000022,ordinary_recipient,Kotak Mahindra Bank,66,Delhi,Delhi,none,1,1,0,1,0,none,2025-06-23 00:33:57.116133884,2026-02-20 23:40:44.573107900
ACC_000023,suspicious_hub,Kotak Mahindra Bank,98,Navi Mumbai,Maharashtra,none,3,3,9,10,1,hub_account,2024-02-02 10:44:06.028966924,2026-01-30 20:41:27.271759547
ACC_000024,victim,Axis Bank,203,Bengaluru,Karnataka,none,0,0,2,1,0,none,2024-10-19 07:54:09.092634656,2026-01-25 23:21:25.755209084
ACC_000025,victim,Punjab National Bank,114,Delhi,Delhi,none,0,0,2,2,0,none,2025-03-20 17:02:17.494766042,2026-04-26 15:57:40.660568314
ACC_000026,ordinary_recipient,Punjab National Bank,221,Indore,Madhya Pradesh,none,1,0,2,1,0,none,2025-08-07 13:21:35.593366690,2026-06-24 14:58:16.075381815
ACC_000027,intermediary,IndusInd Bank,92,Mumbai,Maharashtra,none,2,0,3,2,1,intermediary_mule,2026-02-19 19:58:58.355870828,2026-05-20 16:00:30.634227172
ACC_000028,victim,IndusInd Bank,121,Mumbai,Maharashtra,none,0,0,1,1,0,none,2025-02-21 07:12:34.257883370,2026-05-25 12:23:39.535248253
ACC_000029,victim,Kotak Mahindra Bank,236,Ahmedabad,Gujarat,none,0,0,2,1,0,none,2024-09-07 00:39:01.433514956,2025-03-05 15:57:24.244861445
ACC_000030,ordinary_recipient,Axis Bank,185,Pune,Maharashtra,none,0,1,0,1,0,none,2024-09-13 05:57:07.992146812,2026-06-12 15:18:23.481651693
ACC_000031,ordinary_recipient,Kotak Mahindra Bank,253,Navi Mumbai,Maharashtra,none,0,1,0,1,0,none,2024-05-05 13:05:52.350750009,2026-04-20 13:32:13.852700441
ACC_000032,victim,Punjab National Bank,219,Jaipur,Rajasthan,none,0,0,1,1,0,none,2024-05-12 14:03:36.852074623,2024-06-13 16:33:32.630476035
ACC_000033,mule,SBI,18,Bengaluru,Karnataka,none,2,1,5,2,1,cashout_mule,2024-10-05 03:29:16.273028415,2025-10-13 19:30:40.466013503
ACC_000034,mule,Punjab National Bank,22,Hyderabad,Telangana,none,5,3,1,1,1,cashout_mule,2025-11-29 08:36:18.066118843,2026-03-16 07:28:05.671198077
ACC_000035,ordinary_recipient,Punjab National Bank,10,Mumbai,Maharashtra,none,0,0,1,1,0,none,2025-01-11 10:39:21.955251973,2026-03-23 10:20:10.939937120
ACC_000036,victim,Kotak Mahindra Bank,210,Pune,Maharashtra,none,1,0,3,2,0,none,2026-02-22 01:34:07.842328086,2026-03-10 05:29:15.099782662
ACC_000037,ordinary_recipient,IDFC First Bank,190,Pune,Maharashtra,none,0,1,3,3,0,none,2026-05-14 16:17:05.079449043,2026-06-08 02:52:09.746602910
ACC_000038,victim,IDFC First Bank,218,Kolkata,West Bengal,none,0,0,3,2,0,none,2024-03-09 16:59:10.106229333,2025-05-05 22:02:26.622566874
ACC_000039,ordinary_recipient,IndusInd Bank,204,Delhi,Delhi,none,0,0,1,1,0,none,2025-10-09 13:25:52.817859247,2026-01-21 18:15:14.433156095
ACC_000040,mule,Yes Bank,186,Hyderabad,Telangana,prior_flagged,1,5,0,1,1,cashout_mule,2024-03-18 16:15:12.053229115,2026-06-23 11:39:25.513846160
ACC_000041,victim,HDFC Bank,22,Lucknow,Uttar Pradesh,none,0,0,2,2,0,none,2024-03-06 08:15:52.251643212,2025-06-05 14:45:19.624992568
ACC_000042,victim,Punjab National Bank,106,Indore,Madhya Pradesh,prior_flagged,0,0,0,1,0,none,2024-09-08 05:25:08.097494300,2025-06-07 20:58:15.386426804
ACC_000043,victim,HDFC Bank,251,Thane,Maharashtra,none,0,0,3,1,0,none,2024-04-02 13:26:18.002143999,2026-03-04 11:23:40.595151706
ACC_000044,victim,Bank of Baroda,134,Bengaluru,Karnataka,none,0,0,1,1,0,none,2025-08-26 23:12:57.514540440,2025-10-08 15:52:40.152280387
ACC_000045,victim,IDFC First Bank,12,Chennai,Tamil Nadu,none,0,0,0,1,0,none,2025-10-14 09:14:17.329431318,2025-12-27 18:04:07.911509499
ACC_000046,ordinary_recipient,Kotak Mahindra Bank,40,Kolkata,West Bengal,none,0,0,1,1,0,none,2025-08-05 08:52:26.574972510,2025-11-05 00:31:47.109706558
ACC_000047,mule,Union Bank of India,102,Lucknow,Uttar Pradesh,prior_flagged,4,3,4,2,1,first_hop_mule,2025-06-08 03:36:09.205026329,2026-06-04 08:27:02.924010148
ACC_000048,victim,Yes Bank,195,Kolkata,West Bengal,prior_flagged,0,0,1,1,0,none,2025-12-12 17:00:42.315717906,2026-06-06 03:37:06.377766528
ACC_000049,victim,IndusInd Bank,208,Chennai,Tamil Nadu,none,1,0,1,1,0,none,2025-12-04 19:39:15.618587770,2026-04-09 12:17:55.088188640
ACC_000050,intermediary,SBI,187,Mumbai,Maharashtra,none,2,1,6,5,1,intermediary_mule,2026-03-03 19:16:39.768638268,2026-04-10 13:58:39.488698918
ACC_000051,ordinary_recipient,Axis Bank,168,Bengaluru,Karnataka,none,0,1,6,5,0,none,2025-09-23 12:01:58.927228138,2026-02-01 08:03:27.624119716
ACC_000052,mule,IndusInd Bank,162,Hyderabad,Telangana,none,1,7,0,1,1,first_hop_mule,2024-11-20 04:50:13.537876364,2025-10-21 08:23:12.640089569
ACC_000053,ordinary_recipient,Punjab National Bank,147,Chennai,Tamil Nadu,none,1,0,1,1,0,none,2025-04-22 23:36:55.172241092,2025-12-12 20:24:19.867586944
ACC_000054,victim,IDFC First Bank,216,Hyderabad,Telangana,none,0,0,0,1,0,none,2025-03-22 22:28:44.091039076,2025-07-19 16:57:51.162659327
ACC_000055,victim,Bank of Baroda,184,Delhi,Delhi,none,0,0,0,1,0,none,2024-04-08 06:24:03.354380365,2024-07-23 07:38:23.348998373
ACC_000056,mule,Bank of Baroda,22,Bengaluru,Karnataka,prior_confirmed_fraud,3,7,1,1,1,first_hop_mule,2026-01-09 11:57:03.543468617,2026-06-14 03:49:36.191204571
ACC_000057,intermediary,Axis Bank,245,Surat,Gujarat,none,2,2,5,3,1,intermediary_mule,2026-04-11 14:38:12.133865535,2026-06-01 11:41:01.354329691
ACC_000058,ordinary_recipient,Canara Bank,137,Nagpur,Maharashtra,none,0,1,4,3,0,none,2026-06-15 19:06:57.553556487,2026-06-17 20:34:32.379610679
ACC_000059,ordinary_recipient,SBI,45,Kolkata,West Bengal,none,0,1,1,1,0,none,2024-08-13 21:33:53.720684562,2026-06-23 01:00:07.518204426
ACC_000060,ordinary_recipient,IndusInd Bank,83,Hyderabad,Telangana,none,0,0,1,1,0,none,2024-03-28 03:04:37.981298440,2025-03-01 23:13:54.593538368
ACC_000061,victim,IDFC First Bank,212,Delhi,Delhi,none,0,1,1,1,0,none,2024-04-11 03:49:08.567043252,2025-11-25 17:57:32.022914527
ACC_000062,victim,ICICI Bank,155,Delhi,Delhi,prior_confirmed_fraud,0,0,3,3,0,none,2026-01-02 17:08:56.490307771,2026-02-03 05:17:05.934958897
ACC_000063,suspicious_hub,Canara Bank,227,Bengaluru,Karnataka,prior_confirmed_fraud,1,2,10,8,1,hub_account,2025-07-29 12:24:00.719658084,2026-06-07 10:39:22.662870468
ACC_000064,victim,IndusInd Bank,3,Kolkata,West Bengal,none,0,1,0,1,0,none,2025-11-19 19:48:38.993702509,2025-12-07 10:09:33.032724393
ACC_000065,victim,SBI,138,Mumbai,Maharashtra,none,0,0,5,5,0,none,2026-04-04 15:12:50.997155532,2026-06-26 04:25:39.819889418
ACC_000066,ordinary_recipient,ICICI Bank,74,Lucknow,Uttar Pradesh,prior_confirmed_fraud,1,0,3,3,0,none,2024-07-25 03:09:03.875253048,2025-12-19 15:46:26.794328661
ACC_000067,ordinary_recipient,Kotak Mahindra Bank,193,Kolkata,West Bengal,prior_flagged,0,0,1,1,0,none,2024-11-27 16:21:40.657715555,2025-04-08 07:53:16.012185848
ACC_000068,suspicious_hub,IndusInd Bank,23,Nagpur,Maharashtra,none,6,2,13,16,1,hub_account,2025-12-22 20:24:05.988939904,2026-01-26 01:38:27.822542084
ACC_000069,victim,SBI,22,Mumbai,Maharashtra,none,0,1,1,1,0,none,2024-08-24 07:20:39.943803951,2026-03-12 02:13:52.360018563
ACC_000070,intermediary,SBI,114,Mumbai,Maharashtra,none,3,1,2,1,1,intermediary_mule,2025-04-06 00:04:38.262806520,2025-04-23 23:15:10.381984705
ACC_000071,victim,Bank of Baroda,233,Thane,Maharashtra,none,0,0,2,1,0,none,2025-02-07 23:36:19.877498284,2025-04-06 22:12:39.872454524
ACC_000072,victim,Union Bank of India,240,Mumbai,Maharashtra,none,0,0,0,1,0,none,2025-06-26 07:45:07.325515330,2026-03-01 09:20:58.096836060
ACC_000073,ordinary_recipient,Canara Bank,95,Mumbai,Maharashtra,none,0,0,4,2,0,none,2026-06-19 06:04:03.148901030,2026-06-20 02:01:22.800000301
ACC_000074,intermediary,SBI,12,Surat,Gujarat,none,2,0,1,1,1,intermediary_mule,2024-04-04 11:37:29.643695973,2025-06-20 10:04:21.659522459
ACC_000075,ordinary_recipient,Bank of Baroda,54,Chennai,Tamil Nadu,prior_confirmed_fraud,0,1,1,1,0,none,2025-03-17 12:13:15.862854190,2025-12-12 00:31:16.761657673
ACC_000076,victim,Bank of Baroda,239,Ahmedabad,Gujarat,none,0,1,1,1,0,none,2026-05-23 15:17:15.581797943,2026-05-24 07:18:47.700320799
ACC_000077,ordinary_recipient,Bank of Baroda,157,Bengaluru,Karnataka,none,0,0,1,1,0,none,2024-11-12 21:58:48.188851971,2025-06-24 23:34:48.747964595
ACC_000078,victim,SBI,181,Hyderabad,Telangana,none,0,2,0,1,0,none,2025-11-05 16:25:10.581310064,2025-11-12 10:14:00.275328596
ACC_000079,mule,Bank of Baroda,47,Jaipur,Rajasthan,none,3,2,1,1,1,cashout_mule,2026-04-26 13:34:06.840561897,2026-06-27 20:47:25.660838470
ACC_000080,intermediary,SBI,229,Pune,Maharashtra,none,3,0,2,1,1,intermediary_mule,2024-08-07 04:38:26.531907696,2025-01-03 03:42:16.199726344
ACC_000081,ordinary_recipient,Bank of Baroda,171,Chennai,Tamil Nadu,none,0,1,4,3,0,none,2024-03-15 03:17:52.336217505,2025-10-13 07:55:06.039405170
ACC_000082,ordinary_recipient,IDFC First Bank,206,Jaipur,Rajasthan,none,0,0,3,3,0,none,2024-03-09 22:57:08.567340067,2025-09-28 07:06:50.333249320
ACC_000083,ordinary_recipient,SBI,96,Lucknow,Uttar Pradesh,none,1,0,0,1,0,none,2024-03-07 11:55:57.358402292,2025-12-19 15:34:49.632055505
ACC_000084,ordinary_recipient,IndusInd Bank,111,Delhi,Delhi,none,0,1,1,1,0,none,2024-11-15 07:47:16.530180827,2025-06-01 17:30:38.339316371
ACC_000085,victim,Kotak Mahindra Bank,4,Jaipur,Rajasthan,none,0,0,2,1,0,none,2024-04-24 23:33:24.051417664,2024-09-18 18:22:40.621993918
ACC_000086,ordinary_recipient,Union Bank of India,116,Bengaluru,Karnataka,none,0,1,0,1,0,none,2025-01-03 23:29:05.329767246,2025-10-18 12:31:51.230725037
ACC_000087,ordinary_recipient,Bank of Baroda,197,Pune,Maharashtra,none,0,0,0,1,0,none,2025-11-18 00:14:43.295277894,2026-04-22 12:49:44.873489544
ACC_000088,mule,Yes Bank,5,Pune,Maharashtra,none,0,1,0,1,1,first_hop_mule,2024-09-28 16:25:03.292791151,2026-01-24 13:26:45.331082338
ACC_000089,victim,Axis Bank,229,Delhi,Delhi,none,0,0,2,1,0,none,2025-03-12 17:59:56.866178676,2025-04-04 22:45:15.408308824
ACC_000090,mule,HDFC Bank,131,Pune,Maharashtra,none,2,6,4,2,1,cashout_mule,2024-04-26 00:47:28.952329798,2025-12-15 08:56:37.344059688
ACC_000091,mule,Bank of Baroda,198,Mumbai,Maharashtra,none,3,4,3,1,1,cashout_mule,2025-09-28 03:24:22.542782538,2025-10-29 01:04:34.200323509
ACC_000092,intermediary,Canara Bank,131,Mumbai,Maharashtra,none,2,0,3,3,1,intermediary_mule,2024-10-16 09:38:29.495131426,2025-09-07 12:29:45.449216963
ACC_000093,suspicious_hub,Yes Bank,180,Ahmedabad,Gujarat,none,0,3,6,5,1,hub_account,2024-05-03 04:34:34.079275416,2025-07-14 17:58:06.186111784
ACC_000094,victim,Bank of Baroda,197,Jaipur,Rajasthan,none,1,1,5,4,0,none,2026-05-19 16:55:01.397762060,2026-05-24 22:50:03.603377304
ACC_000095,ordinary_recipient,HDFC Bank,155,Jaipur,Rajasthan,none,0,1,2,1,0,none,2025-12-02 03:01:31.038961627,2026-06-22 10:39:30.465028039
ACC_000096,mule,Yes Bank,148,Bengaluru,Karnataka,none,1,2,3,3,1,first_hop_mule,2025-08-17 06:29:34.445543714,2026-03-07 08:22:45.243321564
ACC_000097,mule,IDFC First Bank,68,Lucknow,Uttar Pradesh,none,3,2,2,1,1,first_hop_mule,2025-10-20 15:39:51.153668523,2025-12-16 03:37:33.506120191
ACC_000098,victim,Kotak Mahindra Bank,74,Bengaluru,Karnataka,none,0,0,4,2,0,none,2025-01-22 14:57:50.719789006,2025-02-18 06:17:29.927970528
ACC_000099,ordinary_recipient,SBI,201,Delhi,Delhi,none,1,1,0,1,0,none,2024-09-28 18:42:40.139882520,2026-02-06 04:34:09.738330330
ACC_000100,intermediary,Yes Bank,59,Bengaluru,Karnataka,none,3,0,4,4,1,intermediary_mule,2025-03-31 11:42:30.110059284,2026-04-18 17:12:58.747665861
ACC_000101,victim,Canara Bank,158,Pune,Maharashtra,none,0,0,2,2,0,none,2026-01-21 19:26:28.604183972,2026-02-05 05:41:55.553726922
ACC_000102,victim,Yes Bank,201,Hyderabad,Telangana,none,0,0,1,1,0,none,2026-05-28 00:21:47.944668204,2026-06-05 12:09:17.637597277
ACC_000103,ordinary_recipient,HDFC Bank,152,Delhi,Delhi,none,0,0,0,1,0,none,2025-07-05 09:52:13.570796616,2026-02-21 09:40:29.170093482
ACC_000104,ordinary_recipient,Punjab National Bank,132,Indore,Madhya Pradesh,none,0,0,1,1,0,none,2024-12-08 20:43:37.092046686,2025-08-03 21:35:40.594518126
ACC_000105,ordinary_recipient,ICICI Bank,82,Navi Mumbai,Maharashtra,none,1,0,2,1,0,none,2025-10-16 06:51:20.868274301,2026-01-12 05:07:24.232198203
ACC_000106,victim,Union Bank of India,26,Mumbai,Maharashtra,none,0,0,1,1,0,none,2025-09-27 00:41:24.641458206,2026-01-22 03:57:45.149376011
ACC_000107,mule,Axis Bank,40,Nagpur,Maharashtra,prior_flagged,3,1,2,2,1,cashout_mule,2024-08-13 10:33:31.843263488,2025-07-25 20:33:26.939790199
ACC_000108,victim,Yes Bank,207,Pune,Maharashtra,prior_confirmed_fraud,0,0,1,1,0,none,2025-01-31 18:04:43.217372537,2025-05-06 17:10:11.349780180
ACC_000109,mule,Bank of Baroda,35,Indore,Madhya Pradesh,none,1,3,0,1,1,first_hop_mule,2024-05-02 02:04:25.444706373,2025-03-04 05:38:01.441974730
ACC_000110,victim,Punjab National Bank,103,Bengaluru,Karnataka,none,0,0,0,1,0,none,2025-01-01 11:24:48.895270336,2025-02-08 11:56:00.150446014
ACC_000111,mule,Canara Bank,236,Delhi,Delhi,none,0,2,1,1,1,first_hop_mule,2025-11-25 20:44:23.529886431,2025-11-27 04:09:07.389978842
ACC_000112,victim,IDFC First Bank,73,Hyderabad,Telangana,none,0,3,3,3,0,none,2024-10-12 23:10:10.510732248,2026-06-14 11:52:45.750562261
ACC_000113,ordinary_recipient,Punjab National Bank,92,Delhi,Delhi,none,0,0,1,1,0,none,2025-07-30 16:37:37.760589331,2025-08-18 00:22:15.804304315
ACC_000114,victim,SBI,30,Pune,Maharashtra,prior_flagged,0,0,3,3,0,none,2024-10-25 11:43:56.953115467,2024-11-21 02:52:09.016511851
ACC_000115,ordinary_recipient,Yes Bank,125,Delhi,Delhi,none,0,0,2,1,0,none,2024-05-14 00:16:28.906983901,2026-04-05 12:02:28.138927102
ACC_000116,victim,Bank of Baroda,51,Nashik,Maharashtra,none,0,0,2,1,0,none,2025-11-06 09:41:51.027647957,2026-06-24 08:30:17.555793857
ACC_000117,victim,HDFC Bank,163,Hyderabad,Telangana,prior_flagged,0,1,1,1,0,none,2025-06-20 20:43:22.426841229,2026-05-02 20:02:06.440229402
ACC_000118,mule,Canara Bank,14,Ahmedabad,Gujarat,none,2,0,2,2,1,first_hop_mule,2026-01-21 23:48:22.816753119,2026-02-13 04:21:28.408333987
ACC_000119,victim,Union Bank of India,103,Pune,Maharashtra,none,0,1,3,3,0,none,2025-09-10 12:39:09.365260787,2026-03-16 13:44:51.232261465
ACC_000120,intermediary,Punjab National Bank,187,Hyderabad,Telangana,none,4,2,1,1,1,intermediary_mule,2026-01-14 11:05:21.423723608,2026-05-10 12:38:03.778404628
ACC_000121,ordinary_recipient,HDFC Bank,122,Chennai,Tamil Nadu,none,0,0,1,1,0,none,2024-05-21 03:47:05.327263897,2026-01-05 05:11:14.337036065
ACC_000122,victim,Yes Bank,160,Delhi,Delhi,none,1,0,1,1,0,none,2025-07-13 21:15:26.751058608,2025-08-22 12:32:34.315224672
ACC_000123,high_volume,Yes Bank,83,Bengaluru,Karnataka,none,1,1,4,3,0,none,2024-11-30 16:21:55.769900698,2025-07-13 21:06:52.021575856
ACC_000124,victim,Canara Bank,250,Delhi,Delhi,prior_flagged,0,0,1,1,0,none,2025-11-11 01:37:02.811562330,2026-01-13 19:51:07.994779647
ACC_000125,mule,Axis Bank,199,Delhi,Delhi,none,3,0,1,1,1,first_hop_mule,2025-06-12 11:00:04.640278228,2026-02-17 20:06:43.045264008
ACC_000126,victim,Kotak Mahindra Bank,44,Delhi,Delhi,none,0,0,0,1,0,none,2024-02-19 08:35:37.212995046,2024-12-11 10:04:08.474227570
ACC_000127,ordinary_recipient,Canara Bank,225,Nashik,Maharashtra,none,1,0,0,1,0,none,2025-05-01 01:26:57.205092758,2025-12-03 06:42:08.566789007
ACC_000128,mule,Yes Bank,80,Bengaluru,Karnataka,none,2,2,1,1,1,first_hop_mule,2025-11-09 01:11:08.615573294,2026-04-03 23:28:52.357231472
ACC_000129,victim,Yes Bank,88,Kolkata,West Bengal,none,1,0,0,1,0,none,2024-08-27 09:36:19.334061909,2026-03-31 21:04:56.271419600
ACC_000130,ordinary_recipient,Union Bank of India,166,Delhi,Delhi,none,0,0,1,1,0,none,2025-08-19 06:34:03.163907491,2026-06-05 02:39:02.287376721
ACC_000131,victim,Canara Bank,123,Surat,Gujarat,prior_flagged,1,0,1,1,0,none,2026-02-05 02:00:03.717411578,2026-05-16 13:48:42.857388437
ACC_000132,ordinary_recipient,ICICI Bank,144,Pune,Maharashtra,none,0,1,4,2,0,none,2024-02-29 08:49:23.435056995,2024-07-11 13:19:58.360760607
ACC_000133,victim,HDFC Bank,173,Delhi,Delhi,none,0,1,2,1,0,none,2025-06-10 13:52:52.030132405,2026-05-18 07:08:10.902623310
ACC_000134,victim,IDFC First Bank,142,Hyderabad,Telangana,none,0,1,3,1,0,none,2026-03-19 14:30:21.713664249,2026-04-09 13:06:06.552149267
ACC_000135,victim,HDFC Bank,40,Bengaluru,Karnataka,none,0,2,2,2,0,none,2024-04-25 04:02:40.074384846,2024-06-06 11:56:18.441727834
ACC_000136,ordinary_recipient,Kotak Mahindra Bank,25,Surat,Gujarat,none,0,3,0,1,0,none,2024-09-02 06:49:52.195584092,2025-06-20 09:11:10.235582920
ACC_000137,suspicious_hub,Kotak Mahindra Bank,150,Nagpur,Maharashtra,prior_flagged,0,5,10,9,1,hub_account,2025-07-24 05:12:11.514987759,2026-03-14 12:43:13.052991666
ACC_000138,high_volume,ICICI Bank,6,Delhi,Delhi,none,0,0,1,1,0,none,2025-06-17 02:27:38.066611759,2025-08-12 13:07:35.074943905
ACC_000139,mule,Axis Bank,213,Hyderabad,Telangana,prior_confirmed_fraud,0,1,1,1,1,cashout_mule,2025-12-23 18:48:46.135796599,2026-02-18 03:06:13.711513668
ACC_000140,mule,IndusInd Bank,187,Hyderabad,Telangana,none,1,2,1,1,1,cashout_mule,2025-07-27 01:36:43.419661053,2025-08-23 02:55:45.256056418
ACC_000141,intermediary,Union Bank of India,161,Kolkata,West Bengal,none,3,0,1,1,1,intermediary_mule,2025-06-08 14:16:31.492430799,2026-02-02 11:21:04.816835477
ACC_000142,ordinary_recipient,Punjab National Bank,184,Kolkata,West Bengal,none,0,0,0,1,0,none,2025-02-15 15:16:43.405187316,2026-02-04 07:18:41.415508071
ACC_000143,victim,Union Bank of India,103,Mumbai,Maharashtra,none,1,2,0,1,0,none,2024-03-12 06:50:32.271626956,2025-05-22 16:10:16.468213877
ACC_000144,ordinary_recipient,SBI,8,Kolkata,West Bengal,none,1,0,0,1,0,none,2025-06-22 11:33:17.384123519,2025-12-05 00:58:31.964571729
ACC_000145,victim,ICICI Bank,216,Chennai,Tamil Nadu,none,0,1,2,2,0,none,2024-05-22 16:28:01.812315239,2026-03-04 23:41:25.507399718
ACC_000146,mule,IndusInd Bank,216,Hyderabad,Telangana,prior_confirmed_fraud,4,2,2,2,1,first_hop_mule,2026-06-26 05:15:11.776170745,2026-06-27 19:17:34.824401045
ACC_000147,ordinary_recipient,IDFC First Bank,162,Nagpur,Maharashtra,none,0,2,3,2,0,none,2024-03-12 12:19:32.858717017,2025-03-18 08:57:23.563736612
ACC_000148,victim,HDFC Bank,199,Lucknow,Uttar Pradesh,none,0,0,3,2,0,none,2024-03-09 23:27:40.554123099,2025-07-09 02:25:06.566034462
ACC_000149,mule,ICICI Bank,20,Kolkata,West Bengal,none,3,0,0,1,1,first_hop_mule,2025-12-18 06:10:14.529585435,2026-05-03 14:57:01.349620105
ACC_000150,victim,Bank of Baroda,57,Pune,Maharashtra,none,0,0,2,1,0,none,2024-04-02 03:52:37.804444746,2025-12-29 10:10:37.026269624
ACC_000151,high_volume,Punjab National Bank,55,Nashik,Maharashtra,none,0,1,0,1,0,none,2025-01-04 00:35:15.929537065,2025-01-26 03:32:59.718787927
ACC_000152,high_volume,Kotak Mahindra Bank,147,Chennai,Tamil Nadu,none,0,0,2,2,0,none,2026-04-24 22:50:19.481792450,2026-06-20 04:03:33.019431252
ACC_000153,ordinary_recipient,Yes Bank,179,Lucknow,Uttar Pradesh,none,0,0,0,1,0,none,2025-12-18 18:15:44.194283471,2026-03-15 23:22:28.621829260
ACC_000154,ordinary_recipient,IDFC First Bank,69,Bengaluru,Karnataka,none,0,0,0,1,0,none,2024-07-31 02:51:42.336099323,2026-04-25 05:11:09.163930995
ACC_000155,victim,Union Bank of India,115,Jaipur,Rajasthan,none,0,0,3,3,0,none,2024-08-16 16:31:01.168129221,2025-08-17 15:23:45.775714485
ACC_000156,ordinary_recipient,SBI,217,Delhi,Delhi,none,0,0,3,2,0,none,2025-06-23 13:23:48.670441344,2025-12-17 07:15:36.542806939
ACC_000157,intermediary,Bank of Baroda,96,Delhi,Delhi,none,3,0,2,1,1,intermediary_mule,2025-03-19 03:30:19.208109140,2025-06-18 13:24:03.616642250
ACC_000158,victim,Union Bank of India,46,Chennai,Tamil Nadu,none,1,3,2,1,0,none,2024-04-16 08:32:32.785045618,2025-04-29 05:16:57.243129530
ACC_000159,victim,Union Bank of India,251,Mumbai,Maharashtra,none,0,0,1,1,0,none,2024-05-24 12:39:55.606102088,2025-06-06 08:16:17.410815797
ACC_000160,victim,Union Bank of India,216,Thane,Maharashtra,none,0,0,3,3,0,none,2026-01-01 10:31:31.436647221,2026-06-11 01:15:24.684289029
ACC_000161,ordinary_recipient,IDFC First Bank,248,Kolkata,West Bengal,none,1,2,1,1,0,none,2024-11-10 02:30:18.822379693,2026-04-23 14:27:12.870442118
ACC_000162,ordinary_recipient,Axis Bank,171,Pune,Maharashtra,none,0,2,0,1,0,none,2025-12-28 21:36:13.950162180,2026-03-27 23:06:09.364795855
