src_account_id,dst_account_id,complaint_id,timestamp,amount
ACC_000450,ACC_000880,CASE_000020,2024-06-27 05:54:13.462976729,4593.77
ACC_000450,ACC_000880,CASE_000020,2024-06-27 06:11:34.508448107,50.0
ACC_000880,ACC_000652,CASE_000020,2024-06-27 06:30:33.856012465,4637.08
ACC_000865,ACC_001300,CASE_000021,2024-07-13 19:50:05.351761622,15986.14
ACC_001300,ACC_000011,CASE_000021,2024-07-13 20:16:49.192724773,15986.14
ACC_000846,ACC_000052,CASE_000022,2024-06-29 12:43:39.737995541,33255.71
ACC_000052,ACC_001350,CASE_000022,2024-06-29 13:32:10.806277343,33255.71
ACC_001513,ACC_000480,CASE_000023,2025-04-22 04:34:37.423367835,10655.43
ACC_001513,ACC_000480,CASE_000023,2025-04-22 04:44:38.389351994,1816.7
ACC_001513,ACC_000480,CASE_000023,2025-04-22 04:46:31.001532664,497.91
ACC_000480,ACC_000775,CASE_000023,2025-04-22 05:10:37.260366879,12970.04
ACC_001627,ACC_001238,CASE_000024,2024-05-03 14:34:07.938553778,3949.08
ACC_001238,ACC_001349,CASE_000024,2024-05-03 14:54:04.530459182,3949.08
ACC_000512,ACC_000404,CASE_000025,2025-08-23 14:49:47.129754725,8132.48
ACC_000404,ACC_000659,CASE_000025,2025-08-23 15:01:47.310080167,8132.48
ACC_001766,ACC_000659,CASE_000026,2024-04-05 17:39:13.337791338,1337.27
ACC_000659,ACC_000404,CASE_000026,2024-04-05 17:47:34.193113841,1337.27
ACC_000789,ACC_000011,CASE_000027,2024-01-25 12:27:59.032893656,108.85
ACC_000789,ACC_000011,CASE_000027,2024-01-25 12:35:58.085671582,490.51
ACC_000011,ACC_001300,CASE_000027,2024-01-25 13:20:13.169537378,599.36
ACC_001444,ACC_000366,CASE_000028,2024-10-17 21:31:53.877619190,15552.83
ACC_000366,ACC_001335,CASE_000028,2024-10-17 22:08:52.112549868,12542.43
ACC_001335,ACC_000366,CASE_000028,2024-10-17 22:10:45.722720004,8467.7
ACC_000366,ACC_000287,CASE_000028,2024-10-17 22:11:49.641258689,8467.7
ACC_000065,ACC_001350,CASE_000029,2024-06-23 20:16:14.252964877,3902.05
ACC_001350,ACC_000052,CASE_000029,2024-06-23 20:20:22.227410136,3902.05
ACC_001573,ACC_001507,CASE_000030,2026-06-19 16:39:39.373428646,3704.84
ACC_001573,ACC_001507,CASE_000030,2026-06-19 16:44:21.704876279,2942.09
ACC_001507,ACC_001647,CASE_000030,2026-06-19 16:56:29.487029978,6646.93
ACC_001450,ACC_001625,CASE_000031,2024-10-03 01:30:03.281773262,4753.06
ACC_001450,ACC_001625,CASE_000031,2024-10-03 01:31:32.380138938,8831.14
ACC_001450,ACC_001625,CASE_000031,2024-10-03 01:32:45.847546195,3472.2
ACC_001450,ACC_001625,CASE_000031,2024-10-03 01:35:03.344737209,2278.43
ACC_001625,ACC_001288,CASE_000031,2024-10-03 02:27:54.049354551,19334.83
ACC_000640,ACC_000023,CASE_000032,2024-07-21 07:49:04.158696481,143756.51
ACC_000023,ACC_000480,CASE_000032,2024-07-21 07:54:10.138744988,95351.84
ACC_000480,ACC_000775,CASE_000032,2024-07-21 08:24:31.432571624,95351.84
ACC_000839,ACC_001288,CASE_000033,2024-06-28 06:43:13.076432872,1781.26
ACC_000839,ACC_001288,CASE_000033,2024-06-28 06:44:57.374839093,10686.35
ACC_001288,ACC_001625,CASE_000033,2024-06-28 07:19:47.264640233,12467.61
ACC_000344,ACC_001788,CASE_000034,2024-12-06 14:22:47.684869139,49373.53
ACC_000344,ACC_001788,CASE_000034,2024-12-06 14:26:31.055901633,24757.07
ACC_001788,ACC_000782,CASE_000034,2024-12-06 14:38:54.558083047,47065.57
ACC_000782,ACC_000820,CASE_000034,2024-12-06 15:53:54.212070429,47065.57
ACC_001162,ACC_000366,CASE_000035,2025-07-05 22:50:17.806103562,63.56
ACC_001162,ACC_000366,CASE_000035,2025-07-05 22:52:08.458597174,22177.65
ACC_001162,ACC_000366,CASE_000035,2025-07-05 22:55:01.596020498,6397.26
ACC_001162,ACC_000366,CASE_000035,2025-07-05 23:06:32.863967771,1307.24
ACC_000366,ACC_000533,CASE_000035,2025-07-05 23:44:02.184266030,18970.59
ACC_000533,ACC_000287,CASE_000035,2025-07-06 00:37:26.965866840,18970.59
ACC_001450,ACC_000445,CASE_000036,2025-12-13 09:20:25.639461738,9641.03
ACC_000445,ACC_000664,CASE_000036,2025-12-13 09:38:13.100907047,6868.28
ACC_000664,ACC_000445,CASE_000036,2025-12-13 10:46:23.871818062,6868.28
ACC_001095,ACC_000052,CASE_000037,2024-11-28 03:46:19.879358267,12620.61
ACC_000052,ACC_001350,CASE_000037,2024-11-28 03:50:26.450852272,12620.61
ACC_000150,ACC_001350,CASE_000038,2025-07-24 07:08:47.394181350,1746.27
ACC_001350,ACC_000052,CASE_000038,2025-07-24 07:52:27.300098621,1746.27
ACC_000695,ACC_001046,CASE_000039,2025-03-15 04:35:22.173588466,16359.43
ACC_001046,ACC_000820,CASE_000039,2025-03-15 04:42:22.091229407,14662.98
ACC_000820,ACC_000782,CASE_000039,2025-03-15 04:47:04.512087469,11234.87
ACC_000782,ACC_001788,CASE_000039,2025-03-15 04:57:56.413753157,11234.87
ACC_000363,ACC_001117,CASE_000040,2026-02-10 04:23:35.967248377,399.05
ACC_000363,ACC_001117,CASE_000040,2026-02-10 04:26:38.414745986,1551.14
ACC_000363,ACC_001117,CASE_000040,2026-02-10 04:30:50.665446412,50.0
ACC_001117,ACC_000694,CASE_000040,2026-02-10 04:33:20.505675265,1515.94
ACC_000694,ACC_000652,CASE_000040,2026-02-10 05:16:47.973981293,1515.94
ACC_001377,ACC_000404,CASE_000041,2025-06-02 10:17:45.642986446,5919.53
ACC_001377,ACC_000404,CASE_000041,2025-06-02 10:20:53.992068795,1487.13
ACC_001377,ACC_000404,CASE_000041,2025-06-02 10:24:08.108214863,6144.9
ACC_000404,ACC_000659,CASE_000041,2025-06-02 10:55:48.529668331,13551.55
ACC_001621,ACC_001625,CASE_000042,2024-09-21 02:59:41.102425604,6239.78
ACC_001625,ACC_001288,CASE_000042,2024-09-21 03:10:34.683167569,4530.31
ACC_001288,ACC_001625,CASE_000042,2024-09-21 03:12:22.942746164,3173.51
ACC_001625,ACC_001288,CASE_000042,2024-09-21 03:42:07.711519103,3173.51
ACC_001670,ACC_001350,CASE_000043,2025-10-02 23:58:39.567945233,3967.08
ACC_001350,ACC_000052,CASE_000043,2025-10-03 00:43:28.393675962,3967.08
ACC_000363,ACC_000533,CASE_000044,2026-01-17 02:18:33.640712297,7160.58
ACC_000533,ACC_000267,CASE_000044,2026-01-17 02:29:30.563908889,5680.83
ACC_000267,ACC_000366,CASE_000044,2026-01-17 02:31:57.725343483,5680.83
ACC_000216,ACC_001647,CASE_000045,2025-02-28 00:48:42.233433966,42489.93
ACC_000216,ACC_001647,CASE_000045,2025-02-28 00:51:48.524368437,72023.15
ACC_000216,ACC_001647,CASE_000045,2025-02-28 00:53:22.112007755,56563.97
ACC_000216,ACC_001647,CASE_000045,2025-02-28 00:57:40.503308367,806.57
ACC_001647,ACC_001507,CASE_000045,2025-02-28 02:21:12.132744895,171883.62
ACC_000256,ACC_001350,CASE_000046,2026-06-18 08:19:55.316006846,21312.85
ACC_001350,ACC_000052,CASE_000046,2026-06-18 09:59:24.147898615,21312.85
ACC_000129,ACC_001288,CASE_000047,2026-03-11 20:51:33.259176570,10165.28
ACC_000129,ACC_001288,CASE_000047,2026-03-11 20:58:55.352018461,811.45
ACC_001288,ACC_000093,CASE_000047,2026-03-11 21:17:34.734427226,8748.16
ACC_000093,ACC_001625,CASE_000047,2026-03-11 22:10:38.554120746,8748.16
ACC_000877,ACC_000052,CASE_000048,2024-06-28 10:53:24.443729863,641.81
ACC_000877,ACC_000052,CASE_000048,2024-06-28 10:54:45.194906345,2974.84
ACC_000877,ACC_000052,CASE_000048,2024-06-28 10:57:50.936595275,1976.58
ACC_000052,ACC_001350,CASE_000048,2024-06-28 11:19:11.451193400,5593.23
ACC_000865,ACC_000378,CASE_000049,2025-12-17 17:59:49.401352923,485.41
ACC_000865,ACC_000378,CASE_000049,2025-12-17 18:04:05.492247227,294.87
ACC_000865,ACC_000378,CASE_000049,2025-12-17 18:06:41.341072698,1093.21
ACC_000378,ACC_001558,CASE_000049,2025-12-17 19:31:34.748483708,1057.98
ACC_001558,ACC_000709,CASE_000049,2025-12-17 20:32:57.397944630,622.22
ACC_000709,ACC_001085,CASE_000049,2025-12-17 20:55:47.635144081,622.22
ACC_000796,ACC_001625,CASE_000050,2025-07-01 11:29:32.992836133,55194.83
ACC_001625,ACC_000093,CASE_000050,2025-07-01 11:34:29.952877208,45949.67
ACC_000093,ACC_001625,CASE_000050,2025-07-01 12:55:07.061158738,45949.67
ACC_001321,ACC_001046,CASE_000051,2025-05-02 05:50:37.685302518,19629.36
ACC_001046,ACC_000782,CASE_000051,2025-05-02 05:53:49.307087124,17372.14
ACC_000782,ACC_001788,CASE_000051,2025-05-02 08:02:25.686520943,17372.14
ACC_001263,ACC_001625,CASE_000052,2025-04-13 04:49:43.719641758,2195.46
ACC_001625,ACC_000093,CASE_000052,2025-04-13 05:49:51.123139469,2027.21
ACC_000093,ACC_001625,CASE_000052,2025-04-13 06:26:16.714601027,2027.21
ACC_000488,ACC_000480,CASE_000053,2026-02-16 11:25:29.836297494,10130.92
ACC_000480,ACC_000023,CASE_000053,2026-02-16 11:32:44.658282811,10130.92
ACC_001617,ACC_000659,CASE_000054,2025-07-10 12:37:35.681043128,14542.27
ACC_000659,ACC_000404,CASE_000054,2025-07-10 12:43:16.055688779,14542.27
ACC_000603,ACC_001625,CASE_000055,2025-05-04 21:16:06.736376461,8565.16
ACC_000603,ACC_001625,CASE_000055,2025-05-04 21:20:55.970268972,7537.36
ACC_000603,ACC_001625,CASE_000055,2025-05-04 21:22:38.063666463,8156.59
ACC_001625,ACC_001288,CASE_000055,2025-05-04 21:36:17.205267299,21509.19
ACC_001288,ACC_000093,CASE_000055,2025-05-04 22:10:13.248122770,12610.43
ACC_000093,ACC_001625,CASE_000055,2025-05-04 22:40:34.646792646,12610.43
ACC_001398,ACC_000404,CASE_000056,2024-02-14 12:36:42.224443821,187.36
ACC_001398,ACC_000404,CASE_000056,2024-02-14 12:38:54.967740502,950.9
ACC_001398,ACC_000404,CASE_000056,2024-02-14 12:44:05.308774401,957.75
ACC_001398,ACC_000404,CASE_000056,2024-02-14 12:47:57.502283221,3358.82
ACC_000404,ACC_000659,CASE_000056,2024-02-14 13:30:24.802919167,5454.82
ACC_001045,ACC_001238,CASE_000057,2025-02-12 10:29:42.919175580,5308.78
ACC_001238,ACC_001293,CASE_000057,2025-02-12 12:00:20.634369613,3479.57
ACC_001293,ACC_001629,CASE_000057,2025-02-12 12:21:31.697191627,3267.59
ACC_001629,ACC_001365,CASE_000057,2025-02-12 12:31:12.917864907,3267.59
ACC_001746,ACC_000467,CASE_000058,2026-04-07 05:48:55.558544566,193842.35
ACC_000467,ACC_000093,CASE_000058,2026-04-07 05:56:03.422503418,151881.41
ACC_000093,ACC_001288,CASE_000058,2026-04-07 08:20:11.426441348,137276.89
ACC_001288,ACC_000467,CASE_000058,2026-04-07 08:35:04.603505109,137276.89
ACC_001148,ACC_000767,CASE_000059,2025-10-10 10:29:43.473619805,6597.74
ACC_000767,ACC_001308,CASE_000059,2025-10-10 11:28:18.481763160,4808.84
ACC_001308,ACC_000767,CASE_000059,2025-10-10 11:35:13.120982662,4808.84
ACC_000158,ACC_000267,CASE_000060,2024-02-16 10:54:21.788464832,21618.42
ACC_000267,ACC_000366,CASE_000060,2024-02-16 11:45:53.280301105,15376.76
ACC_000366,ACC_001335,CASE_000060,2024-02-16 12:06:23.550737354,9610.83
ACC_001335,ACC_000267,CASE_000060,2024-02-16 12:39:34.518208373,9610.83
ACC_000044,ACC_001267,CASE_000061,2026-03-16 08:17:22.915452988,4908.88
ACC_000044,ACC_001267,CASE_000061,2026-03-16 08:18:42.668569272,491.34
ACC_000044,ACC_001267,CASE_000061,2026-03-16 08:28:35.286051956,1561.87
ACC_000044,ACC_001267,CASE_000061,2026-03-16 08:33:19.677390271,1963.35
ACC_001267,ACC_001050,CASE_000061,2026-03-16 08:36:56.279747235,8925.43
ACC_000303,ACC_001507,CASE_000062,2026-01-23 02:41:16.315438524,14525.26
ACC_000303,ACC_001507,CASE_000062,2026-01-23 02:50:15.405556346,53371.01
ACC_001507,ACC_001647,CASE_000062,2026-01-23 03:08:41.209448879,67896.27
ACC_001627,ACC_001300,CASE_000063,2025-05-13 00:50:07.884820429,88.97
ACC_001627,ACC_001300,CASE_000063,2025-05-13 01:01:51.614602337,1723.31
ACC_001627,ACC_001300,CASE_000063,2025-05-13 01:03:04.403736467,50.0
ACC_001300,ACC_000011,CASE_000063,2025-05-13 01:19:03.607842219,1830.99
ACC_001266,ACC_001788,CASE_000064,2024-01-21 10:12:38.382727327,5402.09
ACC_001266,ACC_001788,CASE_000064,2024-01-21 10:19:11.200074194,2409.43
ACC_001266,ACC_001788,CASE_000064,2024-01-21 10:30:08.907205410,7311.45
ACC_001266,ACC_001788,CASE_000064,2024-01-21 10:34:14.365807282,689.69
ACC_001788,ACC_000309,CASE_000064,2024-01-21 10:40:01.809690644,9270.63
ACC_000309,ACC_000782,CASE_000064,2024-01-21 10:46:45.865341190,9270.63
ACC_000498,ACC_000480,CASE_000065,2025-05-27 09:40:11.410585872,2167.22
ACC_000498,ACC_000480,CASE_000065,2025-05-27 09:55:45.814546655,50.0
ACC_000480,ACC_000023,CASE_000065,2025-05-27 10:37:32.504404484,1238.08
ACC_000023,ACC_000775,CASE_000065,2025-05-27 11:13:16.662851930,1238.08
ACC_000540,ACC_000524,CASE_000066,2024-02-19 17:39:30.405143370,5523.05
ACC_000524,ACC_000091,CASE_000066,2024-02-19 17:41:55.962268663,5523.05
ACC_000912,ACC_001350,CASE_000067,2024-10-18 23:00:29.715551318,91174.56
ACC_001350,ACC_000052,CASE_000067,2024-10-18 23:49:16.605091051,91174.56
ACC_000131,ACC_000694,CASE_000068,2025-07-26 22:47:49.856592738,209.59
ACC_000131,ACC_000694,CASE_000068,2025-07-26 22:50:38.616528386,1425.32
ACC_000131,ACC_000694,CASE_000068,2025-07-26 22:52:10.527026120,1323.35
ACC_000131,ACC_000694,CASE_000068,2025-07-26 22:53:17.553553514,814.69
ACC_000694,ACC_000652,CASE_000068,2025-07-26 23:06:40.419926890,3772.95
ACC_000758,ACC_000093,CASE_000069,2026-04-11 16:37:35.463452505,1793.04
ACC_000758,ACC_000093,CASE_000069,2026-04-11 16:44:55.592565440,10546.57
ACC_000758,ACC_000093,CASE_000069,2026-04-11 16:46:20.064853753,2124.45
ACC_000093,ACC_001625,CASE_000069,2026-04-11 16:52:49.011283130,14464.06
ACC_000804,ACC_000404,CASE_000070,2024-11-21 23:09:10.093387744,6494.34
ACC_000804,ACC_000404,CASE_000070,2024-11-21 23:11:22.312138126,21629.64
ACC_000804,ACC_000404,CASE_000070,2024-11-21 23:20:02.175313055,13379.11
ACC_000804,ACC_000404,CASE_000070,2024-11-21 23:22:31.461959089,911.86
ACC_000404,ACC_000659,CASE_000070,2024-11-21 23:49:05.169540906,42414.95
ACC_001018,ACC_001117,CASE_000071,2026-02-22 12:14:04.257293848,8017.17
ACC_001117,ACC_000652,CASE_000071,2026-02-22 12:22:10.341958737,8017.17
ACC_001576,ACC_000753,CASE_000072,2026-04-16 15:51:50.806285370,26863.79
ACC_000753,ACC_001690,CASE_000072,2026-04-16 15:59:49.275211227,22807.56
ACC_001690,ACC_000753,CASE_000072,2026-04-16 16:31:48.420061624,22807.56
ACC_001664,ACC_000023,CASE_000073,2024-01-20 05:23:37.725728009,10291.49
ACC_000023,ACC_000775,CASE_000073,2024-01-20 05:27:02.119764753,9574.68
ACC_000775,ACC_000023,CASE_000073,2024-01-20 05:31:39.951036252,9574.68
ACC_001722,ACC_001768,CASE_000074,2024-08-06 03:43:30.977665061,6757.22
ACC_001768,ACC_000819,CASE_000074,2024-08-06 03:49:33.822666955,6757.22
ACC_000924,ACC_000782,CASE_000075,2025-10-08 16:46:52.771470638,11254.04
ACC_000924,ACC_000782,CASE_000075,2025-10-08 16:50:19.975945915,768.3
ACC_000924,ACC_000782,CASE_000075,2025-10-08 16:52:46.030009270,5385.31
ACC_000924,ACC_000782,CASE_000075,2025-10-08 16:56:20.944015536,1819.95
ACC_000782,ACC_001592,CASE_000075,2025-10-08 17:02:40.803321164,12894.49
ACC_001592,ACC_000820,CASE_000075,2025-10-08 17:27:00.521485740,10364.5
ACC_000820,ACC_000309,CASE_000075,2025-10-08 17:55:32.715654448,10364.5
ACC_001646,ACC_001300,CASE_000076,2025-11-20 11:56:34.096446795,188545.67
ACC_001300,ACC_000011,CASE_000076,2025-11-20 12:04:57.620342174,188545.67
ACC_000965,ACC_000775,CASE_000077,2024-12-23 12:41:34.893820381,7198.12
ACC_000775,ACC_000480,CASE_000077,2024-12-23 12:44:54.759098974,5099.05
ACC_000480,ACC_000775,CASE_000077,2024-12-23 13:46:12.540227091,5099.05
ACC_000936,ACC_000023,CASE_000078,2025-08-21 08:08:21.155536227,2831.13
ACC_000023,ACC_000480,CASE_000078,2025-08-21 08:15:58.098771919,2831.13
ACC_000078,ACC_000775,CASE_000079,2025-07-11 16:21:38.817359160,1164.14
ACC_000078,ACC_000775,CASE_000079,2025-07-11 16:23:59.012137832,712.28
ACC_000775,ACC_000480,CASE_000079,2025-07-11 17:11:01.378019761,1131.19
ACC_000480,ACC_000775,CASE_000079,2025-07-11 18:48:45.090746477,1131.19
ACC_000032,ACC_001300,CASE_000080,2025-11-04 22:59:52.669108399,25831.81
ACC_001300,ACC_000011,CASE_000080,2025-11-04 23:11:06.166511065,25831.81
ACC_000298,ACC_000533,CASE_000081,2025-10-16 18:04:29.206050330,26711.53
ACC_000533,ACC_000366,CASE_000081,2025-10-16 18:10:05.781454225,16574.33
ACC_000366,ACC_000533,CASE_000081,2025-10-16 18:29:02.123818052,16574.33
ACC_000741,ACC_001365,CASE_000082,2024-03-19 06:15:32.082175125,870.14
ACC_000741,ACC_001365,CASE_000082,2024-03-19 06:24:31.676446067,119.1
ACC_000741,ACC_001365,CASE_000082,2024-03-19 06:29:53.694120011,3308.72
ACC_000741,ACC_001365,CASE_000082,2024-03-19 06:31:26.753311518,221.31
ACC_001365,ACC_001238,CASE_000082,2024-03-19 06:33:53.303782215,4519.27
ACC_000736,ACC_000267,CASE_000083,2024-05-24 04:10:36.914850316,1057.32
ACC_000736,ACC_000267,CASE_000083,2024-05-24 04:14:10.465361912,426.82
ACC_000736,ACC_000267,CASE_000083,2024-05-24 04:16:43.714160094,297.13
ACC_000736,ACC_000267,CASE_000083,2024-05-24 04:22:42.269505074,160.94
ACC_000267,ACC_000533,CASE_000083,2024-05-24 06:07:50.954019252,1532.94
ACC_000533,ACC_000267,CASE_000083,2024-05-24 07:04:32.346797551,1532.94
ACC_000806,ACC_001300,CASE_000084,2024-04-30 22:42:12.482503992,4182.27
ACC_001300,ACC_000011,CASE_000084,2024-04-30 23:01:52.406391841,4182.27
ACC_000433,ACC_000139,CASE_000085,2026-04-29 12:24:30.627999985,15869.92
ACC_000139,ACC_001308,CASE_000085,2026-04-29 12:43:20.499642620,10357.28
ACC_001308,ACC_000139,CASE_000085,2026-04-29 13:14:58.448606512,10357.28
ACC_001641,ACC_001288,CASE_000086,2026-04-12 06:33:33.037288989,6211.41
ACC_001288,ACC_000467,CASE_000086,2026-04-12 06:52:14.498704834,6211.41
ACC_000219,ACC_000961,CASE_000087,2025-12-27 11:51:54.074436313,34311.81
ACC_000961,ACC_000190,CASE_000087,2025-12-27 12:24:03.407176231,34311.81
ACC_000379,ACC_001507,CASE_000088,2024-04-16 09:36:37.916525012,4894.26
ACC_001507,ACC_001647,CASE_000088,2024-04-16 09:58:06.420419922,4894.26
ACC_000897,ACC_001308,CASE_000089,2025-06-07 04:30:22.280055271,27753.87
ACC_001308,ACC_000139,CASE_000089,2025-06-07 05:09:30.603104710,19912.79
ACC_000139,ACC_001308,CASE_000089,2025-06-07 05:41:36.025945187,19912.79
ACC_001786,ACC_000023,CASE_000090,2024-06-19 13:59:38.763240440,5313.01
ACC_001786,ACC_000023,CASE_000090,2024-06-19 14:01:47.905664992,2021.16
ACC_001786,ACC_000023,CASE_000090,2024-06-19 14:08:39.332119879,6084.04
ACC_000023,ACC_000480,CASE_000090,2024-06-19 14:17:33.722305665,13418.22
ACC_000230,ACC_000068,CASE_000091,2024-12-01 14:43:39.617314892,11005.39
ACC_000068,ACC_000524,CASE_000091,2024-12-01 14:47:10.926624999,6445.25
ACC_000524,ACC_000068,CASE_000091,2024-12-01 16:28:01.900550053,6445.25
ACC_000900,ACC_001350,CASE_000092,2024-08-31 08:39:46.279544850,833.36
ACC_000900,ACC_001350,CASE_000092,2024-08-31 08:45:23.908996559,3914.57
ACC_000900,ACC_001350,CASE_000092,2024-08-31 08:48:17.883125747,5324.77
ACC_000900,ACC_001350,CASE_000092,2024-08-31 08:53:40.598205394,1082.9
ACC_001350,ACC_000052,CASE_000092,2024-08-31 09:02:24.954171243,11155.59
ACC_001586,ACC_001308,CASE_000093,2026-01-25 04:29:25.321885543,30685.37
ACC_001308,ACC_000767,CASE_000093,2026-01-25 04:33:29.923704063,30685.37
ACC_000312,ACC_000480,CASE_000094,2024-05-11 14:43:23.858070842,12591.24
ACC_000312,ACC_000480,CASE_000094,2024-05-11 14:48:45.391212810,13962.03
ACC_000312,ACC_000480,CASE_000094,2024-05-11 14:59:13.230266733,868.05
ACC_000480,ACC_000775,CASE_000094,2024-05-11 15:26:05.411255254,19909.61
ACC_000775,ACC_000480,CASE_000094,2024-05-11 16:22:14.056132014,19909.61
ACC_000377,ACC_000267,CASE_000095,2025-08-11 16:25:53.832278926,1834.4
ACC_000377,ACC_000267,CASE_000095,2025-08-11 16:30:00.707649835,339.93
ACC_000377,ACC_000267,CASE_000095,2025-08-11 16:31:11.220992430,1137.33
ACC_000267,ACC_000287,CASE_000095,2025-08-11 16:41:28.864821226,2761.82
ACC_000287,ACC_000533,CASE_000095,2025-08-11 17:16:08.138819899,2317.0
ACC_000533,ACC_001335,CASE_000095,2025-08-11 17:20:10.178905201,2317.0
